"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.Proteasome","Ntwrk.Proteasome","NtwrkCount.NF-kappa B signaling pathway","Ntwrk.NF-kappa B signaling pathway","NtwrkCount.Toll-like receptor signaling pathway","Ntwrk.Toll-like receptor signaling pathway","Total_Path_Hits.net.count"
"541",8888,"MCM3AP",856,"HighConf","Novel",NA,1,"NUP43",0,NA,0,NA,0,NA,0
"542",84515,"MCM8",375,"MedConf","Novel",NA,5,"UBC, RPS27A, UBB, POLE, GMNN",0,NA,0,NA,0,NA,0
"543",9282,"MED14",319,"MedConf","Novel","Thyroid hormone signaling pathway",1,"CEBPD",0,NA,0,NA,0,NA,0
"544",4224,"MEP1A",1062,"MedConf","Novel","Protein digestion and absorption",1,"MME",0,NA,0,NA,0,NA,0
"545",4236,"MFAP1",351,"MedConf","Novel",NA,4,"RPL37, SNW1, IK, PRPF38A",0,NA,0,NA,0,NA,0
"546",4240,"MFGE8",841,"MedConf","Novel",NA,1,"ITGAV",0,NA,0,NA,0,NA,0
"547",4242,"MFNG",972,"MedConf","Novel","Notch signaling pathway",1,"NOTCH4",0,NA,0,NA,0,NA,0
"548",4257,"MGST1",484,"MedConf","Novel",NA,8,"GSTA3, GPX3, GPX1, ADH4, GPX4, GSTO1, GSTA1, GSTP1",0,NA,0,NA,0,NA,0
"549",79003,"MIS12",317,"MedConf","Novel",NA,21,"ITGB3BP, CCNB2, CENPH, CENPP, PPP2R5A, CDCA8, BIRC5, HP, KIF18A, TF, RANBP2, PPP2R5E, RANGAP1, PPP2CB, NUP43, CENPO, PLK1, CDC42, RAD21, BUB1B, FGA",0,NA,0,NA,0,NA,0
"550",2862,"MLNR",619,"MedConf","Novel","Neuroactive ligand-receptor interaction",24,"GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, KALRN, TACR1, EDN1, BDKRB1, NMUR2, NMS, P2RY11",0,NA,0,NA,1,"PIK3R3",1
"551",51085,"MLXIPL",962,"MedConf","Novel",NA,2,"PPP2CB, OGT",0,NA,0,NA,0,NA,0
"552",4311,"MME",765,"MedConf","Novel","Hematopoietic cell lineage, Protein digestion and absorption",2,"MEP1A, AGT",0,NA,0,NA,0,NA,0
"553",10933,"MORF4L1",357,"MedConf","Novel",NA,14,"DNTTIP1, ELMSAN1, TRERF1, PHF21A, HDAC4, MTA2, CHD4, HDAC2, VAPB, SIN3A, SYNCRIP, PHF12, SIN3B, MBD3",0,NA,0,NA,0,NA,0
"554",4342,"MOS",721,"HighConf","Novel","Regulation of actin cytoskeleton, MAPK signaling pathway",1,"MRAS",0,NA,0,NA,0,NA,0
"555",8777,"MPDZ",315,"MedConf","Novel",NA,9,"CLDN19, CLDN15, CLDN6, CLDN2, CLDN14, AMOTL2, JAM3, CLDN11, YAP1",0,NA,0,NA,0,NA,0
"556",22808,"MRAS",759,"MedConf","Novel","Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",9,"RASA4, RAPGEF5, BRAP, PIK3R3, ARHGEF6, RASAL2, BRAF, RASA3, MOS",0,NA,0,NA,1,"PIK3R3",1
"557",4436,"MSH2",163,"MedConf","Novel",NA,10,"EIF3B, IK, POLE, RAD21, MAX, JUN, E2F3, PHF21A, XPA, PCNA",0,NA,0,NA,1,"JUN",1
"558",4481,"MSR1",978,"MedConf","Novel","Phagosome",5,"HSP90B1, CALR, COL4A2, APOB, COL1A2",0,NA,0,NA,0,NA,0
"559",4502,"MT2A",741,"MedConf","Novel",NA,13,"TRIM45, TRIM35, IRF6, GBP2, IRF9, TRIM10, TRIM48, OASL, JUN, SP1, NCAM1, ICAM1, HLA-DQA2",0,NA,1,"ICAM1",1,"JUN",2
"560",9219,"MTA2",55,"HighConf","Novel",NA,21,"CHD4, HNRNPM, HDAC2, SIN3A, PHF12, SUV39H1, SIN3B, MBD3, MORF4L1, EHMT2, DNTTIP1, ELMSAN1, MBD2, HIST1H2BJ, HIST1H2BK, TRERF1, PHF21A, HDAC4, RRP8, ZFPM1, BAHD1",0,NA,0,NA,0,NA,0
"561",9108,"MTMR7",637,"MedConf","Novel",NA,3,"INPP4B, PIK3R3, PIK3C2A",0,NA,0,NA,1,"PIK3R3",1
"562",4544,"MTNR1B",581,"MedConf","Novel","Neuroactive ligand-receptor interaction",31,"CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2",0,NA,0,NA,2,"CXCL8, CXCL11",2
"563",4548,"MTR",667,"MedConf","Novel",NA,3,"IL4I1, SDSL, LSM4",0,NA,0,NA,0,NA,0
"564",4593,"MUSK",1055,"MedConf","Novel",NA,3,"CDC42, PTK2B, AGRN",0,NA,0,NA,0,NA,0
"565",4601,"MXI1",866,"MedConf","Novel",NA,1,"MAX",0,NA,0,NA,0,NA,0
"566",80177,"MYCT1",1071,"HighConf","Novel",NA,1,"MAX",0,NA,0,NA,0,NA,0
"567",4615,"MYD88",711,"HighConf","Toll-like receptor signaling pathway","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway",16,"LY96, IRAK1, IKBKB, EIF2AK2, MAP3K7, RELA, NGFR, TOLLIP, TIRAP, IL1RN, IL1B, CD14, S100A8, TLR2, IL1A, TLR4",0,NA,0,NA,11,"TOLLIP, TLR4, TLR2, TIRAP, RELA, MAP3K7, LY96, IRAK1, IL1B, IKBKB, CD14",11
"568",4632,"MYL1",699,"MedConf","Novel",NA,1,"MYLPF",0,NA,0,NA,0,NA,0
"569",58498,"MYL7",700,"MedConf","Novel","Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Focal adhesion",7,"MYLPF, PXN, ACTA2, VCL, SORBS3, ITGA1, MYLK2",0,NA,0,NA,0,NA,0
"570",85366,"MYLK2",698,"HighConf","Novel","Regulation of actin cytoskeleton, Focal adhesion",2,"MYL7, MYLPF",0,NA,0,NA,0,NA,0
"571",29895,"MYLPF",931,"MedConf","Novel","Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Focal adhesion",8,"PXN, ACTA2, VCL, SORBS3, ITGA1, MYLK2, MYL1, MYL7",0,NA,0,NA,0,NA,0
"572",10135,"NAMPT",808,"HighConf","Novel","NOD-like receptor signaling pathway",1,"HNRNPH1",0,NA,0,NA,0,NA,0
"573",63908,"NAPB",530,"MedConf","Novel",NA,12,"ANK2, STX1B, BET1L, STX18, STX17, TMED10, COPB1, ARCN1, GOSR2, VTI1A, COG6, TMED3",0,NA,0,NA,0,NA,0
"574",4684,"NCAM1",541,"MedConf","Novel",NA,18,"KRAS, HLA-DQA2, AGRN, COL6A1, COL4A3, MT2A, TRIM45, TRIM35, IRF6, GBP2, IRF9, TRIM10, TRIM48, CACNB4, PRNP, OASL, CACNA1C, COL4A2",0,NA,0,NA,0,NA,0
"575",9918,"NCAPD2",326,"MedConf","Novel",NA,3,"CCNB2, CSNK2A2, PRKAR2B",0,NA,1,"CSNK2A2",0,NA,1
"576",23054,"NCOA6",394,"HighConf","Novel",NA,18,"SUZ12, AGT, MAFB, HIST1H2BJ, HIST1H2BK, HMGCS2, CTGF, KDM6A, RANGAP1, HMGCS1, SIN3A, WDR5, POLR2J, POLR2F, JUN, EGR2, FHL2, ASH2L",0,NA,0,NA,1,"JUN",1
"577",23385,"NCSTN",175,"HighConf","Novel","Notch signaling pathway",11,"IK, NGFR, APH1A, ITGB3BP, NOTCH4, SAFB, TMEM14B, DTX1, NOP2, SRSF1, BCAS2",0,NA,0,NA,0,NA,0
"578",4695,"NDUFA2",128,"MedConf","Novel",NA,9,"NDUFB9, SNRPC, TBL2, SPR, NDUFS4, ATP1B3, UBE2I, PHB2, COX4I1",0,NA,1,"UBE2I",0,NA,1
"579",4715,"NDUFB9",130,"MedConf","Novel",NA,4,"CLTC, SYNE2, NDUFS4, NDUFA2",0,NA,0,NA,0,NA,0
"580",4724,"NDUFS4",38,"HighConf","Novel",NA,8,"RPS2, ALDOA, COX4I1, NDUFA2, NDUFB9, NUP188, CACNA2D1, CD14",0,NA,0,NA,1,"CD14",1
"581",4793,"NFKBIB",189,"MedConf","Novel","NOD-like receptor signaling pathway, Chemokine signaling pathway, RIG-I-like receptor signaling pathway",33,"RELA, PSMF1, UBC, NFKBIE, CARD11, PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4, RIPK1, IKBKB, EIF2AK2, RPS27A, UBB, MAP3K7",23,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB9, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",1,"CARD11",4,"RIPK1, RELA, MAP3K7, IKBKB",28
"582",4794,"NFKBIE",713,"HighConf","Novel",NA,31,"CARD11, PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4, IKBKB, RPS27A, UBB, MAP3K7, NFKBIB, RELA, PSMF1, UBC",23,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB9, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",1,"CARD11",3,"RELA, MAP3K7, IKBKB",27
"583",4801,"NFYB",112,"MedConf","Novel",NA,8,"HSPA5, LAGE3, MAX, NFYC, PDGFRB, SP1, EIF4A1, HMGCS1",0,NA,0,NA,0,NA,0
"584",4802,"NFYC",322,"MedConf","Novel",NA,6,"PDGFRB, SP1, HMGCS1, NFYB, HSPA5, MAX",0,NA,0,NA,0,NA,0
"585",4804,"NGFR",244,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Ras signaling pathway",22,"APH1A, ITGB3BP, ARHGDIB, UBC, RHOB, EFNA2, FGF9, FGF10, FGF12, FGF8, MYD88, SMPD2, SHC2, IRAK1, RTN4, PIK3R3, IKBKB, RPS27A, UBB, NCSTN, RELA, CDC42",0,NA,0,NA,5,"RELA, PIK3R3, MYD88, IRAK1, IKBKB",5
"586",84365,"NIFK",781,"MedConf","Novel",NA,8,"RPS2, RPS8, RPL19, RPL4, RPL31, NOP2, SF3B1, KIAA0020",0,NA,0,NA,0,NA,0
"587",58484,"NLRC4",1004,"MedConf","Novel","NOD-like receptor signaling pathway",2,"IL1B, GSDMD",0,NA,0,NA,1,"IL1B",1
"588",338321,"NLRP9",819,"MedConf","Novel",NA,2,"PSMD11, PSMD12",2,"PSMD12, PSMD11",0,NA,0,NA,2
"589",79671,"NLRX1",642,"MedConf","Novel","NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway",1,"IFIH1",0,NA,0,NA,0,NA,0
"590",9111,"NMI",267,"MedConf","Novel",NA,6,"CCNE1, PCNA, CCND2, CCND3, BCL2L1, CFL2",0,NA,1,"BCL2L1",0,NA,1
"591",129521,"NMS",591,"MedConf","Novel",NA,50,"HCAR2, OPRM1, RLN3, TAS2R50, P2RY11, MLNR, S1PR2, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, KALRN, CXCR5, TACR1, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2",0,NA,0,NA,3,"PIK3R3, CXCL8, CXCL11",3
"592",56923,"NMUR2",579,"MedConf","Novel","Neuroactive ligand-receptor interaction",50,"MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, P2RY11, MLNR, S1PR2, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, KALRN, CXCR5, TACR1, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4",0,NA,0,NA,3,"PIK3R3, CXCL8, CXCL11",3
"593",79050,"NOC4L",324,"MedConf","Novel",NA,12,"UTP18, RPP25, RPP40, BMS1, NOP14, EXOSC5, EXOSC4, RPS2, RPS8, RPS27A, DIEXF, RRP9",0,NA,0,NA,0,NA,0
"594",8602,"NOP14",867,"HighConf","Novel",NA,12,"EXOSC5, EXOSC4, RPS2, RPS8, RPS27A, DIEXF, RRP9, NOC4L, UTP18, RPP25, RPP40, BMS1",0,NA,0,NA,0,NA,0
"595",4839,"NOP2",104,"MedConf","Novel",NA,15,"KIAA0020, CDC5L, NCSTN, CSNK2A2, SRSF3, TOP2A, NIFK, SRPK2, SRPK1, PRPF8, RPS2, RPL23A, RPS8, RPL19, RPL4",0,NA,1,"CSNK2A2",0,NA,1
"596",4855,"NOTCH4",559,"MedConf","Novel","Notch signaling pathway, Thyroid hormone signaling pathway",11,"ATP2A1, JAG1, DTX1, MFNG, SNW1, NCSTN, KAT2B, APH1A, POFUT1, RBPJ, NUMBL",0,NA,0,NA,0,NA,0
"597",2832,"NPBWR2",590,"MedConf","Novel","Neuroactive ligand-receptor interaction",31,"NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3",0,NA,0,NA,2,"CXCL8, CXCL11",2
"598",4852,"NPY",577,"MedConf","Novel","cAMP signaling pathway",32,"SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, ADRB2, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7",0,NA,0,NA,2,"CXCL8, CXCL11",2
"599",145957,"NRG4",947,"MedConf","Novel",NA,3,"EGFR, PTK6, KRAS",0,NA,0,NA,0,NA,0
"600",8828,"NRP2",1054,"MedConf","Novel",NA,3,"PLXNB1, FLT4, PLXNA1",0,NA,0,NA,0,NA,0
"601",55968,"NSFL1C",818,"MedConf","Novel",NA,5,"PSMC1, VCP, CCT2, SFN, ITPA",1,"PSMC1",0,NA,0,NA,1
"602",30833,"NT5C",384,"MedConf","Novel",NA,13,"PDE6H, HPRT1, PDE6A, AK7, AK4, PDE1B, PDE3B, DCK, AMPD1, PDE5A, ENTPD4, ARPC1B, ITPA",0,NA,0,NA,0,NA,0
"603",9253,"NUMBL",522,"MedConf","Novel","Notch signaling pathway",1,"NOTCH4",0,NA,0,NA,0,NA,0
"604",9631,"NUP155",269,"MedConf","Novel","RNA transport",30,"NUP188, FYTTD1, CHTOP, KBTBD7, CCNB2, NXT1, CDCA8, BIRC5, POLDIP3, GCKR, HSPA13, LUZP4, RANBP2, SUMO3, THOC1, DDX39A, THOC7, RANGAP1, RAE1, HSPA5, NUP43, UBE2I, SRSF1, NXF1, SRRM1, SRSF2, SRSF3, SNRPD3, THOC2, TOP2A",0,NA,1,"UBE2I",0,NA,1
"605",23511,"NUP188",327,"MedConf","Novel","RNA transport",30,"FYTTD1, CHTOP, CCNB2, NXT1, CDCA8, BIRC5, POLDIP3, GCKR, HSPA13, LUZP4, RANBP2, SUMO3, THOC1, DDX39A, NDUFS4, THOC7, RANGAP1, RAE1, HSPA5, NUP43, UBE2I, SRSF1, NXF1, SRRM1, SRSF2, SRSF3, SNRPD3, THOC2, TOP2A, NUP155",0,NA,1,"UBE2I",0,NA,1
"606",348995,"NUP43",115,"MedConf","Novel","RNA transport",48,"UBE2I, SRSF1, NXF1, SRRM1, SRSF2, CENPO, PLK1, SRSF3, CDC42, SNRPD3, THOC2, RAD21, TOP2A, NUP155, LAGE3, BUB1B, MIS12, NUP188, ITGB3BP, FYTTD1, CHTOP, CCNB2, CENPH, CENPP, PPP2R5A, NXT1, CDCA8, BIRC5, KIF18A, GUCY2D, CEP250, POLDIP3, MCM3AP, GCKR, HSPA13, LUZP4, RANBP2, PPP2R5E, SUMO3, THOC1, DDX39A, THOC7, RANGAP1, PPP2CB, RPL26L1, RAE1, TPRKB, HSPA5",0,NA,1,"UBE2I",0,NA,1
"607",10482,"NXF1",173,"HighConf","Novel","RNA transport",21,"SRRM1, SRSF2, SRSF3, SON, THOC2, NUP155, NUP188, FYTTD1, CHTOP, NXT1, POLDIP3, LUZP4, RANBP2, THOC1, DDX39A, THOC7, RAE1, NUP43, UBE2I, SRSF1, BAG1",0,NA,1,"UBE2I",0,NA,1
"608",29107,"NXT1",442,"MedConf","Novel","RNA transport",19,"POLDIP3, LUZP4, RANBP2, THOC1, DDX39A, THOC7, RAE1, NUP43, SRSF1, NXF1, SRRM1, SRSF2, SRSF3, THOC2, NUP155, NUP188, FYTTD1, CHTOP, VPS36",0,NA,0,NA,0,NA,0
"609",8638,"OASL",990,"HighConf","Novel",NA,13,"ISG15, NCAM1, ICAM1, HLA-DQA2, MT2A, EGR1, TRIM45, TRIM35, IRF6, GBP2, IRF9, TRIM10, TRIM48",0,NA,1,"ICAM1",0,NA,1
"610",51686,"OAZ3",897,"HighConf","Novel",NA,23,"PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4, PSMF1",23,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB9, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,NA,0,NA,23
"611",54959,"ODAM",850,"MedConf","Novel",NA,1,"TOLLIP",0,NA,0,NA,1,"TOLLIP",1
"612",8473,"OGT",168,"MedConf","Novel",NA,7,"WDR5, HCFC1, GYS2, PDPK1, PHF20, MLXIPL, PIK3R3",0,NA,0,NA,1,"PIK3R3",1
"613",4988,"OPRM1",594,"MedConf","Novel","Neuroactive ligand-receptor interaction",35,"RLN3, TAS2R50, S1PR2, GNAT2, GRK4, ADRBK1, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, GNAO1, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2",0,NA,0,NA,2,"CXCL8, CXCL11",2
"614",341276,"OR10A2",1010,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"615",144124,"OR10A5",1006,"HighConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"616",26539,"OR10H1",1030,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"617",126541,"OR10H4",1018,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"618",219960,"OR10Q1",1017,"HighConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"619",81341,"OR10W1",1045,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"620",138802,"OR13C8",1029,"HighConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"621",442191,"OR14J1",1038,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"622",8390,"OR1G1",1026,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"623",391191,"OR2AK2",1036,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"624",341152,"OR2AT4",1011,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"625",120775,"OR2D3",1020,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"626",26707,"OR2J2",1039,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"627",391192,"OR2L3",1033,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"628",391194,"OR2M2",1032,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"629",26245,"OR2M4",1013,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"630",401993,"OR2T5",1035,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"631",134083,"OR2Y1",1016,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"632",26689,"OR4D1",1037,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"633",26686,"OR4E2",1047,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"634",390437,"OR4N5",1027,"HighConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"635",81300,"OR4P4",1024,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"636",401667,"OR51A2",1043,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"637",282763,"OR51B5",1007,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"638",119694,"OR51F2",1023,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"639",390063,"OR51I1",1042,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"640",119682,"OR51L1",1021,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"641",390059,"OR51M1",1028,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"642",390054,"OR52A5",1009,"HighConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"643",119774,"OR52K2",1019,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"644",119772,"OR52M1",1034,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"645",390072,"OR52N4",1022,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"646",219965,"OR5B17",1031,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"647",441608,"OR5B3",1015,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"648",390144,"OR5D16",1040,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"649",403277,"OR5K3",1044,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"650",26338,"OR5L2",1041,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"651",390162,"OR5M9",1005,"HighConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"652",390154,"OR5T3",1012,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"653",389090,"OR6B2",1046,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"654",219952,"OR6Q1",1014,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"655",338662,"OR8D4",1025,"MedConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"656",81168,"OR8J3",1008,"HighConf","Novel",NA,1,"ADRBK1",0,NA,0,NA,0,NA,0
"657",23762,"OSBP2",874,"MedConf","Novel",NA,1,"ISG15",0,NA,0,NA,0,NA,0
"658",55593,"OTUD5",641,"MedConf","Novel","RIG-I-like receptor signaling pathway",3,"IFIH1, GPX4, EIF2AK2",0,NA,0,NA,0,NA,0
"659",5032,"P2RY11",605,"MedConf","Novel","Neuroactive ligand-receptor interaction",40,"VIPR1, MC2R, CALCR, RLN2, MLNR, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, GPBAR1, XCL2, PIK3R3, GNA11, ADRBK1, HRH2, GNG3, GNG10, AGT, ADRB2, INSL3, KALRN, TACR1, EDN1, BDKRB1, NMUR2, NMS, SCT, RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5",0,NA,0,NA,1,"PIK3R3",1
"660",5034,"P4HB",47,"HighConf","Novel",NA,23,"PCNA, HSPA5, GSTO1, PLOD3, PDIA3, COL4A2, CRTAP, LEPRE1, APOB, COL23A1, COL1A2, COL10A1, COL17A1, COL20A1, COL6A1, COL4A3, SAFB, PGD, PDIA4, PSMA7, VCP, HSP90B1, CALR",1,"PSMA7",0,NA,0,NA,1
"661",5036,"PA2G4",417,"MedConf","Novel",NA,1,"PDPK1",0,NA,0,NA,0,NA,0
"662",80227,"PAAF1",771,"HighConf","Novel",NA,4,"PSMD7, PSMD6, PSMC5, EIF3I",3,"PSMD7, PSMD6, PSMC5",0,NA,0,NA,3
"663",8761,"PABPC4",242,"MedConf","Novel","RNA transport",11,"PPA1, YWHAG, PCF11, DDX39A, RPL27, RPL3L, RAE1, PLRG1, EIF4G1, POLE, G3BP2",0,NA,0,NA,0,NA,0
"664",5050,"PAFAH1B3",456,"MedConf","Novel","Ether lipid metabolism",7,"PLA2G4A, PLA2G4D, PLA2G6, JMJD7-PLA2G4B, LPCAT4, CEPT1, PAFAH2",0,NA,0,NA,0,NA,0
"665",5051,"PAFAH2",938,"MedConf","Novel","Ether lipid metabolism",7,"PAFAH1B3, PLA2G4A, PLA2G4D, PLA2G6, JMJD7-PLA2G4B, LPCAT4, CEPT1",0,NA,0,NA,0,NA,0
"666",79728,"PALB2",573,"MedConf","Novel",NA,9,"POLD4, PCNA, RPS27A, UBB, RAD51, POLE, BRCA2, UBC, POLD3",0,NA,0,NA,0,NA,0
"667",55229,"PANK4",835,"HighConf","Novel",NA,1,"PTPN6",0,NA,0,NA,0,NA,0
"668",10914,"PAPOLA",52,"MedConf","Novel",NA,44,"XAB2, HNRNPM, PTBP1, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, GNA11, SF3B6, SRRM1, SRSF2, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, THOC2, LSM4, ADRBK1, PPIH, FYTTD1, GPKOW, CHTOP, PCF11, POLDIP3, LUZP4, PRPF8, THOC1, DDX39A, PRPF31, HNRNPA2B1, YBX1, CCAR1, THOC7",0,NA,0,NA,0,NA,0
