"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"8922",268973,"Nlrc4","HighConf","Yes","NOD-like receptor signaling pathway","Casp1, Pycard, Il18, Naip5, Naip6","NOD-like receptor signaling pathway (5), Cytosolic DNA-sensing pathway (3), Necroptosis (2), Cytokine-cytokine receptor interaction (1)"
"8927",637515,"Nlrp1b","MedConf","Yes","NOD-like receptor signaling pathway",NA,NA
"8932",270151,"Nlrx1","HighConf","Yes","RIG-I-like receptor signaling pathway, NOD-like receptor signaling pathway","Rnf135, Mavs, Ddx58, Trim25","RIG-I-like receptor signaling pathway (3), NF-kappa B signaling pathway (2), Cytosolic DNA-sensing pathway (2), NOD-like receptor signaling pathway (1)"
"8936",18103,"Nme2","MedConf","Yes","Pyrimidine metabolism, Purine metabolism",NA,NA
"8957",57753,"Noc3l","HighConf","Yes",NA,"Wdr18, Orc2, Wdr12, Orc5, Mcm6","Cell cycle (3)"
"8959",107607,"Nod1","HighConf","Yes","NOD-like receptor signaling pathway","Ripk2, Casp8","NOD-like receptor signaling pathway (2), Apoptosis (2), Neurotrophin signaling pathway (1), p53 signaling pathway (1), IL-17 signaling pathway (1), Apoptosis - multiple species (1), Platinum drug resistance (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Necroptosis (1), RIG-I-like receptor signaling pathway (1)"
"8960",257632,"Nod2","HighConf","Yes","NOD-like receptor signaling pathway, TNF signaling pathway","Ripk2","Neurotrophin signaling pathway (1), NOD-like receptor signaling pathway (1)"
"8967",230082,"Nol6","HighConf","Yes",NA,"Csnk2b","Wnt signaling pathway (1), NF-kappa B signaling pathway (1), Mitophagy - animal (1)"
"8984",18126,"Nos2","HighConf","Yes","Relaxin signaling pathway, HIF-1 signaling pathway, Apelin signaling pathway","Asl, Apc, Rela","Wnt signaling pathway (1), Signaling pathways regulating pluripotency of stem cells (1), Regulation of actin cytoskeleton (1), cAMP signaling pathway (1), PI3K-Akt signaling pathway (1), Th1 and Th2 cell differentiation (1), HIF-1 signaling pathway (1), Relaxin signaling pathway (1), Th17 cell differentiation (1), IL-17 signaling pathway (1), Insulin resistance (1), NF-kappa B signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Ras signaling pathway (1), Adipocytokine signaling pathway (1), Sphingolipid signaling pathway (1), B cell receptor signaling pathway (1), Longevity regulating pathway (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), Apoptosis (1), T cell receptor signaling pathway (1), Neurotrophin signaling pathway (1), Toll-like receptor signaling pathway (1), Prolactin signaling pathway (1), NOD-like receptor signaling pathway (1), Mitophagy - animal (1), Cellular senescence (1), Chemokine signaling pathway (1), MAPK signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1)"
"8988",18128,"Notch1","HighConf","Yes","Thyroid hormone signaling pathway, Endocrine resistance, Notch signaling pathway, Th1 and Th2 cell differentiation","Notch2, Ncstn, Neurl1b, Neurl1a, Kat2b, Ncor2, Fbxw7, Dll1, Maml1, Ccnc, Hif1a, Hdac7, Aph1b, Furin, Hdac10, Aph1c, Dtx4, Mfng, Dtx2, Dtx3, Dtx3l, Rfng, Numbl, Lfng, Arrb2, Dvl2, Psen1, Arrb1, Tbl1xr1, Hdac1, Hdac5, Dvl1, Snw1, Cdk8","Notch signaling pathway (21), Wnt signaling pathway (4), Thyroid hormone signaling pathway (4), Th1 and Th2 cell differentiation (3), Signaling pathways regulating pluripotency of stem cells (2), mTOR signaling pathway (2), Hedgehog signaling pathway (2), Relaxin signaling pathway (2), Chemokine signaling pathway (2), MAPK signaling pathway (2), Endocytosis (2), Endocrine resistance (2), Dopaminergic synapse (1), Apelin signaling pathway (1), Longevity regulating pathway - multiple species (1), Cell cycle (1), Neurotrophin signaling pathway (1), HIF-1 signaling pathway (1), Th17 cell differentiation (1), Mitophagy - animal (1), Autophagy - animal (1), Ubiquitin mediated proteolysis (1)"
"8989",18129,"Notch2","HighConf","Yes","Thyroid hormone signaling pathway, Endocrine resistance, Notch signaling pathway, Th1 and Th2 cell differentiation","Ncstn, Neurl1b, Neurl1a, Kat2b, Fbxw7, Dll1, Maml1, Aph1b, Aph1c, Dtx4, Mfng, Dtx2, Dtx3, Dtx3l, Rfng, Numbl, Lfng, Psen1, Dvl2, Snw1, Notch1, Dvl1","Notch signaling pathway (19), Th1 and Th2 cell differentiation (3), Wnt signaling pathway (3), Endocrine resistance (2), Thyroid hormone signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), mTOR signaling pathway (2), Neurotrophin signaling pathway (1), Ubiquitin mediated proteolysis (1)"
"8998",18143,"Npas2","HighConf","Yes","Circadian rhythm","Csnk1d, Tgs1, Ncoa1, Rora, Nampt, Dbp, Bhlhe40, Tbcel, Med1, Bhlhe41, Per3, Clock, Ncoa2, Tbl1xr1, Per1, Hif1a, Rxra, Serpine1, Per2, Helz2","Circadian rhythm (8), Thyroid hormone signaling pathway (5), Th17 cell differentiation (3), HIF-1 signaling pathway (2), Mitophagy - animal (1), Autophagy - animal (1), Apelin signaling pathway (1), p53 signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Cellular senescence (1), Dopaminergic synapse (1), PI3K-Akt signaling pathway (1), Adipocytokine signaling pathway (1), Wnt signaling pathway (1), Endocrine resistance (1), NOD-like receptor signaling pathway (1), Hedgehog signaling pathway (1)"
"9007",19155,"Npepps","HighConf","Yes",NA,"Psmd2, Psma3, Psma4, Psmd5, Psma2, Psmb3, Psme1, Psmd11, Psme4, Psmb7, Psmb6, Psmb9, Psmb2, Psmb8, Psmc2, Psma5, Psmd10, Psmc4, Psmb10, Psma6","Proteasome (18)"
"9021",18160,"Npr1","HighConf","Yes","Oxytocin signaling pathway, Purine metabolism, cAMP signaling pathway, Regulation of lipolysis in adipocytes","Polr2c, Pde1b, Pde6b, Polr3e, Polr2h, Pde3b, Znrd1, Polr1b, Gch1, Polr3d, Polr1e, Polr2e, Pde1c, Polr3g, Polr3c, Twistnb, Polr2d, Polr3k, Polr3h, Polr1a","Purine metabolism (19), RNA polymerase (15), Pyrimidine metabolism (15), Cytosolic DNA-sensing pathway (8), Glucagon signaling pathway (1), Regulation of lipolysis in adipocytes (1), Apelin signaling pathway (1), cAMP signaling pathway (1), Progesterone-mediated oocyte maturation (1), Insulin signaling pathway (1)"
"9023",56032,"Nprl2","MedConf","Yes","mTOR signaling pathway",NA,NA
"9029",109648,"Npy","HighConf","Yes","Adipocytokine signaling pathway, cAMP signaling pathway, Regulation of lipolysis in adipocytes","C3, C5ar1, Adcy7, Lpar5, Gpr18, Cxcr3, Cxcl9, Ccr1l1, C3ar1, P2ry13, Lpar1, P2ry12, Cxcl10, Ccr7, S1pr1, Cnr2, Fpr2, S1pr2, P2ry14, Rgs14, Hcar2, Cxcr6, Ccl9, Ccr5, Anxa1, App, Ccl5, Rgs19, Ccr1, Cxcr4, Gnb1","Chemokine signaling pathway (13), Cytokine-cytokine receptor interaction (11), Rap1 signaling pathway (4), Toll-like receptor signaling pathway (3), PI3K-Akt signaling pathway (3), Phospholipase D signaling pathway (3), Endocytosis (2), Cytosolic DNA-sensing pathway (2), TNF signaling pathway (2), Apelin signaling pathway (2), Cholinergic synapse (2), Relaxin signaling pathway (2), cAMP signaling pathway (2), Sphingolipid signaling pathway (2), Platelet activation (2), Longevity regulating pathway (2), NOD-like receptor signaling pathway (1), Axon guidance (1), Dopaminergic synapse (1), Ras signaling pathway (1), FoxO signaling pathway (1), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1), Regulation of lipolysis in adipocytes (1), Oocyte meiosis (1), Purine metabolism (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Endocrine resistance (1)"
"9039",22026,"Nr2c2","HighConf","Yes",NA,"Rxrb, Nr4a3, Nr2c2ap, Ppard, Nr2f6, Nr6a1, Nrbp1, Rarg, Rora, Med1, Tab2, Thra, Vdr, Rxra","Thyroid hormone signaling pathway (4), Th17 cell differentiation (3), Adipocytokine signaling pathway (2), IL-17 signaling pathway (1), NF-kappa B signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), Osteoclast differentiation (1), PI3K-Akt signaling pathway (1), Endocrine resistance (1), Circadian rhythm (1), Wnt signaling pathway (1)"
"9040",75692,"Nr2c2ap","HighConf","Yes",NA,"Ppard, Nr2f6, Nr6a1, Nrbp1, Rarg, Rora, Nr4a3, Rxra, Med1, Vdr, Rxrb, Thra, Nr2c2","Thyroid hormone signaling pathway (4), Th17 cell differentiation (3), Adipocytokine signaling pathway (2), PI3K-Akt signaling pathway (1), Endocrine resistance (1), Circadian rhythm (1), Wnt signaling pathway (1)"
"9041",13864,"Nr2f6","HighConf","Yes",NA,"Nr6a1, Nrbp1, Rarg, Rora, Rxra, Ppard, Thra, Rxrb, Nr2c2ap, Med1, Vdr, Nr2c2, Nr4a3","Thyroid hormone signaling pathway (4), Th17 cell differentiation (3), Adipocytokine signaling pathway (2), Wnt signaling pathway (1), PI3K-Akt signaling pathway (1), Endocrine resistance (1), Circadian rhythm (1)"
"9046",18124,"Nr4a3","HighConf","Yes",NA,"Nr2c2ap, Ppard, Nr2f6, Nr6a1, Nrbp1, Rarg, Rora, Med1, Thra, Vdr, Rxrb, Rxra, Nr2c2","Thyroid hormone signaling pathway (4), Th17 cell differentiation (3), Adipocytokine signaling pathway (2), PI3K-Akt signaling pathway (1), Endocrine resistance (1), Circadian rhythm (1), Wnt signaling pathway (1)"
"9047",14536,"Nr6a1","HighConf","Yes",NA,"Nrbp1, Rarg, Rora, Vdr, Nr4a3, Nr2c2ap, Thra, Nr2f6, Ppard, Rxra, Rxrb, Nr2c2, Med1","Thyroid hormone signaling pathway (4), Th17 cell differentiation (3), Adipocytokine signaling pathway (2), Wnt signaling pathway (1), PI3K-Akt signaling pathway (1), Endocrine resistance (1), Circadian rhythm (1)"
"9051",18176,"Nras","HighConf","Yes","MAPK signaling pathway, Chemokine signaling pathway, Autophagy - animal, Cellular senescence, Mitophagy - animal, Prolactin signaling pathway, FoxO signaling pathway, Neurotrophin signaling pathway, T cell receptor signaling pathway, Apoptosis, Longevity regulating pathway, B cell receptor signaling pathway, Thyroid hormone signaling pathway, ErbB signaling pathway, Sphingolipid signaling pathway, Ras signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Endocrine resistance, Fc epsilon RI signaling pathway, Natural killer cell mediated cytotoxicity, GnRH signaling pathway, Oxytocin signaling pathway, mTOR signaling pathway, Regulation of actin cytoskeleton, Insulin signaling pathway, VEGF signaling pathway, Longevity regulating pathway - multiple species, Signaling pathways regulating pluripotency of stem cells, Phospholipase D signaling pathway, Relaxin signaling pathway, Rap1 signaling pathway, PI3K-Akt signaling pathway, Cholinergic synapse, Apelin signaling pathway, EGFR tyrosine kinase inhibitor resistance, Axon guidance","Pik3r2, Mapk9, Pik3r5, Tiam1, Rasgrp2, Rasgrp3, Sptbn2, Rgl1, Brap, Rgl2, Rasal1, Rasa4, Rasal3, Rapgef2, Angpt1, Sptbn4, Spta1, Rps6ka1, Map2k1, Kitl, Raf1, Fyn, Pik3r1, Ptk2, Lck, Sos1, Mapk8, Src, Ralbp1, Shc1, Sos2, Pik3ca, Rasa1, Frs2, Pik3cd, Lyn, Egf, Met","Ras signaling pathway (26), Focal adhesion (16), Rap1 signaling pathway (15), PI3K-Akt signaling pathway (14), ErbB signaling pathway (14), Chemokine signaling pathway (14), Phospholipase D signaling pathway (13), Endocrine resistance (13), Neurotrophin signaling pathway (13), EGFR tyrosine kinase inhibitor resistance (12), Relaxin signaling pathway (12), Regulation of actin cytoskeleton (12), Fc epsilon RI signaling pathway (12), Prolactin signaling pathway (12), MAPK signaling pathway (12), Insulin signaling pathway (11), Natural killer cell mediated cytotoxicity (11), Apoptosis (11), T cell receptor signaling pathway (11), FoxO signaling pathway (11), Axon guidance (10), B cell receptor signaling pathway (10), cAMP signaling pathway (9), Progesterone-mediated oocyte maturation (9), mTOR signaling pathway (9), Platelet activation (9), Sphingolipid signaling pathway (9), Osteoclast differentiation (9), VEGF signaling pathway (8), Longevity regulating pathway (8), Autophagy - animal (8), Cholinergic synapse (7), HIF-1 signaling pathway (7), Insulin resistance (7), Fc gamma R-mediated phagocytosis (7), Jak-STAT signaling pathway (7), Thyroid hormone signaling pathway (7), TNF signaling pathway (7), Toll-like receptor signaling pathway (7), GnRH signaling pathway (7), Signaling pathways regulating pluripotency of stem cells (6), AGE-RAGE signaling pathway in diabetic complications (6), Cellular senescence (6), Tight junction (5), Regulation of lipolysis in adipocytes (4), Longevity regulating pathway - multiple species (4), Platinum drug resistance (4), Phosphatidylinositol signaling system (4), AMPK signaling pathway (4), Oxytocin signaling pathway (4), Th1 and Th2 cell differentiation (3), Th17 cell differentiation (3), Cytokine-cytokine receptor interaction (3), Mitophagy - animal (3), Apelin signaling pathway (3), Inositol phosphate metabolism (2), NF-kappa B signaling pathway (2), Oocyte meiosis (2), Dopaminergic synapse (2), Wnt signaling pathway (2), IL-17 signaling pathway (2), Apoptosis - multiple species (2), Adipocytokine signaling pathway (2), Necroptosis (2), NOD-like receptor signaling pathway (2), RIG-I-like receptor signaling pathway (2), Endocytosis (1)"
"9053",192292,"Nrbp1","HighConf","Yes",NA,"Rarg, Rora, Nr2c2, Nr2c2ap, Nr2f6, Med1, Thra, Nr4a3, Rxra, Vdr, Rxrb, Ppard, Nr6a1","Thyroid hormone signaling pathway (4), Th17 cell differentiation (3), Adipocytokine signaling pathway (2), Wnt signaling pathway (1), PI3K-Akt signaling pathway (1), Endocrine resistance (1), Circadian rhythm (1)"
"9070",18186,"Nrp1","HighConf","Yes","Axon guidance","Plxna2, Kdr, Rras, Pip5k1c, Limk1, Plxna3, Ldlrap1, Dpysl2, Fyn","Axon guidance (6), Focal adhesion (3), Phospholipase D signaling pathway (3), Regulation of actin cytoskeleton (3), Endocytosis (2), Fc gamma R-mediated phagocytosis (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Cholinergic synapse (1), Platelet activation (1), Natural killer cell mediated cytotoxicity (1), Fc epsilon RI signaling pathway (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Osteoclast differentiation (1), Inositol phosphate metabolism (1), Phosphatidylinositol signaling system (1), Apelin signaling pathway (1), cAMP signaling pathway (1), Mitophagy - animal (1), Cellular senescence (1), Autophagy - animal (1), MAPK signaling pathway (1), EGFR tyrosine kinase inhibitor resistance (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), VEGF signaling pathway (1)"
"9071",18187,"Nrp2","HighConf","Yes",NA,"Flt1","Focal adhesion (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), HIF-1 signaling pathway (1), Ras signaling pathway (1)"
"9082",381318,"Nsl1","HighConf","Yes",NA,"Sgol1, Seh1l, Sec13, Nup107, Incenp, Stag2, Cenpf, Ppp1cc, Zw10, Cenpe, Ska1, Sgol2a, Rcc2, Kif2a, Clasp2, Cenpo, Cdca5, Ska2, Kif18a, Kif2c, Cenpc1, Smc3, Dsn1, Mis12, Ranbp2, Nup98, Aurkb, Pafah1b1, Cdc20, Bub1b, Pds5a, Plk1","Oocyte meiosis (5), Cell cycle (5), mTOR signaling pathway (2), Ubiquitin mediated proteolysis (1), Progesterone-mediated oocyte maturation (1), FoxO signaling pathway (1), Dopaminergic synapse (1), Focal adhesion (1), cAMP signaling pathway (1), Insulin signaling pathway (1), Regulation of actin cytoskeleton (1), Insulin resistance (1), Oxytocin signaling pathway (1), Platelet activation (1), Cellular senescence (1)"
"9083",18201,"Nsmaf","HighConf","Yes","Sphingolipid signaling pathway",NA,NA
"9085",68501,"Nsmce2","HighConf","Yes",NA,"Ndnl2, Smc6, Top2b","Platinum drug resistance (1)"
"9094",50773,"Nt5c","HighConf","Yes","Pyrimidine metabolism, Purine metabolism","Pde6b, Entpd6, Entpd5, Pde1c, Ampd3, Dck, Pnp2, Nampt, Pnp, Dctd, Upp1, Umps, Nudt12, Cmpk2, Gmpr, Ampd2, Atic, Pde1b, Pde7b, Pde3b, Pde7a, Pde4b","Purine metabolism (16), Pyrimidine metabolism (9), cAMP signaling pathway (2), Glucagon signaling pathway (1), Regulation of lipolysis in adipocytes (1), Apelin signaling pathway (1), Progesterone-mediated oocyte maturation (1), Insulin signaling pathway (1), NOD-like receptor signaling pathway (1)"
"9096",76952,"Nt5c2","HighConf","Yes","Pyrimidine metabolism, Purine metabolism","Ampd2, Pde6b, Entpd6, Entpd5, Pde1c, Ampd3, Dck, Pnp2, Nampt, Pnp, Dctd, Upp1, Umps, Nudt12, Cmpk2, Gmpr, Pde3b, Pde7b, Pde7a, Pde4b, Pde1b, Atic","Purine metabolism (16), Pyrimidine metabolism (9), cAMP signaling pathway (2), Glucagon signaling pathway (1), Regulation of lipolysis in adipocytes (1), Apelin signaling pathway (1), Progesterone-mediated oocyte maturation (1), Insulin signaling pathway (1), NOD-like receptor signaling pathway (1)"
"9097",107569,"Nt5c3","HighConf","Yes","Pyrimidine metabolism, Purine metabolism","Entpd5, Pde1c, Ampd3, Dck, Pnp2, Nampt, Pnp, Dctd, Upp1, Umps, Nudt12, Cmpk2, Gmpr, Atic, Pde4b, Ampd2, Entpd6, Pde3b, Pde1b, Pde7b, Pde7a, Pde6b","Purine metabolism (16), Pyrimidine metabolism (9), cAMP signaling pathway (2), Glucagon signaling pathway (1), Regulation of lipolysis in adipocytes (1), Apelin signaling pathway (1), Progesterone-mediated oocyte maturation (1), Insulin signaling pathway (1), NOD-like receptor signaling pathway (1)"
"9103",103850,"Nt5m","MedConf","Yes","Pyrimidine metabolism, Purine metabolism","Ampd2, Pde6b, Entpd6, Entpd5, Pde1c, Ampd3, Dck, Pnp2, Nampt, Pnp, Dctd, Upp1, Umps, Nudt12, Cmpk2, Gmpr, Pde7a, Atic, Pde3b, Pde1b, Pde7b, Pde4b","Purine metabolism (16), Pyrimidine metabolism (9), cAMP signaling pathway (2), Glucagon signaling pathway (1), Regulation of lipolysis in adipocytes (1), Apelin signaling pathway (1), Progesterone-mediated oocyte maturation (1), Insulin signaling pathway (1), NOD-like receptor signaling pathway (1)"
"9112",66566,"Ntpcr","MedConf","Yes","Purine metabolism","Znrd1, Twistnb, Polr1b, Polr3g, Polr1e, Polr2h, Polr3c, Polr2d, Polr2e, Thtpa, Polr1a, Polr3e, Polr3k, Polr3h, Adcy7, Pnpt1, Polr3d, Polr2c, Rrm2","Purine metabolism (18), Pyrimidine metabolism (17), RNA polymerase (15), Cytosolic DNA-sensing pathway (8), Longevity regulating pathway (2), Regulation of lipolysis in adipocytes (1), Apelin signaling pathway (1), Cholinergic synapse (1), Oocyte meiosis (1), cAMP signaling pathway (1), Rap1 signaling pathway (1), Relaxin signaling pathway (1), Phospholipase D signaling pathway (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Endocrine resistance (1), Chemokine signaling pathway (1), p53 signaling pathway (1)"
"9128",67993,"Nudt12","MedConf","Yes",NA,"Bst1, Nt5c, Nampt, Nt5c3, Nt5c2, Nt5m","Purine metabolism (4), Pyrimidine metabolism (4), NOD-like receptor signaling pathway (1)"
"9141",71207,"Nudt4","HighConf","Yes",NA,"Ippk, Ip6k1, Itpk1","Phosphatidylinositol signaling system (3), Inositol phosphate metabolism (2)"
"9146",74167,"Nudt9","HighConf","Yes","Purine metabolism","Adprm, Pgm1","Purine metabolism (2)"
"9152",18223,"Numbl","HighConf","Yes","Notch signaling pathway","Notch2, Notch1","Th1 and Th2 cell differentiation (2), Notch signaling pathway (2), Endocrine resistance (2), Thyroid hormone signaling pathway (2)"
"9153",103468,"Nup107","HighConf","Yes",NA,"Incenp, Stag2, Cenpf, Ppp1cc, Nup93, Zw10, Slbp, Cenpe, Gemin7, Gemin4, Phax, Ska1, Sgol2a, Rcc2, Kif2a, Clasp2, Cenpo, Cdca5, Ska2, Kif18a, Nupl2, Kif2c, Plk1, Nup54, Dsn1, Tpr, Nsl1, Cdc20, Nup155, Cpsf2, Nup62, Seh1l, Pds5a, Sgol1, Ncbp2, Sec13, Mis12, Nup153, Snrpd1, Pafah1b1, Bub1b, Upf3b, Aurkb, Cenpc1, Ncbp1, Nxt1, Smc3, Nup98, Ranbp2","Oocyte meiosis (5), Cell cycle (5), mTOR signaling pathway (2), Ubiquitin mediated proteolysis (1), Progesterone-mediated oocyte maturation (1), FoxO signaling pathway (1), Dopaminergic synapse (1), Focal adhesion (1), cAMP signaling pathway (1), Insulin signaling pathway (1), Regulation of actin cytoskeleton (1), Insulin resistance (1), Oxytocin signaling pathway (1), Platelet activation (1), Cellular senescence (1)"
"9155",218210,"Nup153","MedConf","Yes",NA,"Ncbp1, Nup98, Nup54, Ncbp2, Ranbp2, Kpnb1, Nup62, Tpr, Nup155, Cpsf2, Seh1l, Nup107, Pnpt1, Nup93, Slbp, Gemin7, Gemin4, Phax, Nupl2, Upf3b, Snrpd1","Purine metabolism (1), Pyrimidine metabolism (1), mTOR signaling pathway (1)"
"9156",170762,"Nup155","HighConf","Yes",NA,"Cpsf2, Seh1l, Nup107, Nup93, Slbp, Gemin7, Gemin4, Phax, Nupl2, Nup153, Tpr, Nup98, Ranbp2, Nup54, Upf3b, Snrpd1, Ncbp2, Ncbp1, Nup62","mTOR signaling pathway (1)"
"9167",269113,"Nup54","MedConf","Yes",NA,"Ncbp2, Ranbp2, Kpnb1, Nup62, Tpr, Nup155, Cpsf2, Seh1l, Nup107, Nup93, Slbp, Gemin7, Gemin4, Phax, Nupl2, Upf3b, Nup98, Snrpd1, Ncbp1, Nup153","mTOR signaling pathway (1)"
"9168",18226,"Nup62","HighConf","Yes",NA,"Nxt1, Tpr, Nup155, Cpsf2, Seh1l, Sec13, Nup107, Nup93, Slbp, Gemin7, Gemin4, Phax, Nupl2, Ncbp1, Ranbp2, Snrpd1, Nup54, Upf3b, Ncbp2, Nup98, Nup153","mTOR signaling pathway (2)"
"9171",71805,"Nup93","HighConf","Yes",NA,"Slbp, Gemin7, Gemin4, Phax, Nupl2, Nup62, Nup54, Tpr, Nup98, Sec13, Nup107, Nxt1, Ranbp2, Nup155, Ncbp1, Cpsf2, Snrpd1, Seh1l, Ncbp2, Nup153, Upf3b","mTOR signaling pathway (2)"
"9172",269966,"Nup98","HighConf","Yes",NA,"Nup54, Ncbp2, Ranbp2, Smc3, Plk1, Kpnb1, Mis12, Bub1b, Nup62, Nxt1, Cdc20, Aurkb, Pds5a, Pafah1b1, Tpr, Nup155, Dsn1, Cenpc1, Nsl1, Cpsf2, Sgol1, Seh1l, Sec13, Nup107, Incenp, Stag2, Cenpf, Ppp1cc, Nup93, Zw10, Slbp, Cenpe, Gemin7, Gemin4, Phax, Ska1, Sgol2a, Rcc2, Kif2a, Clasp2, Cenpo, Cdca5, Ska2, Kif18a, Nupl2, Kif2c, Ncbp1, Snrpd1, Upf3b, Nup153","Oocyte meiosis (5), Cell cycle (5), mTOR signaling pathway (2), Dopaminergic synapse (1), Focal adhesion (1), cAMP signaling pathway (1), Insulin signaling pathway (1), Regulation of actin cytoskeleton (1), Insulin resistance (1), Oxytocin signaling pathway (1), Platelet activation (1), Cellular senescence (1), Ubiquitin mediated proteolysis (1), Progesterone-mediated oocyte maturation (1), FoxO signaling pathway (1)"
"9174",231042,"Nupl2","HighConf","Yes",NA,"Snrpd1, Gemin7, Ranbp2, Nup93, Nup54, Sec13, Cpsf2, Upf3b, Nup98, Nup153, Phax, Nxt1, Seh1l, Nup155, Ncbp2, Gemin4, Ncbp1, Nup107, Tpr, Slbp, Nup62","mTOR signaling pathway (2)"
"9193",56488,"Nxt1","HighConf","Yes",NA,"Tpr, Seh1l, Sec13, Nup107, Nup93, Nupl2, Nup98, Nup62, Ranbp2","mTOR signaling pathway (2)"
"9202",246730,"Oas1a","HighConf","Yes","NOD-like receptor signaling pathway","Oasl1, Irf1, Stat1, Pml, Trip12, Irf3, Irf5, Irf9, H2-T23, Cd44, Fcgr1, Oas1c, Mt2, Irf2, Gbp2, Sp100, Irf7, Icam1, Irf8, Ubxn7, B2m, Eprs, Oas3","NOD-like receptor signaling pathway (6), Toll-like receptor signaling pathway (4), Osteoclast differentiation (3), Cytosolic DNA-sensing pathway (2), RIG-I-like receptor signaling pathway (2), Natural killer cell mediated cytotoxicity (2), AGE-RAGE signaling pathway in diabetic complications (2), Endocytosis (2), Jak-STAT signaling pathway (2), Necroptosis (2), Ubiquitin mediated proteolysis (2), Prolactin signaling pathway (2), NF-kappa B signaling pathway (1), TNF signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Cellular senescence (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), Thyroid hormone signaling pathway (1), Chemokine signaling pathway (1)"
"9203",23961,"Oas1b","HighConf","Yes","NOD-like receptor signaling pathway",NA,NA
"9204",114643,"Oas1c","HighConf","Yes",NA,"Mt2, Irf2, Gbp2, Sp100, Oas3, Irf8, Oas1a, Oasl1, Fcgr1, Cd44, Irf7, Stat1, Irf3, Irf5, Irf9, B2m, Irf1, Pml, H2-T23, Icam1","NOD-like receptor signaling pathway (7), Toll-like receptor signaling pathway (4), Osteoclast differentiation (3), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Jak-STAT signaling pathway (2), Necroptosis (2), Cytosolic DNA-sensing pathway (2), RIG-I-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Prolactin signaling pathway (2), Fc gamma R-mediated phagocytosis (1), Cellular senescence (1), Ubiquitin mediated proteolysis (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), Thyroid hormone signaling pathway (1), Chemokine signaling pathway (1), NF-kappa B signaling pathway (1), TNF signaling pathway (1)"
"9208",246727,"Oas3","HighConf","Yes","NOD-like receptor signaling pathway","Oas1a, Oasl1, Irf1, Stat1, Pml, Trip12, Irf3, Irf5, Irf9, H2-T23, Cd44, Fcgr1, Oas1c, Mt2, Irf2, Gbp2, Sp100, Eprs, Irf8, Irf7, B2m, Ubxn7, Icam1","NOD-like receptor signaling pathway (6), Toll-like receptor signaling pathway (4), Osteoclast differentiation (3), Cytosolic DNA-sensing pathway (2), RIG-I-like receptor signaling pathway (2), Natural killer cell mediated cytotoxicity (2), AGE-RAGE signaling pathway in diabetic complications (2), Endocytosis (2), Jak-STAT signaling pathway (2), Necroptosis (2), Ubiquitin mediated proteolysis (2), Prolactin signaling pathway (2), NF-kappa B signaling pathway (1), TNF signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Cellular senescence (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), Thyroid hormone signaling pathway (1), Chemokine signaling pathway (1)"
