"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.Proteasome","Ntwrk.Proteasome","NtwrkCount.Toll-like receptor signaling pathway","Ntwrk.Toll-like receptor signaling pathway","NtwrkCount.Spliceosome","Ntwrk.Spliceosome","Total_Path_Hits.net.count"
"233",1958,"EGR1",386,"HighConf","Novel","AGE-RAGE signaling pathway in diabetic complications",7,"IRF6, GBP2, ISG15, OASL, IRF9, SP1, JUN",0,NA,1,"JUN",0,NA,1
"234",1959,"EGR2",766,"HighConf","Novel",NA,9,"MED26, RELA, MED7, MED10, MED8, MED19, MED21, MED14, CEBPD",0,NA,1,"RELA",0,NA,1
"235",79813,"EHMT1",387,"HighConf","Novel","Lysine degradation",6,"CXCL8, UBC, RELA, PLOD3, UBB, RPS27A",0,NA,2,"RELA, CXCL8",0,NA,2
"236",10919,"EHMT2",605,"HighConf","Novel","Lysine degradation",1,"UBC",0,NA,0,NA,0,NA,0
"237",10209,"EIF1",175,"HighConf","Novel","RNA transport",13,"EIF2S3, EIF4G1, EIF4A1, EIF4G2, EIF3I, EIF2S2, EIF3B, EIF3J, EIF3A, UBC, RPS27A, RPS2, EIF2S1",0,NA,0,NA,0,NA,0
"238",5610,"EIF2AK2",99,"MedConf","Novel",NA,13,"STAT1, EIF2S2, EIF2S3, CD14, TLR4, MYD88, TIRAP, NFKBIB, TOLLIP, LY96, MAP3K7, UBC, EIF2S1",0,NA,8,"TOLLIP, TLR4, TIRAP, STAT1, MYD88, MAP3K7, LY96, CD14",0,NA,8
"239",8891,"EIF2B3",644,"MedConf","Novel","RNA transport",4,"EIF2S2, EIF2S1, EIF2S3, UBC",0,NA,0,NA,0,NA,0
"240",1965,"EIF2S1",98,"HighConf","Novel","RNA transport, Apoptosis",31,"EIF2AK2, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, EIF4G2, DDX3X, EIF2B3, RPS2, RPL19, RPL23A, MAX, RPS27A, UBC, RPLP2, RPL4, RPL31, RPS8, RPL24, RPL32",0,NA,0,NA,0,NA,0
"241",8894,"EIF2S2",174,"HighConf","Novel","RNA transport",29,"EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, EIF4G2, EIF2B3, EIF3J, RPL27, RPS2, RPL23A, RPL32, RPL31, RPL24, RPL4, RPL3L, RPS27A, RPL19, EIF2S1, RPS8, EIF3I, EIF3B, EIF3A, RPL26L1, RPL37, UBC, RPLP2, EIF2AK2, RPL3",0,NA,0,NA,0,NA,0
"242",1968,"EIF2S3",176,"MedConf","Novel","RNA transport",29,"EIF4B, EIF4G1, EIF4A1, EIF4G2, EIF2B3, RPS27A, EIF2AK2, RPL24, EIF3B, RPL4, RPL32, RPLP2, EIF3A, EIF2S1, EIF2S2, RPS2, RPL3, RPL27, RPL23A, RPL19, EIF3I, RPL3L, EIF3J, RPS8, UBC, RPL26L1, RPL31, RPL37, EIF1",0,NA,0,NA,0,NA,0
"243",8661,"EIF3A",164,"HighConf","Novel","RNA transport",29,"EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, PTBP1, EIF4A1, EIF4G2, RPL31, RPS2, RPL26L1, RPL3L, RPL27, RPL24, UBC, RPL23A, EIF2S1, EIF3B, COPS5, RPS27A, RPL32, RPS8, RPL3, RPL37, RPL4, EIF3I, RPL19, RPLP2",0,NA,0,NA,0,NA,0
"244",8662,"EIF3B",109,"MedConf","Novel","RNA transport",28,"EIF3I, COPS5, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, DDX3X, RPL27, RPL3L, RPL19, RPL24, EIF2S1, RPL3, RPL37, RPS8, UBC, RPL31, RPS27A, RPL23A, RPL26L1, RPL4, RPL32, RPLP2, RPS2",0,NA,0,NA,0,NA,0
"245",8668,"EIF3I",110,"MedConf","Novel","RNA transport",27,"COPS5, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, RPL3L, RPS8, RPL27, RPL37, EIF2S1, RPS2, RPL3, UBC, RPL23A, RPL19, RPL4, RPLP2, RPS27A, RPL24, RPL31, EIF3B, RPL32, RPL26L1",0,NA,0,NA,0,NA,0
"246",8669,"EIF3J",165,"MedConf","Novel","RNA transport",27,"EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, RPL26L1, RPL31, RPL4, RPL27, EIF3A, RPL32, UBC, EIF3I, EIF3B, RPS27A, RPLP2, RPL37, RPL3, RPS2, COPS5, RPS8, EIF2S1, RPL19, RPL24, RPL3L, RPL23A",0,NA,0,NA,0,NA,0
"247",1973,"EIF4A1",376,"MedConf","Novel","RNA transport",34,"EIF4G2, PARN, CNOT11, EIF4E3, PSMC4, EIF2S2, PTBP1, RPLP2, EIF1, MAX, RPL4, RPL32, RPS8, EIF3I, UBC, RPL3, EIF2S3, RPL3L, EIF4B, RPS27A, RPL26L1, RPL27, RPL31, RPL24, RPL37, ISG15, EIF3A, EIF4G1, RPS2, EIF2S1, EIF3B, EIF3J, RPL19, RPL23A",1,"PSMC4",0,NA,0,NA,1
"248",1975,"EIF4B",206,"MedConf","Novel","RNA transport, PI3K-Akt signaling pathway",28,"EIF4G1, EIF4A1, EIF4G2, PARN, CNOT11, RPS8, RPL24, RPL4, RPLP2, EIF2S1, EIF2S3, RPL32, RPS27A, EIF3B, RPL19, EIF2S2, RPL31, UBC, RPL26L1, RPL3, EIF3I, RPL3L, RPS2, RPL37, EIF3A, RPL23A, EIF3J, RPL27",0,NA,0,NA,0,NA,0
"249",317649,"EIF4E3",784,"MedConf","Novel",NA,4,"EIF4G1, EIF4G2, EIF4A1, ISG15",0,NA,0,NA,0,NA,0
"250",1981,"EIF4G1",223,"HighConf","Novel","RNA transport",58,"PTBP1, POLDIP3, EIF4A1, EIF4G2, PSMF1, DDX3X, PARN, CNOT11, EIF4E3, PSMB5, PSMB1, RPS27A, RPL32, PSMC1, PSMD12, ISG15, PSMC5, RPL24, EIF3I, EIF1, EIF2S1, RPL26L1, RPS8, PSMD2, PSMA6, UBC, PSMD7, EIF3A, EIF2S3, EIF3B, UBB, PSMB4, PSMD1, PSMA5, RPL23A, PSMA7, PSMC4, EIF2S2, PSMA4, RPLP2, PSMB2, RPL3L, PSMD3, RPL37, PSMD11, RPL3, RPL31, PSMA1, EIF4B, PSMC2, RPL4, RPL27, PSMA3, MAX, RPL19, RPS2, EIF3J, PSMD6",22,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,NA,0,NA,22
"251",1982,"EIF4G2",377,"HighConf","Novel","RNA transport",12,"EIF4E3, EIF2S2, PTBP1, ISG15, EIF4A1, EIF2S3, EIF4G1, EIF1, EIF3A, EIF2S1, UBC, EIF4B",0,NA,0,NA,0,NA,0
"252",2000,"ELF4",667,"HighConf","Novel",NA,2,"UBC, RUNX1",0,NA,0,NA,0,NA,0
"253",2005,"ELK4",849,"HighConf","Novel","MAPK signaling pathway",2,"MAPK13, TBPL2",0,NA,1,"MAPK13",0,NA,1
"254",91748,"ELMSAN1",747,"HighConf","Novel",NA,1,"HDAC2",0,NA,0,NA,0,NA,0
"255",2021,"ENDOG",666,"MedConf","Novel","Apoptosis",1,"UBC",0,NA,0,NA,0,NA,0
"256",133121,"ENPP6",872,"MedConf","Novel","Ether lipid metabolism",5,"PLA2G6, JMJD7-PLA2G4B, PLA2G4A, LPCAT4, PLA2G4D",0,NA,0,NA,0,NA,0
"257",9583,"ENTPD4",866,"HighConf","Novel",NA,8,"NT5C, PDE6A, PDE1B, AMPD1, PDE5A, ITPA, PDE6H, HPRT1",0,NA,0,NA,0,NA,0
"258",2034,"EPAS1",281,"HighConf","Novel",NA,9,"ARNT, KLF4, SLC2A1, RPS27A, UBC, SMAD4, EPO, UBB, SP1",0,NA,0,NA,0,NA,0
"259",285220,"EPHA6",859,"MedConf","Novel",NA,1,"EFNA2",0,NA,0,NA,0,NA,0
"260",29924,"EPN1",407,"MedConf","Novel",NA,11,"DNM1, CLTA, CSF1R, RET, EGFR, FGFR3, CLTC, RPS27A, UBC, PDGFRA, UBB",0,NA,0,NA,0,NA,0
"261",2056,"EPO",254,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, Jak-STAT signaling pathway",11,"EPAS1, CREB1, ARNT, CNTFR, IL21R, IL3RA, IL12RB2, COPS5, JUN, STAT1, RAP1A",0,NA,2,"STAT1, JUN",0,NA,2
"262",2059,"EPS8",7,"MedConf","Novel",NA,4,"EGFR, CDC42, RAB5A, ABI1",0,NA,0,NA,0,NA,0
"263",23085,"ERC1",500,"HighConf","Novel","NF-kappa B signaling pathway",6,"PYDC1, IKBKB, UBC, MAP3K7, MAP3K3, RELA",0,NA,3,"RELA, MAP3K7, IKBKB",0,NA,3
"264",2101,"ESRRA",115,"MedConf","Novel",NA,7,"CREB1, NR4A1, NR1D1, RORA, ALAS1, RARG, NR0B2",0,NA,0,NA,0,NA,0
"265",23265,"EXOC7",237,"MedConf","Novel",NA,3,"RAB14, UBC, CDC42",0,NA,0,NA,0,NA,0
"266",5394,"EXOSC10",169,"MedConf","Novel",NA,6,"EXOSC5, EXOSC4, PAPOLA, SUV39H2, SUV39H1, UBC",0,NA,0,NA,0,NA,0
"267",54512,"EXOSC4",236,"MedConf","Novel",NA,4,"CXCL8, PARN, EXOSC10, EXOSC5",0,NA,1,"CXCL8",0,NA,1
"268",56915,"EXOSC5",195,"MedConf","Novel",NA,5,"EXOSC4, CXCL8, PARN, EXOSC10, UBC",0,NA,1,"CXCL8",0,NA,1
"269",2132,"EXT2",497,"HighConf","Novel",NA,4,"GPC2, SLC35D2, UBC, AGRN",0,NA,0,NA,0,NA,0
"270",2145,"EZH1",388,"MedConf","Novel","Lysine degradation",4,"PHC2, SCML2, SUZ12, HDAC2",0,NA,0,NA,0,NA,0
"271",151313,"FAHD2B",738,"MedConf","Novel",NA,1,"PCNA",0,NA,0,NA,0,NA,0
"272",2178,"FANCE",660,"MedConf","Novel",NA,5,"UBC, UBB, ATR, FANCG, RPS27A",0,NA,0,NA,0,NA,0
"273",2189,"FANCG",300,"HighConf","Novel",NA,6,"FANCE, RPS27A, UBC, UBB, BRCA2, ATR",0,NA,0,NA,0,NA,0
"274",2203,"FBP1",491,"MedConf","Novel",NA,4,"TKTL2, ALDOA, UBC, PARK2",0,NA,0,NA,0,NA,0
"275",55294,"FBXW7",122,"HighConf","Novel",NA,6,"CCNE1, NOTCH4, CDC34, UBB, JUN, UBC",0,NA,1,"JUN",0,NA,1
"276",2243,"FGA",232,"MedConf","Novel","Platelet activation",10,"ITGAM, ITGA5, TTR, PRL, SEMG1, ODAM, MFGE8, ITGAV, ITGB1, MIS12",0,NA,0,NA,0,NA,0
"277",2255,"FGF10",725,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"FLT4, PDGFRA, FGF9, EGFR, PDGFRB, NGFR, CSF1R, FGFR3",0,NA,0,NA,0,NA,0
"278",2257,"FGF12",723,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"PDGFRA, CSF1R, FLT4, PDGFRB, EGFR, FGFR3, NGFR",0,NA,0,NA,0,NA,0
"279",2253,"FGF8",724,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"PDGFRA, CSF1R, EGFR, FGFR3, FLT4, PDGFRB, NGFR",0,NA,0,NA,0,NA,0
"280",2254,"FGF9",437,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"FGF10, CSF1R, EGFR, FLT4, PDGFRB, NGFR, PDGFRA, FGFR3",0,NA,0,NA,0,NA,0
"281",2261,"FGFR3",77,"HighConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",9,"SH3GLB1, SHC2, EPN1, EFNA2, FGF9, SH3GLB2, FGF12, FGF8, FGF10",0,NA,0,NA,0,NA,0
"282",2274,"FHL2",676,"HighConf","Novel","Osteoclast differentiation",3,"NCOA6, UBC, TAF1",0,NA,0,NA,0,NA,0
"283",2324,"FLT4",391,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway",13,"EFNA2, FGF9, ITGA5, COL1A2, ITGA1, FGF12, FGF8, FGF10, NRP2, PIK3R3, ITGB1, PXN, SHC2",0,NA,1,"PIK3R3",0,NA,1
"284",8928,"FOXH1",722,"MedConf","Novel",NA,2,"SMAD1, SMAD4",0,NA,0,NA,0,NA,0
"285",2359,"FPR3",537,"MedConf","Novel","Neuroactive ligand-receptor interaction",26,"NMS, BDKRB1, PTGDR2, HTR1A, DRD2, NPBWR2, CCR8, RGS20, CXCL8, NMUR2, S1PR2, NPY, CXCL13, CHRM2, GNAI3, MTNR1B, C5, HCAR2, CXCR5, CXCR3, OPRM1, PNOC, SSTR4, AGT, CXCR4, CXCL11",0,NA,2,"CXCL8, CXCL11",0,NA,2
"286",53822,"FXYD7",874,"HighConf","Novel",NA,3,"ATP1B2, ATP1B3, ATP1A3",0,NA,0,NA,0,NA,0
"287",84248,"FYTTD1",801,"MedConf","Novel",NA,1,"NXF1",0,NA,0,NA,0,NA,0
"288",9908,"G3BP2",224,"MedConf","Novel",NA,3,"GNL2, UBC, RPL3L",0,NA,0,NA,0,NA,0
"289",2538,"G6PC",819,"MedConf","Novel","PI3K-Akt signaling pathway",5,"ALDOA, TKTL2, CREB1, CEBPD, DERA",0,NA,0,NA,0,NA,0
"290",9846,"GAB2",153,"MedConf","Novel","Osteoclast differentiation, Ras signaling pathway, Fc gamma R-mediated phagocytosis, Fc epsilon RI signaling pathway, Sphingolipid signaling pathway, Phospholipase D signaling pathway",11,"A2M, RAP1A, CD28, PDPK1, PIK3R3, IL3RA, IL3, CSF2, CCND3, SYK, EGFR",0,NA,1,"PIK3R3",0,NA,1
"291",11345,"GABARAPL2",426,"MedConf","Novel","NOD-like receptor signaling pathway, Mitophagy - animal",7,"GABRB2, GABRA5, GABRA6, GABRA2, GABRB3, GABRE, UBC",0,NA,0,NA,0,NA,0
"292",2555,"GABRA2",546,"MedConf","Novel","Neuroactive ligand-receptor interaction",6,"GABRB3, DNM1, GABRA5, GABARAPL2, GABRA6, GABRB2",0,NA,0,NA,0,NA,0
"293",2558,"GABRA5",544,"MedConf","Novel","Neuroactive ligand-receptor interaction",6,"GABRA6, GABRA2, GABRB3, GABARAPL2, DNM1, GABRB2",0,NA,0,NA,0,NA,0
"294",2559,"GABRA6",545,"MedConf","Novel","Neuroactive ligand-receptor interaction",6,"GABRA2, GABRB3, GABRB2, GABRA5, DNM1, GABARAPL2",0,NA,0,NA,0,NA,0
"295",2561,"GABRB2",477,"HighConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",5,"GABRA5, GABRA6, GABRA2, GABRB3, GABARAPL2",0,NA,0,NA,0,NA,0
"296",2562,"GABRB3",861,"MedConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",5,"GABRB2, GABRA6, GABRA2, GABARAPL2, GABRA5",0,NA,0,NA,0,NA,0
"297",2564,"GABRE",862,"MedConf","Novel","Neuroactive ligand-receptor interaction",1,"GABARAPL2",0,NA,0,NA,0,NA,0
"298",2597,"GAPDH",132,"MedConf","Novel",NA,6,"ALDOA, DERA, TKTL2, MAX, EGFR, UBC",0,NA,0,NA,0,NA,0
"299",2625,"GATA3",439,"MedConf","Novel","Th17 cell differentiation, Th1 and Th2 cell differentiation",6,"ZFPM2, ZFPM1, STAT1, UBC, SMAD4, RBPJ",0,NA,1,"STAT1",0,NA,1
"300",2634,"GBP2",598,"HighConf","Novel","NOD-like receptor signaling pathway",8,"NCAM1, IRF9, ISG15, MT2A, OASL, EGR1, ICAM1, IRF6",0,NA,0,NA,0,NA,0
"301",2646,"GCKR",270,"MedConf","Novel",NA,5,"NUP43, RANBP2, NUP155, NUP188, RAE1",0,NA,0,NA,0,NA,0
"302",2689,"GH2",848,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Neuroactive ligand-receptor interaction, Jak-STAT signaling pathway",4,"IL3RA, IL21R, CNTFR, IL12RB2",0,NA,0,NA,0,NA,0
"303",2691,"GHRH",472,"HighConf","Novel",NA,11,"GPBAR1, HTR6, PTGER2, DRD5, CALCR, HRH2, MC2R, SCT, PTGIR, ADRB2, VIPR1",0,NA,0,NA,0,NA,0
"304",28964,"GIT1",292,"MedConf","Novel","Regulation of actin cytoskeleton",4,"ADRBK1, ARHGEF6, CDC42, PXN",0,NA,0,NA,0,NA,0
"305",51053,"GMNN",668,"MedConf","Novel",NA,26,"PSMD7, PSMA5, PSMD12, RPS27A, PSMF1, PSMC5, PSMA4, PSMB5, UBB, PSMA1, PSMD3, PSMB2, PSMA6, PSMD2, PSMD1, MCM8, PSMD6, PSMC2, PSMA7, PSMC1, PSMD11, PSMB1, PSMA3, PSMB4, PSMC4, UBC",22,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,NA,0,NA,22
"306",2767,"GNA11",494,"MedConf","Novel","Insulin secretion, Long-term depression, GnRH signaling pathway",30,"KALRN, AVPR1A, S1PR2, CHRM2, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, PLA2G6, PLA2G4D, JMJD7-PLA2G4B, GNRH2, GNAO1, GNA15, NMUR2, UBC, ADRBK1, AGT, PLA2G4A, GNAI3, TACR1, TACR3, TRPC6, EDN1",0,NA,0,NA,0,NA,0
"307",2769,"GNA15",429,"MedConf","Novel","Relaxin signaling pathway",30,"CXCL8, TRPC6, EDN1, TACR1, TACR3, PLA2G4A, GNA11, GNAT2, KALRN, AVPR1A, S1PR2, CHRM2, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, GNAI3, MAP2K6, GNAO1, AGT, ADRBK1, GNG3, NMUR2",0,NA,2,"MAP2K6, CXCL8",0,NA,2
"308",2773,"GNAI3",309,"MedConf","Novel","Rap1 signaling pathway, Leukocyte transendothelial migration, Chemokine signaling pathway, cAMP signaling pathway, Relaxin signaling pathway, Renin secretion, Serotonergic synapse, Long-term depression, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, Dopaminergic synapse, Platelet activation",49,"GNAO1, CXCR4, PIK3R3, RGS9, ADRB2, C5, MAPK13, NMUR2, PRKX, AGT, CACNA1C, GNA15, CXCR5, CXCL13, CXCL8, MTNR1B, GNG10, CXCR3, EDN1, NPY, DRD2, PNOC, PLA2G4A, GNA11, GNAT2, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, PLA2G4D, JMJD7-PLA2G4B, PDE1B, PF4, CX3CR1, CDC42, OPRM1, UBC, EGFR, PXN, GNG3, CCR8",0,NA,4,"PIK3R3, MAPK13, CXCL8, CXCL11",0,NA,4
"309",2775,"GNAO1",319,"MedConf","Novel","Rap1 signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Long-term depression, Dopaminergic synapse",24,"CXCR4, PIK3R3, MAPK13, PRKX, CACNA1C, GNA15, CXCR3, EDN1, DRD2, PLA2G4A, GNA11, GNAT2, HTR1A, S1PR2, CHRM2, PLA2G4D, JMJD7-PLA2G4B, PDE6A, PF4, CDC42, PXN, GNAI3, UBC, OPRM1",0,NA,2,"PIK3R3, MAPK13",0,NA,2
"310",2780,"GNAT2",495,"HighConf","Novel",NA,9,"PDE6H, PDE6A, GNG3, GNAI3, OPRM1, RGS9, GNA15, GNAO1, UBC",0,NA,0,NA,0,NA,0
"311",10399,"GNB2L1",92,"MedConf","Novel",NA,17,"RPL32, RPL19, STAT1, TNFRSF1A, DYNLL1, SMPD2, IK, RSRC1, ITGB1, RPS2, RPS8, UBB, RPL23A, RPL4, UBC, PRKD1, RPS27A",0,NA,1,"STAT1",0,NA,1
"312",2790,"GNG10",454,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Dopaminergic synapse",11,"DRD2, HTR1A, CHRM2, PRKX, CACNA1C, GNAI3, MTNR1B, OPRM1, MAPK13, PIK3R3, GNG3",0,NA,2,"PIK3R3, MAPK13",0,NA,2
"313",2785,"GNG3",308,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Dopaminergic synapse",13,"GNAI3, PIK3R3, MAPK13, PRKX, CACNA1C, GNA15, MTNR1B, GNG10, DRD2, GNAT2, HTR1A, CHRM2, OPRM1",0,NA,2,"PIK3R3, MAPK13",0,NA,2
"314",29889,"GNL2",650,"MedConf","Novel",NA,5,"PA2G4, G3BP2, RPL3L, RPL3, UBC",0,NA,0,NA,0,NA,0
"315",2797,"GNRH2",851,"MedConf","Novel","GnRH signaling pathway",20,"LTB4R, EDN1, ADRBK1, KISS1, TACR1, NMUR2, KALRN, XCL2, AGT, TACR3, GNA11, GNA15, TRH, NMS, MLNR, BDKRB1, PROK1, AVPR1A, UTS2B, GPR4",0,NA,0,NA,0,NA,0
"316",9570,"GOSR2",260,"MedConf","Novel",NA,1,"CLTA",0,NA,0,NA,0,NA,0
"317",2811,"GP1BA",347,"MedConf","Novel","Hematopoietic cell lineage, ECM-receptor interaction, Platelet activation",2,"PIK3R3, ITGAM",0,NA,1,"PIK3R3",0,NA,1
"318",151306,"GPBAR1",540,"HighConf","Novel",NA,11,"HTR6, PTGER2, DRD5, GHRH, PTGIR, HRH2, CALCR, VIPR1, MC2R, SCT, ADRB2",0,NA,0,NA,0,NA,0
"319",221914,"GPC2",524,"MedConf","Novel",NA,7,"CSPG5, HPSE2, SLC35D2, APOB, AGRN, EXT2, LRP1",0,NA,0,NA,0,NA,0
"320",2828,"GPR4",556,"MedConf","Novel",NA,20,"XCL2, GNRH2, KALRN, NMUR2, ADRBK1, LTB4R, PROK1, UTS2B, NMS, MLNR, AVPR1A, AGT, TACR3, KISS1, TRH, BDKRB1, GNA15, TACR1, GNA11, EDN1",0,NA,0,NA,0,NA,0
"321",2876,"GPX1",527,"MedConf","Novel","Thyroid hormone synthesis",6,"GSTA1, GSTA3, ALOX15, GSTP1, MGST1, GSTO1",0,NA,0,NA,0,NA,0
"322",2878,"GPX3",529,"MedConf","Novel","Thyroid hormone synthesis",6,"GSTA3, ALOX15, GSTO1, MGST1, GSTP1, GSTA1",0,NA,0,NA,0,NA,0
"323",2879,"GPX4",484,"HighConf","Novel",NA,5,"GSTO1, GSTA1, GSTA3, GSTP1, MGST1",0,NA,0,NA,0,NA,0
"324",65983,"GRAMD3",541,"MedConf","Novel",NA,4,"REEP2, BIRC5, GTSE1, CYP2A6",0,NA,0,NA,0,NA,0
"325",2906,"GRIN2D",696,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",2,"UBC, PRKX",0,NA,0,NA,0,NA,0
"326",116443,"GRIN3A",513,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",2,"GRIN3B, PRKX",0,NA,0,NA,0,NA,0
"327",116444,"GRIN3B",854,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",2,"PRKX, GRIN3A",0,NA,0,NA,0,NA,0
"328",2868,"GRK4",713,"MedConf","Novel","Chemokine signaling pathway",7,"OPRM1, CCR8, ADRB2, CXCR3, CXCR4, CXCR5, CX3CR1",0,NA,0,NA,0,NA,0
"329",79792,"GSDMD",687,"MedConf","Novel","NOD-like receptor signaling pathway",1,"UBC",0,NA,0,NA,0,NA,0
"330",2931,"GSK3A",378,"MedConf","Novel","Chemokine signaling pathway, Dopaminergic synapse",6,"CSNK1G1, PPP2R5A, GSKIP, PDPK1, WNT3A, UBC",0,NA,0,NA,0,NA,0
"331",51527,"GSKIP",259,"HighConf","Novel",NA,1,"GSK3A",0,NA,0,NA,0,NA,0
"332",2938,"GSTA1",528,"MedConf","Novel","Platinum drug resistance",10,"GPX3, ADH4, GSTA3, GPX4, CYP2A6, CYP3A5, GSTO1, GPX1, GSTP1, MGST1",0,NA,0,NA,0,NA,0
"333",2940,"GSTA3",833,"MedConf","Novel","Platinum drug resistance",10,"GSTO1, GPX4, ADH4, CYP2A6, GSTP1, MGST1, CYP3A5, GSTA1, GPX1, GPX3",0,NA,0,NA,0,NA,0
"334",9446,"GSTO1",501,"MedConf","Novel","Platinum drug resistance",11,"CYP2A6, CYP3A5, GPX1, GSTA1, GPX3, ADH4, GSTA3, GSTP1, MGST1, UBC, GPX4",0,NA,0,NA,0,NA,0
"335",2950,"GSTP1",342,"MedConf","Novel","Platinum drug resistance",11,"MGST1, GPX4, GSTO1, CYP2A6, CYP3A5, GPX1, GSTA1, GPX3, ADH4, GSTA3, UBC",0,NA,0,NA,0,NA,0
"336",51512,"GTSE1",207,"MedConf","Novel",NA,4,"BIRC5, CYP2A6, GRAMD3, REEP2",0,NA,0,NA,0,NA,0
"337",2983,"GUCY1B3",443,"MedConf","Novel","Renin secretion, Long-term depression, Platelet activation",8,"ITPA, PDE5A, PDE1B, PDE6H, PDE6A, TWISTNB, POLR2F, POLR2J",0,NA,0,NA,0,NA,0
"338",3000,"GUCY2D",549,"MedConf","Novel",NA,10,"PDE1B, PDE6H, PDE6A, ITPA, PRKX, POLR2F, TWISTNB, PDE5A, POLR2J, CNGA1",0,NA,0,NA,0,NA,0
"339",2998,"GYS2",690,"HighConf","Novel","PI3K-Akt signaling pathway",4,"UBB, RPS27A, UBC, UGDH",0,NA,0,NA,0,NA,0
"340",55506,"H2AFY2",699,"MedConf","Novel",NA,5,"HIST1H2BJ, HDAC4, UBC, HDAC2, HIST1H2BK",0,NA,0,NA,0,NA,0
"341",3030,"HADHA",382,"MedConf","Novel","Lysine degradation",5,"PLA2G6, ACADSB, IVD, UBC, CSNK2A2",0,NA,0,NA,0,NA,0
"342",338442,"HCAR2",533,"MedConf","Novel","cAMP signaling pathway",26,"CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, C5, GNAI3, NMUR2, SSTR4, NPY, OPRM1, MTNR1B, S1PR2, CXCR5, DRD2, AGT, CXCL8, HTR1A, CXCR3, CXCL13, CXCL11, CCR8, CXCR4, PNOC, PTGDR2",0,NA,2,"CXCL8, CXCL11",0,NA,2
"343",3054,"HCFC1",131,"MedConf","Novel",NA,11,"OGT, TAF1, TAF4, POU2F1, PHF20, CREB3, SP1, SIN3A, MAX, UBC, WDR5",0,NA,0,NA,0,NA,0
"344",3059,"HCLS1",188,"MedConf","Novel",NA,2,"DNM1, SYK",0,NA,0,NA,0,NA,0
