"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.Toll-like receptor signaling pathway","Ntwrk.Toll-like receptor signaling pathway","NtwrkCount.NA","Ntwrk.NA","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"257",4670,"HNRNPM",219,"MedConf","Novel","Spliceosome",19,"PAPOLA, PCF11, HNRNPH1, PHF5A, SRSF2, HNRNPA2B1, POLR2J, SNRPD3, SF3B2, SRSF1, EFTUD2, PTBP1, YBX1, SRSF3, SF3B1, SF3B6, POLR2F, CCAR1, SRRM1",0,NA,0,"",0,"",0
"258",3251,"HPRT1",340,"MedConf","Novel",NA,8,"ITPA, PDE5A, PDE1B, NT5M, AMPD1, PDE6H, PDE6A, ENTPD4",0,NA,0,"",0,"",0
"259",3274,"HRH2",187,"MedConf","Novel",NA,9,"PTGIR, ADRB2, VIPR1, GHRH, GPBAR1, HTR6, PTGER2, DRD5, SCT",0,NA,0,"",0,"",0
"260",7184,"HSP90B1",239,"HighConf","Novel","PI3K-Akt signaling pathway, Thyroid hormone synthesis, Protein processing in endoplasmic reticulum, Estrogen signaling pathway",6,"APOB, MSR1, PDLIM7, CALR, HSPA5, P4HB",0,NA,0,"",0,"",0
"261",3309,"HSPA5",68,"HighConf","Novel","Thyroid hormone synthesis, Protein processing in endoplasmic reticulum",5,"NFYB, HSP90B1, APOB, NFYC, EGFR",0,NA,0,"",0,"",0
"262",10808,"HSPH1",432,"HighConf","Novel","Protein processing in endoplasmic reticulum",3,"DNAJB6, CALR, UBB",0,NA,0,"",0,"",0
"263",3350,"HTR1A",367,"MedConf","Novel","Serotonergic synapse, cAMP signaling pathway",22,"SSTR4, PTGDR2, HCAR2, RGS20, FPR3, NMS, BDKRB1, CXCL11, CCR8, DRD3, CXCR3, GNG10, CXCR4, GNG3, DRD2, NMUR2, OPRM1, GNAI3, C5, MTNR1B, CXCL13, GNAO1",1,"CXCL11",0,"",0,"",1
"264",3362,"HTR6",388,"HighConf","Novel","Serotonergic synapse, cAMP signaling pathway",9,"PTGER2, DRD5, HRH2, PTGIR, GPBAR1, ADRB2, VIPR1, GHRH, SCT",0,NA,0,"",0,"",0
"265",3383,"ICAM1",332,"HighConf","Novel","NF-kappa B signaling pathway, Leukocyte transendothelial migration, TNF signaling pathway, AGE-RAGE signaling pathway in diabetic complications",8,"IRF6, GBP2, NCAM1, MT2A, IRF9, RELA, ITGAM, OASL",1,"RELA",0,"",0,"",1
"266",3420,"IDH3B",263,"MedConf","Novel","Citrate cycle (TCA cycle)",4,"GOT2, ACO2, IL4I1, DLD",0,NA,0,"",0,"",0
"267",3447,"IFNA13",604,"MedConf","Toll-like receptor signaling pathway","PI3K-Akt signaling pathway, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway, Cytokine-cytokine receptor interaction, RIG-I-like receptor signaling pathway",2,"IL3RA, IL21R",0,NA,0,"",0,"",0
"268",3449,"IFNA16",587,"MedConf","Toll-like receptor signaling pathway","PI3K-Akt signaling pathway, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway, Cytokine-cytokine receptor interaction, RIG-I-like receptor signaling pathway",3,"IL3RA, IL21R, IRF9",0,NA,0,"",0,"",0
"269",3490,"IGFBP7",521,"MedConf","Novel",NA,1,"JUN",1,"JUN",0,"",0,"",1
"270",150084,"IGSF5",498,"MedConf","Novel",NA,3,"MPDZ, PPP2CB, PARD3",0,NA,0,"",0,"",0
"271",3550,"IK",451,"HighConf","Novel",NA,6,"THOC1, NDUFA1, NCSTN, MFAP1, EFTUD2, GNB2L1",0,NA,0,"",0,"",0
"272",3551,"IKBKB",59,"MedConf","Toll-like receptor signaling pathway","PI3K-Akt signaling pathway, NF-kappa B signaling pathway, Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, Chemokine signaling pathway, NOD-like receptor signaling pathway, Ras signaling pathway, Osteoclast differentiation, Apoptosis, RIG-I-like receptor signaling pathway, Th17 cell differentiation",24,"RELA, MAP3K3, NCOA3, COPS5, CLTC, PDPK1, TLR4, TNFRSF1A, MYD88, TICAM1, TIRAP, CNTN2, TLR2, ERC1, CARD11, BCL3, MAP3K8, NFKBIE, LY96, PYDC1, MAP3K7, NGFR, UBB, RIPK1",10,"TLR4, TLR2, TIRAP, TICAM1, RIPK1, RELA, MYD88, MAP3K8, MAP3K7, LY96",0,"",0,"",10
"273",3592,"IL12A",190,"HighConf","Toll-like receptor signaling pathway","Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, RIG-I-like receptor signaling pathway",6,"IL21R, IL3RA, EBI3, JUN, STAT1, RELA",3,"STAT1, RELA, JUN",0,"",0,"",3
"274",3605,"IL17A",506,"MedConf","Novel","Cytokine-cytokine receptor interaction, Th17 cell differentiation",2,"STAT1, RELA",2,"STAT1, RELA",0,"",0,"",2
"275",29949,"IL19",605,"MedConf","Novel","Cytokine-cytokine receptor interaction",2,"IL3RA, IL21R",0,NA,0,"",0,"",0
"276",3557,"IL1RN",581,"MedConf","Novel",NA,2,"TOLLIP, MYD88",2,"TOLLIP, MYD88",0,"",0,"",2
"277",50615,"IL21R",294,"MedConf","Novel","Cytokine-cytokine receptor interaction, Th17 cell differentiation",9,"IL22, IL3, IFNA16, IFNA13, IL19, GH2, SOCS2, EPO, IL12A",3,"IL12A, IFNA16, IFNA13",0,"",0,"",3
"278",50616,"IL22",305,"MedConf","Novel","Cytokine-cytokine receptor interaction, Th17 cell differentiation",3,"IL3RA, STAT1, IL21R",1,"STAT1",0,"",0,"",1
"279",3562,"IL3",522,"HighConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Apoptosis",5,"GAB2, IL3RA, IL21R, JUN, POU2F1",1,"JUN",0,"",0,"",1
"280",3563,"IL3RA",328,"HighConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Apoptosis",10,"IL3, IFNA16, IFNA13, IL19, GH2, EPO, SOCS2, IL12A, GAB2, IL22",3,"IL12A, IFNA16, IFNA13",0,"",0,"",3
"281",259307,"IL4I1",596,"HighConf","Novel",NA,4,"IDH3B, PC, MAT2A, GOT2",0,NA,0,"",0,"",0
"282",3664,"IRF6",422,"MedConf","Novel",NA,10,"GBP2, NCAM1, RELA, OASL, SMARCE1, ICAM1, JUN, IRF9, EGR1, MT2A",2,"RELA, JUN",0,"",0,"",2
"283",10379,"IRF9",254,"HighConf","Novel","NOD-like receptor signaling pathway, Osteoclast differentiation",9,"OASL, EGR1, MT2A, ICAM1, IRF6, GBP2, NCAM1, IFNA16, STAT1",2,"STAT1, IFNA16",0,"",0,"",2
"284",3678,"ITGA5",324,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Phagosome, Focal adhesion",10,"COL1A2, COL4A2, TNN, ITGB1, FGA, TNC, ITGAM, PXN, FLT4, ITGAV",0,NA,0,"",0,"",0
"285",3684,"ITGAM",257,"MedConf","Novel","Rap1 signaling pathway, Leukocyte transendothelial migration, Regulation of actin cytoskeleton, Phagosome",11,"PIK3R3, ITGA5, ICAM1, CTGF, LRP1, ITGAV, ITGB1, APOB, CD14, RAP1A, FGA",2,"PIK3R3, CD14",0,"",0,"",2
"286",3685,"ITGAV",158,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Phagosome, Thyroid hormone signaling pathway, Focal adhesion",14,"LRP1, FGA, PDGFRB, PTK2B, TNC, ITGAM, CSF1R, ITGA5, COL1A2, COL4A2, TNN, PIK3C2A, PXN, ITGB1",0,NA,0,"",0,"",0
"287",3688,"ITGB1",11,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, Leukocyte transendothelial migration, Regulation of actin cytoskeleton, Phagosome, Focal adhesion, Platelet activation",30,"EGFR, MAX, GNB2L1, PXN, CD14, ITGAV, CDC42, RAP1A, FGA, BIRC5, PTK2B, TNC, ITGAM, CAPN2, PIK3R3, FLT4, PRKX, ARHGEF6, ITGA5, COL1A2, PRKAR2B, AGRN, COL4A2, ABI1, CAST, ITGB1BP1, ADAM12, TNN, CAV3, COL23A1",2,"PIK3R3, CD14",0,"",0,"",2
"288",9270,"ITGB1BP1",453,"HighConf","Novel",NA,1,"ITGB1",0,NA,0,"",0,"",0
"289",3704,"ITPA",343,"HighConf","Novel",NA,12,"PDE5A, PDE1B, NT5M, AMPD1, PDE6H, PDE6A, ENTPD4, POLR2F, GUCY1B3, POLR2J, HPRT1, TWISTNB",0,NA,0,"",0,"",0
"290",50618,"ITSN2",552,"HighConf","Novel",NA,1,"CDC42",0,NA,0,"",0,"",0
"291",3712,"IVD",519,"HighConf","Novel",NA,2,"DLD, DBT",0,NA,0,"",0,"",0
"292",182,"JAG1",267,"MedConf","Novel","TNF signaling pathway, Notch signaling pathway, Apelin signaling pathway",4,"DNM1, NCSTN, MFNG, UBB",0,NA,0,"",0,"",0
"293",8681,"JMJD7-PLA2G4B",403,"MedConf","Novel","MAPK signaling pathway, Ras signaling pathway, Serotonergic synapse, Long-term depression, GnRH signaling pathway, Ether lipid metabolism, VEGF signaling pathway, Platelet activation, Phospholipase D signaling pathway",8,"CEPT1, LPCAT4, ALOX15, ENPP6, GNAI3, PAFAH1B3, PNPLA7, GNAO1",0,NA,0,"",0,"",0
"294",3725,"JUN",98,"HighConf","Toll-like receptor signaling pathway","Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, cAMP signaling pathway, Relaxin signaling pathway, Mitophagy - animal, Osteoclast differentiation, GnRH signaling pathway, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Apoptosis, Th17 cell differentiation, Estrogen signaling pathway",27,"FBXW7, COPS5, UBE2I, COPS2, TAF1, TAF12, SMAD4, IL12A, EPO, MED21, CREB1, ARNT, SPI1, RUNX1, EGR1, MAPK13, MT2A, COL1A2, EDN1, IRF6, IGFBP7, IL3, AFP, SMARCE1, SP1, RELA, BAG1",3,"RELA, MAPK13, IL12A",0,"",0,"",3
"295",81930,"KIF18A",325,"MedConf","Novel",NA,12,"CDCA8, KIF4A, NUP43, PLK1, BIRC5, RAD21, RANBP2, MIS12, POLB, CENPO, CENPH, BUB1B",0,NA,0,"",0,"",0
"296",24137,"KIF4A",579,"MedConf","Novel",NA,4,"CLTA, KIF18A, POLB, BIRC5",0,NA,0,"",0,"",0
"297",3814,"KISS1",393,"HighConf","Novel",NA,13,"PROK1, TRH, LTB4R, UTS2B, XCL2, GNRH2, BDKRB1, NMS, GNA15, AVPR1A, NMUR2, TACR1, EDN1",0,NA,0,"",0,"",0
"298",3845,"KRAS",119,"HighConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, MAPK signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Aldosterone-regulated sodium reabsorption, Regulation of actin cytoskeleton, Serotonergic synapse, Relaxin signaling pathway, Mitophagy - animal, Long-term depression, GnRH signaling pathway, Thyroid hormone signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Sphingolipid signaling pathway, Apoptosis, VEGF signaling pathway, Phospholipase D signaling pathway, Apelin signaling pathway, Estrogen signaling pathway",2,"NCAM1, EGFR",0,NA,0,"",0,"",0
"299",27040,"LAT",41,"HighConf","Novel","NF-kappa B signaling pathway, Rap1 signaling pathway, Ras signaling pathway, Th17 cell differentiation",6,"COPS6, COPS5, COPS2, PIK3R3, COPS7A, SKAP1",1,"PIK3R3",0,"",0,"",1
"300",92483,"LDHAL6B",571,"MedConf","Novel","Glucagon signaling pathway",6,"TKTL2, ALDOA, PDHA1, GOT2, DERA, PC",0,NA,0,"",0,"",0
"301",3945,"LDHB",354,"MedConf","Novel","Glucagon signaling pathway",6,"DERA, TKTL2, ALDOA, PDHA1, GOT2, PC",0,NA,0,"",0,"",0
"302",64175,"LEPRE1",544,"HighConf","Novel",NA,2,"P4HB, COL1A2",0,NA,0,"",0,"",0
"303",3996,"LLGL1",557,"MedConf","Novel",NA,1,"PARD3",0,NA,0,"",0,"",0
"304",254531,"LPCAT4",407,"HighConf","Novel","Ether lipid metabolism",6,"ENPP6, PNPLA7, CEPT1, JMJD7-PLA2G4B, PLA2G4A, PLA2G4D",0,NA,0,"",0,"",0
"305",4035,"LRP1",175,"HighConf","Novel",NA,7,"PDGFRB, APOB, ITGAM, AGRN, A2M, CALR, ITGAV",0,NA,0,"",0,"",0
"306",25804,"LSM4",527,"MedConf","Novel","Spliceosome",2,"LSM6, SNRPD3",0,NA,0,"",0,"",0
"307",11157,"LSM6",116,"HighConf","Novel","Spliceosome",2,"LSM4, SNRPD3",0,NA,0,"",0,"",0
"308",1241,"LTB4R",396,"HighConf","Novel",NA,13,"UTS2B, XCL2, GNRH2, PROK1, AVPR1A, KISS1, EDN1, NMUR2, BDKRB1, GNA15, NMS, TACR1, TRH",0,NA,0,"",0,"",0
"309",55692,"LUC7L",114,"MedConf","Novel",NA,2,"SNRPC, SNRPD3",0,NA,0,"",0,"",0
"310",23643,"LY96",504,"HighConf","Toll-like receptor signaling pathway","NF-kappa B signaling pathway, Toll-like receptor signaling pathway",9,"TICAM1, IKBKB, CD14, MYD88, TIRAP, TLR4, TLR2, TOLLIP, S100A8",8,"TOLLIP, TLR4, TLR2, TIRAP, TICAM1, MYD88, IKBKB, CD14",0,"",0,"",8
"311",8567,"MADD",500,"MedConf","Novel",NA,2,"TNFRSF1A, RIPK1",1,"RIPK1",0,"",0,"",1
"312",10746,"MAP3K2",66,"MedConf","Novel","MAPK signaling pathway, GnRH signaling pathway",1,"RAP1A",0,NA,0,"",0,"",0
"313",4215,"MAP3K3",67,"MedConf","Novel","MAPK signaling pathway, GnRH signaling pathway",5,"TNFRSF1A, ERC1, RIPK1, MAP3K7, IKBKB",3,"RIPK1, MAP3K7, IKBKB",0,"",0,"",3
"314",6885,"MAP3K7",57,"HighConf","Toll-like receptor signaling pathway","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Osteoclast differentiation, RIG-I-like receptor signaling pathway",17,"RIPK1, IKBKB, RELA, MAP3K3, CLTC, PDPK1, TLR4, TNFRSF1A, MYD88, BMPR1B, TIRAP, TLR2, ERC1, SMAD6, CARD11, WDR5, UBB",7,"TLR4, TLR2, TIRAP, RIPK1, RELA, MYD88, IKBKB",0,"",0,"",7
"315",1326,"MAP3K8",502,"MedConf","Toll-like receptor signaling pathway","Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway",2,"IKBKB, RELA",2,"RELA, IKBKB",0,"",0,"",2
"316",4293,"MAP3K9",555,"MedConf","Novel",NA,1,"CDC42",0,NA,0,"",0,"",0
"317",5603,"MAPK13",292,"MedConf","Toll-like receptor signaling pathway","Toll-like receptor signaling pathway, Rap1 signaling pathway, Leukocyte transendothelial migration, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Dopaminergic synapse, Relaxin signaling pathway, Osteoclast differentiation, GnRH signaling pathway, Adrenergic signaling in cardiomyocytes, AGE-RAGE signaling pathway in diabetic complications, Sphingolipid signaling pathway, VEGF signaling pathway, Platelet activation, RIG-I-like receptor signaling pathway, Th17 cell differentiation",18,"GNG10, ELK4, DUSP5, GNG3, SP1, JUN, MAX, CDC25B, GNAI3, CDC42, MAPKAPK3, DUSP10, EEF2K, DUSP6, CREB1, GNAO1, STAT1, MBP",2,"STAT1, JUN",0,"",0,"",2
"318",7867,"MAPKAPK3",104,"MedConf","Novel","MAPK signaling pathway, VEGF signaling pathway",2,"MAPK13, PHC2",1,"MAPK13",0,"",0,"",1
"319",4144,"MAT2A",344,"MedConf","Novel",NA,2,"IL4I1, SP1",0,NA,0,"",0,"",0
"320",4149,"MAX",65,"MedConf","Novel","MAPK signaling pathway",29,"EIF2S1, CCNE1, E2F3, TAF1, TAF12, EIF4G1, SMAD4, NFYB, CFLAR, PDGFRB, BIRC5, PPP2R5A, EIF4A1, MAPK13, CEBPD, COL1A2, SIN3B, NFYC, TMEFF2, PMAIP1, SLC2A1, DNTT, WNT5A, MYCT1, PTMA, WDR5, ITGB1, CCND2, HDAC2",1,"MAPK13",0,"",0,"",1
"321",8932,"MBD2",49,"MedConf","Novel",NA,5,"CHD4, MTA2, SAP30BP, MBD3, HDAC2",0,NA,0,"",0,"",0
"322",53615,"MBD3",265,"MedConf","Novel",NA,6,"PHF21A, PHF12, HDAC2, MTA2, MBD2, CHD4",0,NA,0,"",0,"",0
"323",4155,"MBP",105,"HighConf","Novel",NA,1,"MAPK13",1,"MAPK13",0,"",0,"",1
"324",8888,"MCM3AP",580,"HighConf","Novel",NA,1,"SEH1L",0,NA,0,"",0,"",0
"325",84515,"MCM8",123,"MedConf","Novel",NA,4,"E2F3, GMNN, GINS2, UBB",0,NA,0,"",0,"",0
"326",84246,"MED10",165,"HighConf","Novel",NA,11,"MED8, MED21, MED19, CEBPD, EGR2, NCOA6, PPARGC1A, MED26, NCOA3, CCND3, POLR2F",0,NA,0,"",0,"",0
"327",219541,"MED19",213,"MedConf","Novel",NA,10,"CEBPD, EGR2, MED10, NCOA3, MED8, NCOA6, CCND3, MED21, MED26, PPARGC1A",0,NA,0,"",0,"",0
"328",9412,"MED21",212,"HighConf","Novel",NA,11,"MED19, CEBPD, EGR2, JUN, CCND3, MED26, NCOA3, MED8, PPARGC1A, MED10, NCOA6",1,"JUN",0,"",0,"",1
"329",9441,"MED26",163,"MedConf","Novel",NA,12,"POLR2J, MED10, MED8, MED21, MED19, CEBPD, EGR2, POLR2F, PPARGC1A, NCOA6, NCOA3, CCND3",0,NA,0,"",0,"",0
"330",112950,"MED8",209,"MedConf","Novel",NA,10,"MED21, MED19, CEBPD, EGR2, MED10, MED26, PPARGC1A, NCOA6, NCOA3, CCND3",0,NA,0,"",0,"",0
"331",4236,"MFAP1",81,"MedConf","Novel",NA,8,"RBM39, SNRPD3, SF3B2, SNW1, SF3B1, SF3B6, IK, PRPF38A",0,NA,0,"",0,"",0
"332",4242,"MFNG",264,"MedConf","Novel","Notch signaling pathway, Other types of O-glycan biosynthesis",1,"JAG1",0,NA,0,"",0,"",0
"333",4257,"MGST1",323,"MedConf","Novel",NA,5,"GSTO1, CYP2A6, GPX3, GSTA3, GSTP1",0,NA,0,"",0,"",0
"334",57708,"MIER1",488,"HighConf","Novel",NA,1,"HDAC2",0,NA,0,"",0,"",0
"335",79003,"MIS12",43,"HighConf","Novel",NA,13,"PLK1, RAD21, FGA, HNRNPH1, BIRC5, NUP43, BUB1B, CENPH, CENPO, RANBP2, KIF18A, TF, CDCA8",0,NA,0,"",0,"",0
"336",4342,"MOS",593,"HighConf","Novel","MAPK signaling pathway, Regulation of actin cytoskeleton",1,"MRAS",0,NA,0,"",0,"",0
"337",8777,"MPDZ",312,"MedConf","Novel",NA,6,"CLDN14, CLDN2, CLDN15, IGSF5, CLDN11, CLDN19",0,NA,0,"",0,"",0
"338",22808,"MRAS",261,"MedConf","Novel","Rap1 signaling pathway, MAPK signaling pathway, Ras signaling pathway, Regulation of actin cytoskeleton, Mitophagy - animal, Phospholipase D signaling pathway, Apelin signaling pathway",8,"PIK3R3, ARHGEF6, RAPGEF5, RASA3, RASAL2, RASA4, MOS, BRAF",1,"PIK3R3",0,"",0,"",1
"339",4481,"MSR1",560,"MedConf","Novel","Phagosome",3,"CALR, APOB, HSP90B1",0,NA,0,"",0,"",0
"340",4502,"MT2A",310,"MedConf","Novel",NA,8,"ICAM1, IRF6, GBP2, NCAM1, SP1, JUN, OASL, IRF9",1,"JUN",0,"",0,"",1
"341",9219,"MTA2",51,"HighConf","Novel",NA,6,"PHF12, MBD3, PHF21A, MBD2, CHD4, HDAC2",0,NA,0,"",0,"",0
"342",4544,"MTNR1B",330,"MedConf","Novel",NA,21,"GNG10, CXCR3, DRD2, DRD3, CXCL11, HTR1A, SSTR4, PTGDR2, HCAR2, RGS20, FPR3, NMS, BDKRB1, CXCR4, NMUR2, CCR8, GNG3, C5, OPRM1, GNAI3, CXCL13",1,"CXCL11",0,"",0,"",1
"343",4605,"MYBL2",526,"HighConf","Novel",NA,4,"CCNB2, PLK1, CCNE1, E2F3",0,NA,0,"",0,"",0
"344",80177,"MYCT1",514,"HighConf","Novel",NA,1,"MAX",0,NA,0,"",0,"",0
"345",4615,"MYD88",240,"HighConf","Toll-like receptor signaling pathway","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway",12,"TIRAP, TLR2, TOLLIP, LY96, IL1RN, RELA, TLR4, NGFR, MAP3K7, IKBKB, S100A8, CD14",9,"TOLLIP, TLR4, TLR2, TIRAP, RELA, MAP3K7, LY96, IKBKB, CD14",0,"",0,"",9
"346",4632,"MYL1",409,"MedConf","Novel",NA,1,"MYLPF",0,NA,0,"",0,"",0
"347",58498,"MYL7",623,"MedConf","Novel","Leukocyte transendothelial migration, Regulation of actin cytoskeleton, Focal adhesion",1,"MYLK2",0,NA,0,"",0,"",0
"348",85366,"MYLK2",375,"MedConf","Novel","Regulation of actin cytoskeleton, Focal adhesion, cGMP-PKG signaling pathway, Platelet activation, Apelin signaling pathway",3,"MYL7, MYLPF, PRKX",0,NA,0,"",0,"",0
"349",29895,"MYLPF",624,"MedConf","Novel","Leukocyte transendothelial migration, Regulation of actin cytoskeleton, Focal adhesion",2,"MYL1, MYLK2",0,NA,0,"",0,"",0
"350",4684,"NCAM1",532,"MedConf","Novel",NA,11,"CACNB4, OASL, ICAM1, CNTN2, CACNA1C, GBP2, KRAS, MT2A, IRF6, IRF9, AGRN",0,NA,0,"",0,"",0
"351",8202,"NCOA3",94,"MedConf","Novel","Thyroid hormone signaling pathway",12,"NCOA6, MED26, MED10, MED8, MED21, MED19, CEBPD, EGR2, SPOP, IKBKB, CCND3, PPARGC1A",1,"IKBKB",0,"",0,"",1
"352",23054,"NCOA6",99,"HighConf","Novel",NA,15,"MED26, MED10, NFYB, MED8, MED21, MED19, YAP1, ALAS1, NFYC, FHL2, CTGF, SP1, WDR5, NCOA3, PPARGC1A",0,NA,0,"",0,"",0
"353",23385,"NCSTN",195,"HighConf","Novel","Notch signaling pathway",7,"YAP1, JAG1, DTX1, IK, RELA, UBB, NGFR",1,"RELA",0,"",0,"",1
"354",4694,"NDUFA1",10,"MedConf","Novel",NA,4,"RBM39, SF3B2, CCAR1, IK",0,NA,0,"",0,"",0
"355",4794,"NFKBIE",503,"HighConf","Novel","Th17 cell differentiation",2,"RELA, IKBKB",2,"RELA, IKBKB",0,"",0,"",2
"356",4801,"NFYB",177,"MedConf","Novel",NA,6,"PDGFRB, NFYC, SP1, MAX, NCOA6, HSPA5",0,NA,0,"",0,"",0
"357",4802,"NFYC",508,"HighConf","Novel",NA,6,"HSPA5, SP1, NFYB, PDGFRB, NCOA6, MAX",0,NA,0,"",0,"",0
"358",4804,"NGFR",16,"MedConf","Novel","PI3K-Akt signaling pathway, Rap1 signaling pathway, Ras signaling pathway, Cytokine-cytokine receptor interaction",14,"IKBKB, RELA, CDC42, RHOB, NCSTN, MYD88, PIK3R3, EFNA2, FGF9, SMPD2, RTN4, FGF8, FGF10, UBB",4,"RELA, PIK3R3, MYD88, IKBKB",0,"",0,"",4
"359",84365,"NIFK",79,"MedConf","Novel",NA,8,"RPL27, RPL3L, SF3B1, RPL4, RPS8, RPL19, RPS2, RPL31",0,NA,0,"",0,"",0
"360",9111,"NMI",481,"MedConf","Novel",NA,5,"CCND2, CCNE1, PCNA, BCL2L1, CCND3",0,NA,0,"",0,"",0
"361",129521,"NMS",384,"MedConf","Novel",NA,30,"BDKRB1, KISS1, PROK1, TRH, LTB4R, UTS2B, XCL2, GNRH2, C5, AVPR1A, PTGDR2, OPRM1, RGS20, GNAI3, CCR8, CXCR4, DRD2, GNA15, MTNR1B, TACR1, NMUR2, SSTR4, CXCL13, CXCL11, EDN1, CXCR3, FPR3, DRD3, HCAR2, HTR1A",1,"CXCL11",0,"",0,"",1
"362",56923,"NMUR2",293,"MedConf","Novel",NA,30,"GNA15, CXCL13, MTNR1B, CXCR3, EDN1, TACR1, DRD2, DRD3, CXCL11, HTR1A, SSTR4, AVPR1A, PTGDR2, HCAR2, RGS20, FPR3, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, UTS2B, XCL2, GNRH2, CXCR4, CCR8, GNAI3, OPRM1, C5",1,"CXCL11",0,"",0,"",1
"363",8431,"NR0B2",92,"MedConf","Novel",NA,3,"ESRRA, NR4A1, NR1D1",0,NA,0,"",0,"",0
"364",9572,"NR1D1",425,"MedConf","Novel",NA,5,"PPARGC1A, NR4A1, NR0B2, CREB1, ESRRA",0,NA,0,"",0,"",0
"365",3164,"NR4A1",274,"MedConf","Novel","PI3K-Akt signaling pathway, MAPK signaling pathway",5,"NR1D1, PSMC1, NR0B2, PSMD2, ESRRA",0,NA,0,"",0,"",0
"366",145957,"NRG4",479,"MedConf","Novel",NA,1,"EGFR",0,NA,0,"",0,"",0
"367",8828,"NRP2",600,"MedConf","Novel",NA,1,"FLT4",0,NA,0,"",0,"",0
"368",55968,"NSFL1C",428,"MedConf","Novel","Protein processing in endoplasmic reticulum",3,"PSMD2, YOD1, VCP",0,NA,0,"",0,"",0
"369",56953,"NT5M",412,"MedConf","Novel",NA,11,"AMPD1, PDE6H, PDE6A, ENTPD4, AK4, DCK, PDE5A, PDE1B, AK7, HPRT1, ITPA",0,NA,0,"",0,"",0
"370",9631,"NUP155",319,"MedConf","Novel","RNA transport",10,"NUP188, SNRPD3, NXF1, SRSF1, NUP43, SRSF2, SRRM1, SRSF3, GCKR, RANBP2",0,NA,0,"",0,"",0
"371",23511,"NUP188",528,"MedConf","Novel","RNA transport",10,"SRRM1, GCKR, SRSF1, NUP155, NUP43, SRSF3, RANBP2, NXF1, SRSF2, SNRPD3",0,NA,0,"",0,"",0
"372",348995,"NUP43",227,"HighConf","Novel","RNA transport",20,"SEH1L, BUB1B, CENPH, CENPO, RANBP2, NUP155, KIF18A, CDCA8, NUP188, SNRPD3, SRSF2, MIS12, SRRM1, SRSF1, BIRC5, PLK1, NXF1, SRSF3, GCKR, RAD21",0,NA,0,"",0,"",0
"373",10482,"NXF1",154,"HighConf","Novel","RNA transport, mRNA surveillance pathway",10,"SRSF2, SRSF1, SRSF3, NUP43, RANBP2, NUP155, NUP188, NXT1, FYTTD1, SRRM1",0,NA,0,"",0,"",0
"374",29107,"NXT1",545,"MedConf","Novel","RNA transport, mRNA surveillance pathway",1,"NXF1",0,NA,0,"",0,"",0
"375",8638,"OASL",280,"HighConf","Novel",NA,8,"EGR1, MT2A, ICAM1, IRF6, GBP2, NCAM1, YARS, IRF9",0,NA,0,"",0,"",0
"376",51686,"OAZ3",241,"HighConf","Novel",NA,21,"PSMF1, PSMC5, PSMD1, PSMA3, PSMA7, PSMB1, PSMA5, PSMD2, PSMD11, PSMA4, PSMD12, PSMC2, PSMA6, PSMD6, PSMB4, PSMC4, PSMC1, PSMB2, PSMD3, PSMA1, PSMD7",0,NA,0,"",0,"",0
"377",8473,"OGT",471,"MedConf","Novel","Other types of O-glycan biosynthesis",1,"WDR5",0,NA,0,"",0,"",0
"378",4988,"OPRM1",12,"MedConf","Novel","Estrogen signaling pathway",25,"CCR8, GNG3, GNAI3, GNAO1, CXCR4, C5, NMUR2, CXCL13, MTNR1B, GNG10, CXCR3, DRD2, DRD3, GNAT2, CXCL11, HTR1A, SSTR4, PTGDR2, HCAR2, RGS20, FPR3, NMS, BDKRB1, GRK4, RANBP9",1,"CXCL11",0,"",0,"",1
"379",5034,"P4HB",151,"HighConf","Novel","Protein processing in endoplasmic reticulum",7,"CALR, HSP90B1, APOB, PLOD3, COL1A2, DTNB, LEPRE1",0,NA,0,"",0,"",0
