EntrezID,GeneSymbol,GeneMappingID,ConfidenceCategory,Group,Pathway,Allnet.count,Ntwrk.all
1973,EIF4A1,9,MedConf,RNA transport,RNA transport,37,"PSMC4, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, PTBP1, NFYB, RPL26L1, HSPA5, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, EIF4H, MAX, EIF1, EIF4G2, EIF4E3, LAGE3, CNOT11, RPL37, RPL36AL, PARN"
1975,EIF4B,141,MedConf,RNA transport,"RNA transport, PI3K-Akt signaling pathway",35,"EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, SFN, EIF4H, CFL1, KBTBD7, EIF4G2, CNOT11, DOHH, RPL37, RPL36AL, PARN, DDX39A, EIF4A1, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, RPL26L1, RPS27A, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, EIF4G1, ADPRHL1"
317649,EIF4E3,434,MedConf,Novel,,4,"TBC1D4, EIF4A1, EIF4G1, EIF4G2"
1981,EIF4G1,139,HighConf,RNA transport,RNA transport,41,"EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, POLE, EIF4H, PABPC4, DCTN4, MAX, EIF1, UBC, EIF4G2, EIF4E3, CNOT11, RPL37, RPL36AL, PARN, EIF4A1, PSMC4, RPL23A, RPS2, EIF3I, RPS8, RPL19, EIF2S3, PTBP1, RPL26L1, RPS27A, UBB, PUS7, RPL27, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL3L, RPL32, KIAA0020"
1982,EIF4G2,371,HighConf,RNA transport,RNA transport,12,"EIF4E3, POLDIP3, EIF4A1, EIF2S3, PTBP1, EIF4G1, EIF4B, EIF3A, EIF2S1, EIF2S2, EIF4H, EIF1"
7458,EIF4H,212,MedConf,Novel,,13,"TRA2B, EIF4G2, EIF4A1, EIF3I, EIF2S3, EIF4G1, EIF4B, EIF3A, EIF3J, EIF3B, EIF2S1, EIF2S2, SRSF3"
2005,ELK4,902,HighConf,Novel,MAPK signaling pathway,2,"MAPK13, TBPL2"
8178,ELL,727,MedConf,Novel,,2,"THOC7, XAB2"
91748,ELMSAN1,756,HighConf,Novel,,2,"HDAC2, SIN3A"
133121,ENPP6,591,MedConf,Novel,Ether lipid metabolism,5,"LPCAT4, PLA2G4A, PLA2G4D, PLA2G6, JMJD7-PLA2G4B"
2029,ENSA,799,HighConf,Novel,,1,PPP2CB
9583,ENTPD4,935,HighConf,Novel,,2,"PDE1B, PDE3B"
2034,EPAS1,217,HighConf,Novel,,4,"SMAD4, EPO, JUN, SLC2A1"
284656,EPHA10,866,MedConf,Novel,,1,EFNA2
285220,EPHA6,816,MedConf,Novel,,1,EFNA2
29924,EPN1,447,MedConf,Novel,,13,"TACR1, CHRM2, CLTC, SYT1, RAB5A, EGFR, FGFR3, PDGFRA, CSF1R, CLTA, ADRB2, CFTR, DNM1"
2056,EPO,274,MedConf,Novel,"PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, Jak-STAT signaling pathway",15,"JUN, RAP1A, ARNT, IL21R, GH2, PRL, THPO, IL3RA, IL12RB2, IL27RA, CNTFR, CREB1, COPS5, STAT1, EPAS1"
2059,EPS8,749,MedConf,Novel,,3,"CDC42, RAB5A, EGFR"
23085,ERC1,303,HighConf,Novel,NF-kappa B signaling pathway,14,"PHKB, ATG13, CDK14, PYDC1, ADPRHL2, CCNL2, CCND2, CCND3, IKBKB, MAP3K3, MAP3K7, RELA, CDK12, KBTBD7"
54845,ESRP1,934,MedConf,Novel,,1,HNRNPM
23265,EXOC7,691,MedConf,Novel,,1,CDC42
54512,EXOSC4,35,MedConf,Novel,,6,"PSMA1, PSMA4, CXCL8, PSMA3, PSMA6, PSMA5"
56915,EXOSC5,14,MedConf,Novel,,7,"PSMA2, PSMA6, PSMA5, PSMA1, PSMA4, CXCL8, PSMA3"
2145,EZH1,312,MedConf,Novel,Lysine degradation,5,"SUZ12, JARID2, SCML2, HDAC2, PHC2"
139231,FAM199X,805,MedConf,Novel,,1,PDPK1
2243,FGA,282,MedConf,Novel,,13,"ITGAM, RAP1A, SYK, ITGA5, ITGAV, TGFB2, BRAF, KRAS, PF4, TLR4, LY96, ITGB1, VCL"
2255,FGF10,462,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",14,"KRAS, FLT4, FGFBP2, FGFBP3, RPS27A, UBB, NGFR, EGFR, FGFR3, PDGFRB, UBC, PDGFRA, CSF1R, FGF9"
2257,FGF12,558,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"FLT4, NGFR, EGFR, FGFR3, PDGFRB, PDGFRA, CSF1R"
2253,FGF8,559,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"FLT4, NGFR, EGFR, FGFR3, PDGFRB, PDGFRA, CSF1R, FLG"
2254,FGF9,432,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",13,"FGF10, KRAS, FLT4, KLB, RPS27A, UBB, NGFR, EGFR, FGFR3, PDGFRB, UBC, PDGFRA, CSF1R"
83888,FGFBP2,908,MedConf,Novel,,1,FGF10
143282,FGFBP3,909,HighConf,Novel,,1,FGF10
2261,FGFR3,290,HighConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",11,"SH3GLB1, EFNA2, FGF9, EPN1, FGF10, KRAS, FGF12, FGF8, SH3GLB2, SHC2, PIK3R3"
2312,FLG,420,MedConf,Novel,,1,FGF8
2319,FLOT2,642,MedConf,Novel,,1,SLC6A3
2324,FLT4,566,MedConf,Novel,"PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway",13,"ITGA1, SHC2, NRP2, PIK3R3, PXN, ITGB1, ITGA5, EFNA2, FGF9, FGF10, COL1A2, FGF12, FGF8"
114793,FMNL2,960,MedConf,Novel,,2,"CDC42, PFN1"
8928,FOXH1,974,MedConf,Novel,,1,SMAD4
2359,FPR3,500,MedConf,Novel,Neuroactive ligand-receptor interaction,31,"NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2"
53822,FXYD7,1033,HighConf,Novel,,3,"ATP1B3, ATP1A3, ATP1B2"
84248,FYTTD1,364,MedConf,Novel,,14,"NXT1, RANBP2, THOC1, THOC7, RAE1, NUP43, SRSF1, NXF1, SRRM1, SRSF2, SRSF3, THOC2, NUP155, NUP188"
9908,G3BP2,201,MedConf,Novel,,2,"PABPC4, PRPF8"
2538,G6PC,959,MedConf,Novel,PI3K-Akt signaling pathway,6,"CREB1, ALDOA, HK2, DERA, TKTL2, CEBPD"
9846,GAB2,630,MedConf,Novel,"Osteoclast differentiation, Ras signaling pathway, Fc epsilon RI signaling pathway, Sphingolipid signaling pathway",15,"CD28, LAT2, CCND3, PIK3R3, A2M, EGFR, RAP1A, PDGFRB, PDGFRA, SYK, RET, PDPK1, CSF2, IL3, IL3RA"
11345,GABARAPL2,452,MedConf,Novel,NOD-like receptor signaling pathway,8,"GABRA6, GABRB2, GABRB3, GABRA5, GABRA2, GABRE, WIPI2, CHMP2A"
2555,GABRA2,458,MedConf,Novel,Neuroactive ligand-receptor interaction,10,"GABRE, CLCN2, CFTR, DNM1, GABARAPL2, TTYH3, GABRA6, GABRB2, GABRB3, GABRA5"
2558,GABRA5,457,MedConf,Novel,Neuroactive ligand-receptor interaction,10,"GABRA2, GABRE, CLCN2, CFTR, DNM1, GABARAPL2, TTYH3, GABRA6, GABRB2, GABRB3"
2559,GABRA6,454,MedConf,Novel,Neuroactive ligand-receptor interaction,10,"GABRB2, GABRB3, GABRA5, GABRA2, GABRE, CLCN2, CFTR, DNM1, GABARAPL2, TTYH3"
2561,GABRB2,455,HighConf,Novel,"Neuroactive ligand-receptor interaction, Serotonergic synapse",9,"GABRB3, GABRA5, GABRA2, GABRE, CLCN2, CFTR, GABARAPL2, TTYH3, GABRA6"
2562,GABRB3,456,MedConf,Novel,"Neuroactive ligand-receptor interaction, Serotonergic synapse",9,"GABRA5, GABRA2, GABRE, CLCN2, CFTR, GABARAPL2, TTYH3, GABRA6, GABRB2"
2564,GABRE,837,MedConf,Novel,Neuroactive ligand-receptor interaction,9,"CLCN2, CFTR, GABARAPL2, TTYH3, GABRA6, GABRB2, GABRB3, GABRA5, GABRA2"
2597,GAPDH,226,MedConf,Novel,,3,"CFL1, MAX, PSMD3"
2625,GATA3,968,MedConf,Novel,,3,"STAT1, SMAD4, RBPJ"
2634,GBP2,628,HighConf,Novel,NOD-like receptor signaling pathway,13,"IRF9, TRIM10, TRIM48, OASL, ISG15, NCAM1, ICAM1, HLA-DQA2, EGR1, MT2A, TRIM45, TRIM35, IRF6"
2646,GCKR,898,MedConf,Novel,,5,"RANBP2, RAE1, NUP43, NUP155, NUP188"
9615,GDA,147,MedConf,Novel,,1,ABAT
2689,GH2,431,MedConf,Novel,"PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Neuroactive ligand-receptor interaction, Jak-STAT signaling pathway",10,"PRL, THPO, IL3RA, IL12RB2, IL27RA, CNTFR, PTPN6, EPO, IL21R, SOCS2"
2691,GHRH,508,HighConf,Novel,,15,"PTGER2, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, HRH2, GNG3, GNG10, ADRB2, INSL3, RLN3"
51738,GHRL,976,HighConf,Novel,cAMP signaling pathway,5,"DRD2, ADRB2, CHRM2, HTR1A, HCAR2"
28964,GIT1,810,MedConf,Novel,Regulation of actin cytoskeleton,3,"PXN, CDC42, ARHGEF6"
51053,GMNN,298,MedConf,Novel,,23,"PSMF1, PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4"
2767,GNA11,152,MedConf,Novel,"Insulin secretion, Long-term depression, GnRH signaling pathway",34,"ADRBK1, GNG3, GNG10, GNAI3, AGT, PLA2G4A, PLA2G4D, GNAO1, KALRN, TACR1, CHRM2, EDN1, BDKRB1, NMUR2, NMS, P2RY11, MLNR, S1PR2, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, TRPC6, PLA2G6, JMJD7-PLA2G4B, XCL2, PAPOLA, PIK3R3"
2769,GNA15,532,MedConf,Novel,Relaxin signaling pathway,33,"PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, TRPC6, XCL2, GNAT2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, GNAI3, AGT, CXCL8, MAP2K6, PLA2G4A, GNAO1, KALRN, TACR1, CHRM2, EDN1, BDKRB1, NMUR2, NMS, P2RY11, MLNR, S1PR2, GNRH2"
2773,GNAI3,348,MedConf,Novel,"Rap1 signaling pathway, cAMP signaling pathway, Chemokine signaling pathway, Relaxin signaling pathway, Renin secretion, Serotonergic synapse, Long-term depression, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway",50,"AGT, DRD2, CXCL8, ADRB2, PLA2G4A, PLA2G4D, GNAO1, CXCR5, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, CX3CR1, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNA15, JMJD7-PLA2G4B, RGS20, GNAT2, RGS9, PSMD3, CACNA1C, PIK3R3, PXN, MAPK13, GNA11, CDC42, GNG3, EGFR, GNG10, C5"
2775,GNAO1,439,MedConf,Novel,"Rap1 signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Long-term depression",25,"CHRM2, EDN1, CXCR3, CXCR4, PF4, HTR1A, OPRM1, S1PR2, GNA15, JMJD7-PLA2G4B, PDE6A, GNAT2, CACNA1C, PIK3R3, PXN, MAPK13, GNA11, CDC42, GNG3, GNG10, GNAI3, DRD2, PLA2G4A, PLA2G4D, WNT5A"
2780,GNAT2,926,HighConf,Novel,,6,"GNG3, GNG10, GNAI3, GNAO1, OPRM1, GNA15"
10399,GNB2L1,283,MedConf,Novel,,8,"TNFRSF1A, SMPD2, PRKD1, PRPF31, HSP90B1, RIPK1, IKBKB, STAT1"
2790,GNG10,281,MedConf,Novel,"PI3K-Akt signaling pathway, Chemokine signaling pathway, Relaxin signaling pathway, Ras signaling pathway, Serotonergic synapse",75,"C5, GNAI3, AGT, DRD2, CXCL8, ADRB2, PDPK1, INSL3, WNT5A, GNAO1, KALRN, CXCR5, TACR1, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, SCT, OPRM1, RLN3, TAS2R50, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, MLNR, S1PR2, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, PDE6A, GPBAR1, XCL2, GNAT2, RRH, CACNA1C, PIK3R3, MAPK13, GNA11, CCT2, ADRBK1, HRH2, CACNA2D2, GNG3"
2785,GNG3,242,MedConf,Novel,"PI3K-Akt signaling pathway, Chemokine signaling pathway, Relaxin signaling pathway, Ras signaling pathway, Serotonergic synapse",75,"GNG10, C5, GNAI3, AGT, DRD2, CXCL8, ADRB2, PDPK1, INSL3, WNT5A, GNAO1, KALRN, CXCR5, TACR1, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, SCT, OPRM1, RLN3, TAS2R50, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, MLNR, S1PR2, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, PDE6A, GPBAR1, XCL2, GNAT2, RRH, CACNA1C, PIK3R3, MAPK13, GNA11, CCT2, ADRBK1, HRH2, CACNA2D2"
2797,GNRH2,531,MedConf,Novel,GnRH signaling pathway,24,"GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, KALRN, TACR1, EDN1, BDKRB1, NMUR2, NMS, P2RY11, MLNR"
9570,GOSR2,341,MedConf,Novel,,9,"CLTA, DYNC1I1, DYNC2LI1, STX1B, DYNC1H1, STX18, DCTN4, DYNC1I2, DYNLL1"
2811,GP1BA,389,MedConf,Novel,Hematopoietic cell lineage,3,"SERPIND1, PIK3R3, ITGAM"
150763,GPAT2,980,MedConf,Novel,,1,LPCAT4
151306,GPBAR1,847,HighConf,Novel,,15,"HRH2, GNG3, GNG10, ADRB2, INSL3, RLN3, PTGER2, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2"
27238,GPKOW,703,MedConf,Novel,,24,"PRPF8, PRPF31, XAB2, HNRNPM, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SRSF3, SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, PPIH"
2838,GPR15,510,MedConf,Novel,,15,"HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, HRH2, GNG3, GNG10, ADRB2, INSL3, RLN3, PTGER2"
2828,GPR4,538,MedConf,Novel,,18,"XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, TACR1, EDN1, BDKRB1, NMUR2, P2RY11, MLNR, GNRH2, GNA15, AVPR1A, TACR3, LTB4R"
2875,GPT,790,MedConf,Novel,,1,CFL1
2876,GPX1,588,MedConf,Novel,Thyroid hormone synthesis,7,"ALOX15, GSTO1, GSTA1, GSTP1, MGST1, GSTA3, ALOX5"
2878,GPX3,587,MedConf,Novel,Thyroid hormone synthesis,7,"ALOX15, GSTO1, GSTA1, GSTP1, MGST1, GSTA3, ALOX5"
2879,GPX4,190,HighConf,Novel,,1,OTUD5
2906,GRIN2D,467,MedConf,Novel,"cAMP signaling pathway, Neuroactive ligand-receptor interaction",5,"GRIN3A, SHISA6, PTK2B, KRAS, GRIN3B"
116443,GRIN3A,468,MedConf,Novel,"cAMP signaling pathway, Neuroactive ligand-receptor interaction",4,"SHISA6, PTK2B, GRIN3B, GRIN2D"
116444,GRIN3B,465,MedConf,Novel,"cAMP signaling pathway, Neuroactive ligand-receptor interaction",4,"GRIN2D, GRIN3A, SHISA6, PTK2B"
2868,GRK4,984,MedConf,Novel,Chemokine signaling pathway,7,"ADRB2, CXCR5, CCR8, CXCR3, CXCR4, CX3CR1, OPRM1"
79792,GSDMD,638,MedConf,Novel,NOD-like receptor signaling pathway,1,NLRC4
2931,GSK3A,293,MedConf,Novel,Chemokine signaling pathway,7,"PPP2R5A, PDPK1, CSNK1G1, RGS20, WNT3A, RAE1, RCAN2"
2938,GSTA1,478,MedConf,Novel,,2,"GPX3, GPX1"
2940,GSTA3,481,MedConf,Novel,,2,"GPX3, GPX1"
9446,GSTO1,477,MedConf,Novel,,2,"GPX3, GPX1"
2950,GSTP1,479,MedConf,Novel,,3,"GPX3, GPX1, ACTA2"
51512,GTSE1,295,MedConf,Novel,,23,"PSMF1, PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4"
2983,GUCY1B3,613,MedConf,Novel,"Renin secretion, Long-term depression",10,"PDE5A, TWISTNB, POLR2J, POLR2F, ITPA, GUCY2D, PDE1B, PDE3B, PDE6H, PDE6A"
3000,GUCY2D,601,MedConf,Novel,,4,"PDE1B, PDE3B, GUCY1B3, NUP43"
55506,H2AFY2,653,MedConf,Novel,,1,HDAC2
158983,H2BFWT,861,MedConf,Novel,,1,HDAC2
3030,HADHA,255,MedConf,Novel,"Valine, leucine and isoleucine degradation, Lysine degradation",5,"PLOD3, ACADSB, IVD, HNRNPH1, ATL3"
3043,HBB,403,MedConf,Novel,,1,RASAL2
338442,HCAR2,503,MedConf,Novel,cAMP signaling pathway,32,"OPRM1, RLN3, TAS2R50, S1PR2, GHRL, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS"
3054,HCFC1,250,MedConf,Novel,,4,"MAX, PSMD7, MAP3K7, CSNK2A2"
3059,HCLS1,318,MedConf,Novel,,5,"SYK, DNM1, YWHAH, YWHAG, CDC25B"
3066,HDAC2,84,HighConf,Novel,"Thyroid hormone signaling pathway, Notch signaling pathway",37,"SNW1, SIN3A, RELA, KAT2B, SMAD4, MAX, SUV39H1, PHC2, SUFU, EZH1, MBD3, EHMT2, RBPJ, CSF2, SP1, RUNX1, H2AFY2, SAP30BP, PHF12, SIN3B, MORF4L1, DNTTIP1, MBD2, SUZ12, ELMSAN1, SCML2, TRERF1, HIST1H2BJ, HIST1H2BK, RRP8, PHF21A, HDAC4, H2BFWT, ZFPM1, BAHD1, MTA2, CHD4"
9759,HDAC4,860,MedConf,Novel,,8,"RANBP2, RANGAP1, HDAC2, UBE2I, SNW1, SIN3A, KAT2B, RBPJ"
23072,HECW1,851,MedConf,Novel,,23,"PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4, PSMF1"
26091,HERC4,777,MedConf,Novel,,1,LSM6
10614,HEXIM1,698,MedConf,Novel,,1,DYNC1H1
8970,HIST1H2BJ,775,MedConf,Novel,,12,"HDAC2, UBE2I, MAPKAPK3, SF3B1, SIN3A, RELA, KAT2B, SUV39H1, JUN, EHMT2, EHMT1, CXCL8"
85236,HIST1H2BK,776,MedConf,Novel,,12,"HDAC2, UBE2I, MAPKAPK3, SF3B1, SIN3A, RELA, KAT2B, SUV39H1, JUN, EHMT2, EHMT1, CXCL8"
3099,HK2,617,MedConf,Novel,,1,G6PC
3118,HLA-DQA2,483,HighConf,Novel,"Phagosome, Hematopoietic cell lineage",27,"MT2A, TRIM45, TRIM35, IRF6, GBP2, IRF9, PTPN22, TRIM10, TRIM48, OASL, DYNC1H1, KIF4A, PTPN6, LAT, CLTC, DCTN4, DYNC1I2, CTSD, DYNLL1, CLTA, RILP, KIF18A, DNM1, DYNC1I1, DYNC2LI1, NCAM1, ICAM1"
3155,HMGCL,576,HighConf,Novel,"Valine, leucine and isoleucine degradation",2,"HMGCS2, HMGCS1"
3157,HMGCS1,88,MedConf,Novel,"Valine, leucine and isoleucine degradation",7,"NFYB, NFYC, NCOA6, HMGCL, KARS, HMGCS2, PPP2CB"
3158,HMGCS2,882,MedConf,Novel,"Valine, leucine and isoleucine degradation",5,"HMGCS1, MAX, NCOA6, SP1, HMGCL"
3181,HNRNPA2B1,47,HighConf,Novel,,24,"XAB2, HNRNPM, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SRSF3, SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, PPIH, PRPF8, PRPF31"
3187,HNRNPH1,134,MedConf,Novel,,26,"BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SRSF3, SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, HADHA, PPIH, RANBP2, PRPF8, PRPF31, XAB2, HNRNPM, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2"
4670,HNRNPM,60,MedConf,Novel,Spliceosome,47,"RTN4, PTBP1, SNW1, SF3B2, SF3B1, RPL31, SRSF1, SFPQ, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SYNCRIP, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, PPIH, RAP1A, MBD3, CMTM1, SON, STOM, GPKOW, PCF11, ESRP1, RANBP2, PRPF8, PRPF31, YBX1, CCAR1, HNRNPA2B1, PAPOLA, RPL23A, XAB2, MTA2"
3240,HP,404,MedConf,Novel,,1,RASAL2
3251,HPRT1,600,MedConf,Novel,,2,"PDE1B, PDE3B"
3274,HRH2,240,MedConf,Novel,Neuroactive ligand-receptor interaction,19,"GNG3, GNG10, ADRB2, INSL3, SCT, RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, GPBAR1, RBM10"
3295,HSD17B4,273,MedConf,Novel,,2,"JUN, RELA"
7184,HSP90B1,40,HighConf,Novel,"PI3K-Akt signaling pathway, Thyroid hormone synthesis",10,"CALR, P4HB, PCNA, HSPA5, CLTC, CTSD, GNB2L1, APOB, MSR1, VCP"
6782,HSPA13,899,MedConf,Novel,,6,"RANBP2, RAE1, HSPA5, NUP43, NUP155, NUP188"
3309,HSPA5,93,HighConf,Novel,Thyroid hormone synthesis,26,"NUP43, BAG1, SFN, DNAJA1, NUP155, NFYC, NUP188, PDIA3, RAB14, DNAJA4, HSPH1, TAP1, DNAJB6, HSPA13, PRNP, RANBP2, EIF4A1, PSMD1, YBX1, HSP90B1, CALR, P4HB, UBL7, PTBP1, RAE1, NFYB"
3336,HSPE1,146,MedConf,Novel,,2,"ABAT, CFL1"
10808,HSPH1,668,HighConf,Novel,,2,"PSMB5, HSPA5"
3350,HTR1A,498,HighConf,Novel,"cAMP signaling pathway, Neuroactive ligand-receptor interaction, Serotonergic synapse",33,"PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GHRL, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, GNAO1, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11"
3362,HTR6,511,HighConf,Novel,"cAMP signaling pathway, Neuroactive ligand-receptor interaction, Serotonergic synapse",18,"PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, GPBAR1, HRH2, GNG3, GNG10, ADRB2, INSL3, SCT, RLN3, GHRH, PTGER2, GPR15"
3383,ICAM1,476,HighConf,Novel,"NF-kappa B signaling pathway, TNF signaling pathway, AGE-RAGE signaling pathway in diabetic complications",12,"HLA-DQA2, MT2A, TRIM45, TRIM35, IRF6, GBP2, IRF9, TRIM10, TRIM48, OASL, RELA, ITGAM"
3419,IDH3A,661,MedConf,Novel,,2,"PSMD2, PSMC5"
8870,IER3,865,MedConf,Novel,,1,PPP2CB
64135,IFIH1,635,MedConf,Novel,RIG-I-like receptor signaling pathway,5,"RCE1, RIPK1, IKBKB, OTUD5, NLRX1"
3447,IFNA13,570,MedConf,Novel,"Toll-like receptor signaling pathway, PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Jak-STAT signaling pathway",5,"IL3RA, IL12RB2, IL27RA, CNTFR, IL21R"
3448,IFNA14,322,MedConf,Novel,"Toll-like receptor signaling pathway, PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Jak-STAT signaling pathway",9,"IL21R, IFNA16, IL3RA, IL12RB2, IL27RA, IRF9, CNTFR, PTPN6, ISG15"
3449,IFNA16,575,MedConf,Novel,"Toll-like receptor signaling pathway, PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Jak-STAT signaling pathway",8,"IL3RA, IL12RB2, IL27RA, IRF9, CNTFR, PTPN6, IFNA14, IL21R"
55764,IFT122,440,MedConf,Novel,,2,"DYNC2LI1, DYNLL1"
3481,IGF2,873,MedConf,Novel,,3,"CTNND1, TGFB2, PF4"
3490,IGFBP7,715,MedConf,Novel,,1,JUN
3550,IK,186,HighConf,Novel,,8,"SRSF3, RANBP2, PPP2R5E, THOC1, XAB2, SRSF1, EFTUD2, NCSTN"
