EntrezID,GeneSymbol,InputCategory,TRIAGEhits,Pathway,InteractingGenes,NetworkGenePathways
3375,IAPP,MedConf,Yes,,GNG2,"PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
79664,ICE2,MedConf,Yes,,"POLR2J, NCBP2","Pyrimidine metabolism (1), RNA polymerase (1), RNA transport (1), Spliceosome (1)"
3417,IDH1,HighConf,Yes,Citrate cycle (TCA cycle),"MDH2, ETHE1, PHB2","Citrate cycle (TCA cycle) (1), Pyruvate metabolism (1)"
3434,IFIT1,MedConf,Yes,,JAK1,"EGFR tyrosine kinase inhibitor resistance (1), PI3K-Akt signaling pathway (1)"
3442,IFNA5,MedConf,Yes,PI3K-Akt signaling pathway,,
282618,IFNL1,MedConf,Yes,,GHR,PI3K-Akt signaling pathway (1)
10642,IGF2BP1,MedConf,Yes,,HNRNPU,Spliceosome (1)
8517,IKBKG,HighConf,Yes,"PI3K-Akt signaling pathway, Ras signaling pathway, MAPK signaling pathway, T cell receptor signaling pathway",,
3601,IL15RA,MedConf,Yes,,"JAK1, CSF2","EGFR tyrosine kinase inhibitor resistance (1), PI3K-Akt signaling pathway (1), T cell receptor signaling pathway (1)"
53342,IL17D,MedConf,Yes,,GHR,PI3K-Akt signaling pathway (1)
246778,IL27,MedConf,Yes,,JAK1,"EGFR tyrosine kinase inhibitor resistance (1), PI3K-Akt signaling pathway (1)"
3609,ILF3,MedConf,Yes,,"SF3A2, MRPL1, RPL32, LSM3, LSM2, PC","Spliceosome (3), Ribosome (2), Citrate cycle (TCA cycle) (1), Pyruvate metabolism (1)"
92856,IMP4,MedConf,Yes,Ribosome biogenesis in eukaryotes,"DDX49, RPS15A, EXOSC9, EXOSC5, RPS18, RPS8, FBL, RPS23, RPS10, RPS27, RPS4X, RPS6, NOP56, RPS20, NOP58, UTP14A, EXOSC3, MPHOSPH6, HEATR1","Ribosome (9), Ribosome biogenesis in eukaryotes (5), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
3631,INPP4A,MedConf,Yes,,PTEN,"Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), FoxO signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
56623,INPP5E,MedConf,Yes,,"PTEN, PIP5K1C","Focal adhesion (2), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), FoxO signaling pathway (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1)"
54973,INTS11,MedConf,Yes,,"POLR2J, NCBP2","Pyrimidine metabolism (1), RNA polymerase (1), RNA transport (1), Spliceosome (1)"
25896,INTS7,HighConf,Yes,,"POLR2J, NCBP2","Pyrimidine metabolism (1), RNA polymerase (1), RNA transport (1), Spliceosome (1)"
3660,IRF2,MedConf,Yes,,RELA,"HIF-1 signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
3676,ITGA4,MedConf,Yes,"PI3K-Akt signaling pathway, Focal adhesion, Regulation of actin cytoskeleton","VEGFD, FLT4, COL4A4, RAP1B, FLNC","Focal adhesion (5), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), Ras signaling pathway (3), MAPK signaling pathway (2), Relaxin signaling pathway (2)"
23421,ITGB3BP,MedConf,Yes,,"TAOK1, RANBP2, RANGAP1, RPS27, NUP107, NUP133, XPO1, CDC42, NUP85, NUP160","RNA transport (7), MAPK signaling pathway (2), Focal adhesion (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Ribosome (1), Ribosome biogenesis in eukaryotes (1), T cell receptor signaling pathway (1)"
3706,ITPKA,HighConf,Yes,,PTEN,"Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), FoxO signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
3716,JAK1,HighConf,Yes,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway","EGFR, PDGFRA, EGF, GHR, CSF2, IFIT1, PTPN2, IL15RA, IL27, GRB2, AKT1","PI3K-Akt signaling pathway (6), EGFR tyrosine kinase inhibitor resistance (5), Focal adhesion (5), MAPK signaling pathway (5), Phospholipase D signaling pathway (5), Ras signaling pathway (5), ErbB signaling pathway (4), FoxO signaling pathway (4), Rap1 signaling pathway (4), HIF-1 signaling pathway (3), Regulation of actin cytoskeleton (3), Relaxin signaling pathway (3), T cell receptor signaling pathway (3), mTOR signaling pathway (2), Autophagy - animal (1)"
2648,KAT2A,HighConf,Yes,Notch signaling pathway,"ZNRD1, TAF6L, NCOR2, EP300, HDAC7, MAML1, HDAC10, HDAC1, TWISTNB","Notch signaling pathway (4), Pyrimidine metabolism (2), RNA polymerase (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
84078,KBTBD7,HighConf,Yes,,"ATG7, NUP155","Autophagy - animal (1), RNA transport (1)"
3760,KCNJ3,MedConf,Yes,,GNG2,"PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
3761,KCNJ4,MedConf,Yes,,GNG2,"PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
3797,KIF3C,HighConf,Yes,,ARF1,Phospholipase D signaling pathway (1)
90990,KIFC2,MedConf,Yes,,ARF1,Phospholipase D signaling pathway (1)
23008,KLHDC10,MedConf,Yes,,USP7,FoxO signaling pathway (1)
3822,KLRC2,MedConf,Yes,,LCP2,"Rap1 signaling pathway (1), T cell receptor signaling pathway (1)"
9757,KMT2B,MedConf,Yes,Lysine degradation,,
51111,KMT5B,HighConf,Yes,Lysine degradation,"PLOD1, PLOD3",Lysine degradation (2)
9741,LAPTM4A,MedConf,Yes,,HNRNPU,Spliceosome (1)
3937,LCP2,HighConf,Yes,"T cell receptor signaling pathway, Rap1 signaling pathway","FCER1A, KLRC2, GRB2, CDC42, CD8B, CD4, RAP1B, PAK2","T cell receptor signaling pathway (5), Focal adhesion (4), MAPK signaling pathway (4), Ras signaling pathway (4), ErbB signaling pathway (2), Phospholipase D signaling pathway (2), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), EGFR tyrosine kinase inhibitor resistance (1), FoxO signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), Relaxin signaling pathway (1)"
92483,LDHAL6B,MedConf,Yes,"Pyruvate metabolism, Propanoate metabolism","MDH1, PC, PDHA2, ARF1","Citrate cycle (TCA cycle) (3), Pyruvate metabolism (3), HIF-1 signaling pathway (1), Phospholipase D signaling pathway (1)"
64077,LHPP,MedConf,Yes,,"ATP6V1H, ATP6V1E2",mTOR signaling pathway (2)
1902,LPAR1,MedConf,Yes,"PI3K-Akt signaling pathway, Rap1 signaling pathway, Phospholipase D signaling pathway","CHRM2, CXCR4, MTNR1A, HTR1F, RXFP3, EDNRA, NPBWR1, AGTR2, GABBR1, OPRM1, TRH, TAC1, XCL1, RELA, C3, EGFR, GNG2, C5AR1","PI3K-Akt signaling pathway (4), Relaxin signaling pathway (4), Ras signaling pathway (3), HIF-1 signaling pathway (2), MAPK signaling pathway (2), Regulation of actin cytoskeleton (2), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), FoxO signaling pathway (1), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), T cell receptor signaling pathway (1)"
4023,LPL,HighConf,Yes,,"RELA, NCOR2, EP300","HIF-1 signaling pathway (2), Notch signaling pathway (2), FoxO signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
57819,LSM2,MedConf,Yes,Spliceosome,"SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, HNRNPF, PABPN1, SLU7, PPWD1, TRIM56, PRPF3, ILF3, RBM22, SF3A2, HNRNPU, SNRPA1, SF3B3, CLNS1A, PRPF40A, LSM3","Spliceosome (13), RNA transport (2), Pyrimidine metabolism (1), RNA polymerase (1)"
27258,LSM3,HighConf,Yes,Spliceosome,"LSM2, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, HNRNPF, PABPN1, MAP4, PRPF3, ILF3, RBM22, SF3A2, HNRNPU, SNRPA1, SF3B3, CLNS1A, PRPF40A","Spliceosome (12), RNA transport (2), Pyrimidine metabolism (1), RNA polymerase (1)"
51213,LUZP4,MedConf,Yes,,"RANBP2, NUP107, NUP133, NUP153, NCBP2, THOC2, NUP155, NUP85, NUP160, NUP88, NUP62, SLU7, NUP54","RNA transport (12), Spliceosome (3)"
11313,LYPLA2,MedConf,Yes,,EIF2B1,RNA transport (1)
10892,MALT1,MedConf,Yes,T cell receptor signaling pathway,RELA,"HIF-1 signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
9794,MAML1,MedConf,Yes,Notch signaling pathway,"HDAC10, GATA3, HDAC1, KAT2A, SPEN, NCOR2, EP300, HDAC7","Notch signaling pathway (4), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
4124,MAN2A1,MedConf,Yes,N-Glycan biosynthesis,"MGAT1, STX5, GOSR1, COG1, COG7, COG4, COG2, COG3",N-Glycan biosynthesis (1)
84557,MAP1LC3A,MedConf,Yes,,"ATG7, CSNK2A2, ATG12, GABARAPL2, RBM22, GRB2","Autophagy - animal (3), FoxO signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), MAPK signaling pathway (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), Ribosome biogenesis in eukaryotes (1), Spliceosome (1), T cell receptor signaling pathway (1)"
4134,MAP4,HighConf,Yes,,"RPS20, LSM3","Ribosome (1), Spliceosome (1)"
23162,MAPK8IP3,MedConf,Yes,MAPK signaling pathway,,
4190,MDH1,MedConf,Yes,"Pyruvate metabolism, Citrate cycle (TCA cycle)","MDH2, SPR, PC, LDHAL6B","Pyruvate metabolism (3), Citrate cycle (TCA cycle) (2), Propanoate metabolism (1)"
4191,MDH2,MedConf,Yes,"Pyruvate metabolism, Citrate cycle (TCA cycle)","PC, MDH1, CLNS1A, IDH1","Citrate cycle (TCA cycle) (3), Pyruvate metabolism (2), RNA transport (1)"
23195,MDN1,HighConf,Yes,Ribosome biogenesis in eukaryotes,,
51102,MECR,MedConf,Yes,,HADHA,"Lysine degradation (1), Propanoate metabolism (1)"
9282,MED14,HighConf,Yes,,"NCOR2, EP300","Notch signaling pathway (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
9442,MED27,MedConf,Yes,,"NCOR2, EP300","Notch signaling pathway (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
80306,MED28,HighConf,Yes,,"NCOR2, EP300","Notch signaling pathway (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
29079,MED4,HighConf,Yes,,"NCOR2, EP300","Notch signaling pathway (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
10001,MED6,HighConf,Yes,,"NCOR2, EP300","Notch signaling pathway (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
9443,MED7,HighConf,Yes,,"NCOR2, EP300","Notch signaling pathway (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
4208,MEF2C,MedConf,Yes,MAPK signaling pathway,"ELSPBP1, CDC42, AKT1, ACTA1, NCOR2, EP300, NFATC3","MAPK signaling pathway (3), T cell receptor signaling pathway (3), Focal adhesion (2), FoxO signaling pathway (2), HIF-1 signaling pathway (2), Notch signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1), Relaxin signaling pathway (1)"
4245,MGAT1,HighConf,Yes,N-Glycan biosynthesis,MAN2A1,N-Glycan biosynthesis (1)
23609,MKRN2,HighConf,Yes,,PAIP1,RNA transport (1)
4312,MMP1,MedConf,Yes,Relaxin signaling pathway,"EP300, EDNRA","FoxO signaling pathway (1), HIF-1 signaling pathway (1), Notch signaling pathway (1)"
4342,MOS,HighConf,Yes,"Regulation of actin cytoskeleton, MAPK signaling pathway",RRAS2,"Autophagy - animal (1), MAPK signaling pathway (1), Phospholipase D signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1)"
10200,MPHOSPH6,HighConf,Yes,,"HEATR1, IMP4, RPL37, RPL6, RPL9, PRPF3, FBL, RPL18A, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPL7A, RPL10A, RPS6, NOP56, RPL18, RPL17, NOP58, RPL32, UTP14A","Ribosome (15), Ribosome biogenesis in eukaryotes (6), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), Spliceosome (1)"
65008,MRPL1,MedConf,Yes,Ribosome,"MRPL50, MRPL19, MRRF, ILF3, RPS20, ATP6V1H","Ribosome (2), mTOR signaling pathway (1)"
9801,MRPL19,MedConf,Yes,Ribosome,"MRRF, MRPL1, MRPL50",Ribosome (1)
54534,MRPL50,MedConf,Yes,,"MRPL19, MRPL1",Ribosome (2)
92399,MRRF,MedConf,Yes,,"MRPL1, MRPL19",Ribosome (2)
4515,MTCP1,MedConf,Yes,PI3K-Akt signaling pathway,,
64419,MTMR14,MedConf,Yes,Autophagy - animal,,
4543,MTNR1A,MedConf,Yes,,"RXFP3, GNG2, LPAR1, CHRM2","PI3K-Akt signaling pathway (3), Relaxin signaling pathway (2), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1)"
2475,MTOR,MedConf,Yes,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, mTOR signaling pathway, HIF-1 signaling pathway, ErbB signaling pathway, Autophagy - animal, Phospholipase D signaling pathway","RELA, EIF4E, CDC42, AKT1, EGFR, RPS6KB1, EGF, RRAGB, EIF4EBP2, GRB2, CYCS","PI3K-Akt signaling pathway (7), EGFR tyrosine kinase inhibitor resistance (6), HIF-1 signaling pathway (6), MAPK signaling pathway (6), Ras signaling pathway (6), ErbB signaling pathway (5), Focal adhesion (5), mTOR signaling pathway (5), FoxO signaling pathway (4), Phospholipase D signaling pathway (4), Rap1 signaling pathway (4), Relaxin signaling pathway (4), T cell receptor signaling pathway (4), Autophagy - animal (3), Regulation of actin cytoskeleton (3), RNA transport (2)"
4632,MYL1,MedConf,Yes,,NUP107,RNA transport (1)
93408,MYL10,MedConf,Yes,"Focal adhesion, Regulation of actin cytoskeleton","MYLK4, ACTA2","Focal adhesion (1), Regulation of actin cytoskeleton (1), Relaxin signaling pathway (1)"
340156,MYLK4,MedConf,Yes,"Focal adhesion, Regulation of actin cytoskeleton","PAK2, MYL10","Focal adhesion (2), Regulation of actin cytoskeleton (2), ErbB signaling pathway (1), MAPK signaling pathway (1), Ras signaling pathway (1), T cell receptor signaling pathway (1)"
399687,MYO18A,MedConf,Yes,,"FGF2, FGF9","MAPK signaling pathway (2), PI3K-Akt signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), EGFR tyrosine kinase inhibitor resistance (1)"
93649,MYOCD,MedConf,Yes,,ACTA2,Relaxin signaling pathway (1)
22916,NCBP2,MedConf,Yes,"RNA transport, Spliceosome","CHERP, THOC2, NUP155, NUP85, NUP160, NUP88, HNRNPF, PABPN1, NUP62, SLU7, ERCC3, NUP54, FGF2, RPL37, CCNT1, INTS7, INTS11, CTDP1, GEMIN2, PPWD1, POLDIP3, ICE2, RPL39L, LUZP4, RPL6, RANBP2, RPS15A, RPL9, PRPF3, RBM22, RPS18, SF3A2, RPS8, HNRNPU, ETF1, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, SNRPA1, RPL32, NUP107, NUP133, NUP153, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, PPP2R2A, SF3A1, SUGP1, ELAVL1, POLR2J, EIF4E","Ribosome (23), Spliceosome (14), RNA transport (13), PI3K-Akt signaling pathway (4), EGFR tyrosine kinase inhibitor resistance (3), HIF-1 signaling pathway (2), mTOR signaling pathway (2), MAPK signaling pathway (1), Pyrimidine metabolism (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), RNA polymerase (1)"
9612,NCOR2,HighConf,Yes,Notch signaling pathway,"EP300, HDAC7, MAML1, MEF2C, GPS2, HDAC10, LPL, HDAC1, KAT2A, AKT1, MED14, TAF6L, MED6, MED4, MED27, MED28, MED7, PHF12","Notch signaling pathway (4), FoxO signaling pathway (2), HIF-1 signaling pathway (2), MAPK signaling pathway (2), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
4775,NFATC3,MedConf,Yes,"MAPK signaling pathway, T cell receptor signaling pathway","MEF2C, EGR2, CSF2","MAPK signaling pathway (1), T cell receptor signaling pathway (1)"
378884,NHLRC1,MedConf,Yes,,GYS1,PI3K-Akt signaling pathway (1)
10528,NOP56,MedConf,Yes,Ribosome biogenesis in eukaryotes,"RPS20, RPL18, NOP58, UTP14A, SSB, RSL1D1, EXOSC3, MPHOSPH6, HEATR1, IMP4, DDX49, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPS18, RPS8, FBL, RPL18A, RPS23, RPL4, RPL7, RPS10, RPS27, RPS4X, CCT3, RPS6","Ribosome (14), Ribosome biogenesis in eukaryotes (5), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), RNA transport (1)"
51602,NOP58,MedConf,Yes,Ribosome biogenesis in eukaryotes,"UTP14A, RSL1D1, EXOSC3, MPHOSPH6, POLR3F, HEATR1, IMP4, DDX49, RPL6, RPS15A, EXOSC9, EXOSC5, PRPF3, RPS18, RPS8, HNRNPU, FBL, RPL18A, RPS23, RPL4, RPL7, RPS10, RPS27, RPS4X, RPS6, NOP56, RPS20","Ribosome (13), Ribosome biogenesis in eukaryotes (5), Spliceosome (2), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), Pyrimidine metabolism (1), RNA polymerase (1)"
147111,NOTUM,MedConf,Yes,,"WNT1, WNT11, WNT10A",mTOR signaling pathway (3)
2831,NPBWR1,MedConf,Yes,,"GNG2, LPAR1, CHRM2, RXFP3","PI3K-Akt signaling pathway (3), Relaxin signaling pathway (2), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1)"
9542,NRG2,MedConf,Yes,"EGFR tyrosine kinase inhibitor resistance, ErbB signaling pathway","EGFR, EGF","EGFR tyrosine kinase inhibitor resistance (2), ErbB signaling pathway (2), Focal adhesion (2), FoxO signaling pathway (2), HIF-1 signaling pathway (2), MAPK signaling pathway (2), Phospholipase D signaling pathway (2), PI3K-Akt signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), Relaxin signaling pathway (1)"
7468,NSD2,MedConf,Yes,,"PLOD1, PLOD3, UBE2V2, UIMC1",Lysine degradation (2)
4926,NUMA1,MedConf,Yes,,"EIF3I, EIF3H",RNA transport (2)
57122,NUP107,HighConf,Yes,RNA transport,"NUP133, NUP153, XPO1, SNRPB, CENPQ, EIF4E, NCBP2, CDC42, THOC2, ZWILCH, NUP155, NUP85, AHCTF1, NUP160, NUP88, NUP62, SPEN, SLU7, ITGB3BP, NUP54, SENP2, MYL1, GLE1, RCC1, TAOK1, GEMIN2, POLDIP3, LUZP4, RANBP2, RANGAP1, RPS27, CLASP1, HSPA4, GCK","RNA transport (16), Spliceosome (4), MAPK signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Ribosome (1), Ribosome biogenesis in eukaryotes (1), T cell receptor signaling pathway (1)"
55746,NUP133,HighConf,Yes,RNA transport,"NUP153, XPO1, SNRPB, CENPQ, EIF4E, NCBP2, CDC42, THOC2, ZWILCH, NUP155, NUP85, AHCTF1, NUP160, NUP88, NUP62, SLU7, ITGB3BP, FLNC, NUP54, SENP2, WWOX, TAOK1, GEMIN2, POLDIP3, LUZP4, RANBP2, RANGAP1, RPS27, CLASP1, HSPA4, GCK, DDX3X, NUP107","RNA transport (16), Spliceosome (4), MAPK signaling pathway (3), Focal adhesion (2), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Ribosome (1), Ribosome biogenesis in eukaryotes (1), T cell receptor signaling pathway (1)"
9972,NUP153,HighConf,Yes,RNA transport,"XPO1, SNRPB, EIF4E, NCBP2, THOC2, NUP155, NUP85, NUP160, NUP88, NUP62, SLU7, NUP54, SENP2, GLE1, RCC1, GEMIN2, POLDIP3, LUZP4, RANBP2, RANGAP1, HDAC1, HSPA4, GCK, NUP107, NUP133","RNA transport (16), Spliceosome (4), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Ribosome biogenesis in eukaryotes (1)"
9631,NUP155,HighConf,Yes,RNA transport,"NUP85, NUP160, NUP88, NUP62, SLU7, KBTBD7, NUP54, GEMIN2, POLDIP3, LUZP4, RANBP2, RANGAP1, HSPA4, GCK, NUP107, NUP133, NUP153, SNRPB, EIF4E, NCBP2, THOC2","RNA transport (14), Spliceosome (4), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
23279,NUP160,HighConf,Yes,RNA transport,"NUP88, NUP62, SLU7, ITGB3BP, NUP54, TAOK1, GEMIN2, POLDIP3, LUZP4, RANBP2, RANGAP1, RPS27, CLASP1, HSPA4, GCK, NUP107, NUP133, NUP153, XPO1, SNRPB, CENPQ, EIF4E, NCBP2, CDC42, THOC2, ZWILCH, NUP155, NUP85, STX5, AHCTF1","RNA transport (15), Spliceosome (4), MAPK signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Ribosome (1), Ribosome biogenesis in eukaryotes (1), T cell receptor signaling pathway (1)"
53371,NUP54,MedConf,Yes,RNA transport,"GEMIN2, POLDIP3, LUZP4, RANBP2, RANGAP1, HSPA4, GCK, NUP107, NUP133, NUP153, SNRPB, EIF4E, NCBP2, THOC2, NUP155, NUP85, NUP160, NUP88, NUP62, SPEN, SLU7","RNA transport (14), Spliceosome (4), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
23636,NUP62,MedConf,Yes,RNA transport,"SLU7, NUP54, GEMIN2, POLDIP3, HEATR5A, TOMM40L, LUZP4, CD34, RANBP2, RANGAP1, HDAC1, HSPA4, GCK, NUP107, NUP133, NUP153, XPO1, SNRPB, EIF4E, NCBP2, THOC2, NUP155, NUP85, NUP160, NUP88","RNA transport (15), Spliceosome (4), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Ribosome biogenesis in eukaryotes (1)"
79902,NUP85,HighConf,Yes,RNA transport,"AHCTF1, NUP160, NUP88, NUP62, SLU7, ITGB3BP, NUP54, TAOK1, GEMIN2, POLDIP3, LUZP4, RANBP2, RANGAP1, RPS27, CLASP1, HSPA4, GCK, NUP107, NUP133, NUP153, XPO1, SNRPB, CENPQ, EIF4E, NCBP2, CDC42, THOC2, ZWILCH, NUP155","RNA transport (15), Spliceosome (4), MAPK signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Ribosome (1), Ribosome biogenesis in eukaryotes (1), T cell receptor signaling pathway (1)"
4927,NUP88,MedConf,Yes,RNA transport,"NUP62, SLU7, NUP54, GEMIN2, POLDIP3, LUZP4, RANBP2, RANGAP1, HSPA4, GCK, NUP107, NUP133, NUP153, XPO1, SNRPB, EIF4E, NCBP2, THOC2, NUP155, NUP85, NUP160","RNA transport (15), Spliceosome (4), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1), Ribosome biogenesis in eukaryotes (1)"
4942,OAT,MedConf,Yes,,ALDH1B1,"Lysine degradation (1), Pyruvate metabolism (1)"
8473,OGT,MedConf,Yes,,"AKT1, CRTC2, GYS1","PI3K-Akt signaling pathway (3), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), FoxO signaling pathway (1), HIF-1 signaling pathway (1), MAPK signaling pathway (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
611,OPN1SW,MedConf,Yes,,GNG2,"PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
4988,OPRM1,MedConf,Yes,,"GNG2, LPAR1, CHRM2, RXFP3","PI3K-Akt signaling pathway (3), Relaxin signaling pathway (2), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1)"
8106,PABPN1,MedConf,Yes,,"SLU7, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, SF3A1, POLR2J, NCBP2, CHERP, THOC2","Spliceosome (15), RNA transport (2), Pyrimidine metabolism (1), RNA polymerase (1)"
10605,PAIP1,MedConf,Yes,RNA transport,"EIF3G, EIF4E, MKRN2","RNA transport (2), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
