"GeneSymbol","X","EntrezID","Zscore","NetworkDegree","Exp_Stat_Value","KEGGdb","LowestCSAscore","LowestCSAscoreCorrected","ZSdes","NAdes","CSAdes","Replicate1","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Pathway"
"LYPLA1",394,"10434",0.432,0,1,"Present",0.972,0.972,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"LYPLA2",1159,"11313",-0.827,0,1,"Present",1.155,1.155,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"LYPLAL1",1846,"127018",0.464,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYRM1",11927,"57149",-0.051,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYRM2",11983,"57226",-0.181,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYRM4",11910,"57128",-0.959,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYRM5",2466,"144363",1.131,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYRM7",17008,"90624",0.031,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYRM9",3735,"201229",-0.611,0,1,"Absent",0.434,0.434,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYSMD1",8075,"388695",1.152,0,0,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYSMD2",5216,"256586",0.968,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYSMD3",1384,"116068",-3.582,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"LYSMD4",2514,"145748",0.958,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYST",1151,"1130",0.122,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYVE1",777,"10894",0.435,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYZ",8551,"4069",1.551,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"LYZL1",16096,"84569",-2.5,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"LYZL2",1529,"119180",-0.823,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LYZL4",2040,"131375",-1.119,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"LYZL6",11930,"57151",0.538,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LZIC",15995,"84328",0.554,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LZTFL1",10496,"54585",1.513,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LZTR1",15498,"8216",-0.118,0,1,"Absent",0.906,0.906,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LZTS1",1027,"11178",1.497,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"LZTS2",16035,"84445",-5.034,4,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"LZTS3",17900,"9762",-0.862,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"M1AP",2028,"130951",-1.897,0,1,"Absent",0.854,0.854,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"M6PR",8556,"4074",0.025,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAATS1",16859,"89876",1.538,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAB21L1",8564,"4081",0.166,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAB21L2",536,"10586",-0.028,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAB21L3",1839,"126868",-0.854,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MACC1",7444,"346389",-0.785,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MACF1",4810,"23499",-1.162,3,1,"Absent",1.155,1.155,"0","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MACROD1",6538,"28992",-0.108,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MACROD2",2349,"140733",-0.279,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAD1L1",15713,"8379",2.433,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAD2L1",8569,"4085",0.545,0,1,"Present",0.892,0.892,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAD2L1BP",17740,"9587",-0.374,0,1,"Absent",NA,0.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAD2L2",417,"10459",-2.404,4,1,"Present",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"No",0.5,"No",0.5,"Yes",1,"No",1,"Yes",1,"No",1,"Yes",1,"No",1,"Yes",1,"Shigellosis ; Bacterial invasion of epithelial cells ; Cell cycle ; Progesterone-mediated oocyte maturation"
"MADCAM1",15439,"8174",1.102,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MADD",16495,"8567",-2.444,2,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAEA",283,"10296",0.083,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAEL",16305,"84944",0.353,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAF",8579,"4094",0.663,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAF1",15910,"84232",-1.632,4,1,"Absent",1.155,1.155,"0","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"Yes",1,"Missing",0.5,"Yes",1,"Missing",0.5,"Yes",1,"Missing",0.5,NA
"MAFB",18056,"9935",-3.142,2,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAFF",4962,"23764",-0.18,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAFG",8580,"4097",-8.075,5,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAFK",14860,"7975",0.203,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAG",8581,"4099",0.708,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAGEA1",8584,"4100",0.947,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA10",8592,"4109",0.145,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA11",8594,"4110",1.013,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA12",8595,"4111",1.461,0,0,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA2",8585,"4101",-1.282,0,0,"Absent",0.868,0.868,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGEA2B",5753,"266740",-0.201,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA3",8586,"4102",2.289,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA4",8587,"4103",-0.174,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA5",8588,"4104",1.487,0,0.5,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA6",8589,"4105",0.209,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA8",8590,"4107",-1.686,0,1,"Absent",1.155,1.155,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGEA9",8591,"4108",0.374,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEA9B",14124,"728269",0.56,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEB1",8596,"4112",0.938,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEB10",2281,"139422",-1.475,0,0,"Absent",0.972,0.972,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGEB18",6463,"286514",-1.021,1,1,"Absent",0.972,0.972,"0","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGEB2",8597,"4113",-0.188,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEB3",8598,"4114",1.187,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEB4",8599,"4115",0.74,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEB6",3035,"158809",-1.028,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGEC1",18068,"9947",-0.023,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEC2",9846,"51438",-1.714,0,1,"Absent",1.155,1.155,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGEC3",2264,"139081",-0.309,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGED1",17660,"9500",-0.601,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAGED2",798,"10916",-0.79,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGED4B",15382,"81557",-1.59,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGEE1",12225,"57692",-1.145,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGEE2",2286,"139599",0.412,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEF1",12985,"64110",-1.2,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGEH1",6531,"28986",2.157,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAGEL2",10477,"54551",-2.994,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGI1",17292,"9223",-0.965,0,1,"Present",1.155,1.155,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAGI2",17990,"9863",0.067,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAGI3",5496,"260425",1.137,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAGIX",14996,"79917",-1.058,0,0,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAGOH",8600,"4116",-0.12,0,1,"Present",1,1,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAGOHB",10860,"55110",0.616,0,1,"Present",1,1,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAGT1",15811,"84061",0.748,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAK",8601,"4117",1.557,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAK16",16088,"84549",0.67,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAL",8602,"4118",1.067,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAL2",1254,"114569",0.198,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MALL",14520,"7851",1.033,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MALSU1",1347,"115416",-0.962,0,1,"Absent",0.418,0.418,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MALT1",775,"10892",0.485,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAMDC2",5220,"256691",-0.51,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAMDC4",2998,"158056",-0.851,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAML1",17931,"9794",-0.169,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAML2",16033,"84441",-1.14,0,1,"Present",1,1,"0","0","0",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"MAML3",11165,"55534",1.084,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAMLD1",45,"10046",0.339,0,1,"Absent",0.434,0.434,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAMSTR",6289,"284358",0.041,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAN1A1",8604,"4121",-0.456,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAN1A2",788,"10905",-0.27,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAN1B1",1098,"11253",4.548,0,1,"Present",1.155,1.155,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAN1C1",11915,"57134",-0.003,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAN2A1",8607,"4124",-1.661,1,1,"Present",0.004,0.004,"0","HitbyNA","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAN2A2",8605,"4122",-0.027,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAN2B1",8608,"4125",0.584,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAN2B2",4686,"23324",0.472,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAN2C1",8606,"4123",-0.923,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MANBA",8609,"4126",0.276,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MANBAL",12899,"63905",-0.236,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MANEA",14814,"79694",0.197,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MANEAL",2695,"149175",-1.183,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MANF",14530,"7873",1.856,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MANSC1",10533,"54682",-1.443,0,1,"Absent",0.573,0.573,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"MAOA",8610,"4128",-0.887,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAOB",8611,"4129",1.225,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"MAP1A",8612,"4130",1.041,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAP1B",8613,"4131",-0.407,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAP1LC3A",16092,"84557",-0.444,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAP1LC3B",15425,"81631",-0.115,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAP1LC3C",8858,"440738",0.149,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAP1S",10945,"55201",0.009,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAP2",8614,"4133",-0.98,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"MAP2K1",11520,"5604",-0.291,0,1,"Present",1,1,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAP2K2",11521,"5605",2.236,0,1,"Present",1.155,1.155,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAP2K3",11523,"5606",0.05,0,1,"Present",1,1,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAP2K4",13014,"6416",0.924,0,1,"Present",1,1,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"MAP2K5",11527,"5607",1.385,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
