"GeneSymbol","EntrezID","X","Zscore","NetworkDegree","Exp_Stat_Value","KEGGdb","LowestCSAscore","LowestCSAscoreCorrected","ZSdes","NAdes","CSAdes","Replicate1","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Pathway"
"PGAM1","5223",10110,0.514,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGAM2","5224",10111,-1.269,0,0,"Present",1,1,"0","0","0",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"Yes",1,"No",0.5,"Yes",1,"No",0.5,NA
"PGAM4","441531",8887,0.039,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGAM5","192111",3544,-1.2,5,1,"Absent",1,1,"0","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"Yes",1,"Missing",0.5,"Yes",1,"Missing",0.5,"Yes",1,"Missing",0.5,NA
"PGAP1","80055",15078,-0.15,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGAP2","27315",5997,0.35,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGAP3","93210",17441,-0.118,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGBD1","84547",16086,1.8,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGBD2","267002",5768,-1.466,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PGBD3","267004",5769,0.748,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGBD4","161779",3120,-0.162,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGBD5","79605",14744,0.022,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGC","5225",10112,-1.175,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PGD","5226",10113,-1.412,4,1,"Present",1.155,1.155,"0","HitbyNA","HitbyCSA",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"PGF","5228",10114,0.449,0,1,"Present",1,1,"0","0","0",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"PGGT1B","5229",10115,-0.992,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGK1","5230",10117,-0.11,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGK2","5232",10118,1.179,0,1,"Present",1.155,1.155,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGLS","25796",5282,0.477,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGLYRP1","8993",16875,0.055,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGLYRP2","114770",1263,-0.251,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGLYRP3","114771",1264,-3.03,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PGLYRP4","57115",11898,1.006,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGM1","5236",10119,-0.247,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGM2","55276",11016,0.356,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGM2L1","283209",6156,0.005,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGM3","5238",10120,-0.969,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGM5","5239",10121,-0.794,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGP","283871",6227,-0.205,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PGPEP1","54858",10637,-0.408,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGR","5241",10122,2.379,0,0,"Present",1.155,1.155,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"PGRMC1","10857",744,0.712,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGRMC2","10424",385,0.732,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PGS1","9489",17649,1.353,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHACTR1","221692",4154,0.87,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHACTR3","116154",1397,-0.568,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHACTR4","65979",13545,-0.191,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHAX","51808",10073,-0.656,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"PHB","5245",10125,0.098,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHB2","11331",1190,-1.144,7,1,"Absent",0.973,0.973,"0","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PHC1","1911",3539,1.017,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHC2","1912",3540,-2.295,6,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PHC3","80012",15061,2.125,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHEX","5251",10128,-0.761,0,1,"Absent",0.972,0.972,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF1","5252",10129,-0.278,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF10","55274",11014,-0.094,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF11","51131",9609,-0.91,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF12","57649",12198,-1.599,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"Yes",1,"Missing",0.5,"Yes",1,"Missing",0.5,"Yes",1,"Missing",0.5,NA
"PHF13","148479",2665,1.547,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF14","9678",17820,0.159,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF19","26147",5554,0.724,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF2","5253",10130,-0.01,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF20","51230",9684,-1.092,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PHF20L1","51105",9584,-0.535,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF21A","51317",9765,-1.452,1,1,"Absent",1.155,1.155,"0","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"Yes",1,"Missing",0.5,"Yes",1,"Missing",0.5,"Yes",1,"Missing",0.5,NA
"PHF21B","112885",1142,0.015,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF23","79142",14631,-1.295,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PHF3","23469",4792,1.263,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF5A","84844",16228,-3.754,6,1,"Present",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Spliceosome"
"PHF6","84295",15965,0.308,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF7","51533",9910,0.716,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHF8","23133",4521,-0.024,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHGDH","26227",5596,0.542,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHIP","55023",10791,0.873,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHKA1","5255",10131,-0.456,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHKA2","5256",10132,1.067,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHKB","5257",10133,-1.174,2,1,"Present",0.973,0.973,"0","HitbyNA","HitbyCSA",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"PHKG1","5260",10135,-0.352,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHKG2","5261",10136,0.894,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHLDA1","22822",4276,0.438,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHLDA2","7262",14093,-1.36,0,1,"Absent",0.972,0.972,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PHLDA3","23612",4906,2.619,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHLDB1","23187",4567,0.054,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHLDB2","90102",16902,-0.368,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHLPP1","23239",4612,-0.487,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHLPP2","23035",4442,0.685,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHOSPHO1","162466",3141,0.003,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHOSPHO2","493911",9276,1.127,0,1,"Present",1.155,1.155,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHOX2A","401",8421,-0.609,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHOX2B","8929",16802,1.913,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHPT1","29085",6571,0.087,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHRF1","57661",12206,0.498,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHTF1","10745",666,0.938,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHTF2","57157",11935,-0.587,0,1,"Absent",0.686,0.686,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHYH","5264",10137,1.671,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PHYHD1","254295",5122,0.92,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHYHIP","9796",17932,0.33,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHYHIPL","84457",16045,0.923,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PHYKPL","85007",16349,-0.06,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PI16","221476",4141,-1.147,0,1,"Absent",1.155,1.155,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PI3","5266",10139,-0.803,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PI4K2A","55361",11103,0.921,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PI4K2B","55300",11045,0.177,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PI4KA","5297",10169,1.091,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PI4KAP2","375133",7807,0.888,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PI4KB","5298",10170,-0.976,0,1,"Present",0.81,0.81,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIANP","196500",3602,0.333,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PIAS1","8554",16482,-0.025,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"PIAS2","9063",17010,0.133,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"PIAS3","10401",367,0.429,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"PIAS4","51588",9945,-0.866,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"PIBF1","10464",423,0.771,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PICALM","8301",15538,0.726,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PICK1","9463",17625,2.928,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PID1","55022",10790,0.724,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PIDD1","55367",11109,-0.652,0,1,"Absent",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIEZO1","9780",17917,-0.77,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PIEZO2","63895",12892,0.73,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PIF1","80119",15094,1.428,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PIFO","128344",1910,-0.504,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PIGA","5277",10151,0.303,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGB","9488",17648,0.603,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGC","5279",10152,1.713,0,1,"Present",1.155,1.155,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGF","5281",10154,1.922,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGG","54872",10652,-0.306,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGH","5283",10155,1.531,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGK","10026",34,-0.845,0,1,"Present",0.972,0.972,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGL","9487",17647,-0.353,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGM","93183",17434,-1.147,0,1,"Present",1,1,"0","0","0",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"PIGN","23556",4864,-0.749,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGO","84720",16180,0.664,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGP","51227",9682,-1.545,0,1,"Present",1,1,"0","0","0",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"PIGQ","9091",17059,-0.193,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGR","5284",10156,-1.093,2,1,"Present",0.791,0.791,"0","HitbyNA","HitbyCSA",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"PIGS","94005",17540,1.213,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGT","51604",9956,-0.114,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGU","128869",1945,1.133,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGV","55650",11244,-2.624,0,1,"Present",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"PIGW","284098",6253,0.048,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGX","54965",10738,1.113,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGY","84992",16344,0.19,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIGZ","80235",15164,-0.802,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIH1D1","55011",10781,-0.493,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PIH1D2","120379",1568,2.251,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"PIH1D3","139212",2270,-1.116,0,0,"Absent",0.868,0.868,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"PIK3AP1","118788",1515,0.722,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"No",0,"No",0,"No",0,NA
"PIK3C2A","5286",10157,-1.91,4,1,"Present",1.128,1.128,"0","HitbyNA","HitbyCSA",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"PIK3C2B","5287",10158,-0.666,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIK3C2G","5288",10159,-0.948,0,0,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"PIK3C3","5289",10160,0.68,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
