"","GeneSymbol","GeneMappingID","Group","EntrezID","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"278","PRNP",351,"Novel","5621","Prion diseases","HSPA5",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"279","PRPF38A",300,"Novel","84950","Spliceosome","SRSF3, MFAP1, SRPK2, SRPK1, RBM39",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"280","PRPF8",57,"Novel","10594","Spliceosome","PLRG1, SNW1, SF3B1, XAB2, SF3B2, SNRPD3, LUC7L, LSM4, EFTUD2, LSM6, BCAS2, CD2BP2, HNRNPM, DDX3X, UBL5, UBC, CDC5L, MFAP1",18,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"281","PSMA1",21,"Novel","5682","Proteasome","PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PARK2, PSMD6, PSMA4, KLHL8, PSMB1, PSMC5, PSMB2, PSMD3, POMP, PSMD2, PSMD11, PSMB4, PSMD1, PSMA5, PSMA7, PSMA6, PSMA2, PSMD12, PSMD7, UBC",25,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"282","PSMA2",15,"Novel","5683","Proteasome","PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, PSMA4, KLHL8, PSMC5, VCP, POMP, UBC, PSMB4, PSMA7, PSMD2, PSMD1, PSMD12, PSMD11, PSMB1",25,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"283","PSMA3",25,"Novel","5684","Proteasome","PSMC2, PSMD6, PSMA4, KLHL8, PSMD11, STUB1, PSMB2, PSMD3, PSMA1, PSMA7, PSMC5, PSMA5, PSMD2, PSMB1, PSMA2, PSMD12, PSMB4, UBC, PSMD7, PSMC4, PSMC1, PSMB5, PSMA6, PSMD1, POMP",25,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"284","PSMA4",209,"Novel","5685","Proteasome","PSMC5, PSMD12, PSMD6, PARK2, PSMA2, PSMD1, PSMB1, PSMA1, WDR5B, PSMC1, PSMC4, PSMD7, PSMA3, PSMC2, PSMA5, PSMB5, PSMA7, PSMB4, PSMA6, WDR5, UBB, PSMB2, PSMD2, UBC, POMP, PSMD3, PSMD11",27,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"285","PSMA5",18,"Novel","5686","Proteasome","PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, CDX2, PSMA4, KLHL8, PSMD12, PSMD1, PSMB1, PSMD11, PSMA7, PSMA2, PSMD2, UBC, PSMB2, PSMC5, PSMB4, PSMA6, POMP",25,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"286","PSMA6",16,"Novel","5687","Proteasome","PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, COPS5, COPS2, PSMA4, PSMB4, POMP, PSMD2, PSMD1, PSMD11, PSMA2, PSMB1, PSMD12, PSMA7, PSMC5, UBC",25,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"287","PSMA7",6,"Novel","5688","Proteasome","PSMD2, PSMD11, PSMD1, PSMC5, POMP, PSMB4, PSMD12, PSMA2, PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, PSMA4, KLHL8, UBC, PSMB1",24,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"288","PSMB1",5,"Novel","5689","Proteasome","PSMA7, PSMD2, PSMD11, PSMD1, PSMC5, POMP, PSMB4, PSMD12, PSMA2, PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, PSMA4, UBC",23,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"289","PSMB2",17,"Novel","5690","Proteasome","PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, PSMA4, PSMA2, PSMD2, PSMD12, PSMD11, POMP, PSMB4, UBB, VCP, PSMA7, UBC, PSMC5, PSMD1, PSMB1, PSMA6",25,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"290","PSMB4",13,"Novel","5692","Proteasome","PSMD12, PSMA2, PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, PSMA4, PSMD2, PSMD11, UBC, PSMD1, POMP, SMAD1, PSMA7, PSMC5, PSMB1",24,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"291","PSMB5",24,"Novel","5693","Proteasome","PSMA3, PSMC2, PSMD6, PSMA4, PSMB1, PSMD7, PSMA1, PSMB4, PSMA6, PSMB2, PSMD11, PSMD3, PSMC1, PSMD2, PSMA2, UBC, PSMA5, POMP, PSMA7, PSMC5, PSMC4, PSMD12, PSMD1",23,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"292","PSMC1",23,"Novel","5700","Proteasome","PSMB5, PSMA3, PSMC2, SIN3A, PSMD6, COPS2, PAAF1, PSMA4, SIN3B, NR4A1, PSMA7, PSMB4, UBC, PSMB2, PSMD1, PSMD2, PSMD12, PSMA1, PSMC4, PSMD3, PSMA6, PSMD11, PSMC5, UBB, PSMA2, PSMD7, PSMA5, PSMB1",28,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"293","PSMC2",26,"Novel","5701","Proteasome","SIN3A, PSMD6, PAAF1, PSMA4, UBQLN4, SIN3B, PSMB2, PSMA3, PSMD11, PSMD2, PSMB4, PSMD3, POMP, UBB, PSMD12, PSMA2, PSMA1, PSMD7, PSMD1, UBC, PSMA7, PSMA5, PSMC4, PSMC5, PSMC1, PSMB5, PSMB1, PSMA6",28,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"294","PSMC4",22,"Novel","5704","Proteasome","PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, CDX2, PAAF1, PSMA4, PSMA2, PSMB2, PSMD2, PSMB4, PSMD1, PSMD12, PSMD7, PSMD3, UBC, PSMC5, PSMA6, PSMA1, PSMA5, PSMD11, PSMB1, PSMA7",24,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"295","PSMC5",11,"Novel","5705","Proteasome","PSMB4, PSMD12, PSMA2, PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PARK2, PSMD6, SP1, COPS2, PAAF1, PSMA4, PSMD2, UBC, PSMB1, PSMD11, PSMA7, PSMD1",26,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"296","PSMD1",9,"Novel","5707","Proteasome","PSMC5, PSMB4, PSMD12, PSMA2, PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, PAAF1, PSMA4, PSMA7, PSMD2, PSMD11, PSMB1, UBC",23,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"297","PSMD11",8,"Novel","5717","Proteasome","PSMD1, PSMC5, PSMB4, PSMD12, PSMA2, PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, PAAF1, PSMA4, PSMB1, PSMA7, PSMD2, UBC",23,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"298","PSMD12",14,"Novel","5718","Proteasome","PSMA2, PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, SIN3A, PSMD6, COPS5, PAAF1, PSMA4, SIN3B, PSMB4, VCP, PSMD1, PSMD2, PSMD11, UBC, PSMB1, PSMA7, PSMC5",27,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"299","PSMD2",7,"Novel","5708","Proteasome","PSMD11, PSMD1, PSMC5, PSMB4, PSMD12, PSMA2, PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, CDX2, PAAF1, PSMA4, NSFL1C, UBQLN4, TNFRSF1A, NR4A1, UBB, PSMB1, UBC, PSMA7",29,NA,0,"TNFRSF1A",1,"",0,NA,0,"TNFRSF1A",1,"",0,1
"300","PSMD3",20,"Novel","5709","Proteasome","PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, PAAF1, PSMA4, PSMA6, PSMD7, PSMB1, UBB, PSMD2, PSMB2, PSMD12, PSMA7, PSMD1, PSMA2, PSMA5, PSMB4, UBC, PSMC5, PSMD11",24,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"301","PSMD6",40,"Novel","9861","Proteasome","PAAF1, PSMA4, PSMD2, PSMB5, PSMC4, PSMA3, PSMB4, PSMC1, PSMD11, PSMA5, PSMA2, PSMB2, PSMA1, PSMD12, PSMD3, UBC, PSMD1, PSMA6, PSMB1, PSMA7, PSMC2, PSMC5, PSMD7",23,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"302","PSMD7",19,"Novel","5713","Proteasome","PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, PSMD6, PAAF1, PSMA4, PSMD12, PSMA5, PSMC5, PSMA2, PSMA6, PSMD1, PSMB1, PSMD11, UBC, PSMB2, PSMD2, PSMB4, PSMA7",23,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"303","PSMF1",334,"Novel","9491","Proteasome","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"304","PTGES3",148,"Novel","10728",NA,"ARNT, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"305","PTK2B",263,"Novel","2185","Leukocyte transendothelial migration ; Chemokine signaling pathway ; GnRH signaling pathway ; Natural killer cell mediated cytotoxicity","EGFR, UBC, PXN",3,"PXN, EGFR",2,"EGFR",1,"",0,"PXN, EGFR",2,"EGFR",1,"",0,3
"306","PTMA",117,"Novel","5757",NA,"SRSF2, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"307","PTPN2",331,"Novel","5771",NA,"STAT1, EGFR",2,"EGFR",1,"EGFR",1,"",0,"EGFR",1,"EGFR",1,"",0,2
"308","PTPN22",330,"Novel","26191",NA,"SHC2",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"309","PTPN6",344,"Novel","5777","Leishmaniasis ; Jak-STAT signaling pathway ; T cell receptor signaling pathway ; Natural killer cell mediated cytotoxicity","EGFR",1,"EGFR",1,"EGFR",1,"",0,"EGFR",1,"EGFR",1,"",0,2
"310","PXN",135,"Regulation of actin cytoskeleton","5829","Regulation of actin cytoskeleton ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Focal adhesion ; Bacterial invasion of epithelial cells ; VEGF signaling pathway","GIT1, VCL, ASAP2, PTK2B, ITGB1, UBC",6,"GIT1, VCL, ITGB1",3,NA,0,"",0,"GIT1, VCL, ITGB1",3,NA,0,"",0,3
"311","RAB5A",151,"Novel","5868","Endocytosis ; Amoebiasis ; Phagosome ; Vasopressin-regulated water reabsorption ; Amyotrophic lateral sclerosis (ALS)","RABGEF1, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"312","RABGEF1",282,"Novel","27342",NA,"UBB, UBC, THOC1, RAB5A",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"313","RAD21",233,"Novel","5885","Cell cycle","NIPBL, UBC, PLK1, SNW1",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"314","RAD51",79,"Novel","5888","Pancreatic cancer","UBE2I, ATR, BRCA2, PALB2",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"315","RAE1",123,"Novel","8480","RNA transport","HSP90B1, PA2G4, EEF2K, MCM3AP, UBC, COPS6, NXF1",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"316","RANBP2",354,"Novel","5903","RNA transport","UBC, UBE2I, NXF1, RANGAP1, SUMO3",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"317","RANGAP1",187,"Novel","5905","RNA transport","RANBP2, NXF1, UBE2I, UBC, SUMO3",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"318","RAP1A",199,"Novel","5906","MAPK signaling pathway ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Focal adhesion ; Neurotrophin signaling pathway ; Renal cell carcinoma","RAPGEF5, CDC42, BRAF, UBC",4,"CDC42, BRAF",2,NA,0,"",0,"CDC42, BRAF",2,NA,0,"",0,2
"319","RAPGEF5",412,"Novel","9771",NA,"RAP1A",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"320","RBM10",76,"Novel","8241",NA,"SNRPC, IK",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"321","RBM39",99,"Novel","9584",NA,"SRPK2, SAP30BP, PRPF38A, NDUFA1, UBC, MFAP1",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"322","RBPJ",68,"Novel","3516",NA,"SNW1",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"323","RELA",62,"Novel","5970","Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Chemokine signaling pathway ; Leishmaniasis ; Amoebiasis ; Hepatitis C ; RIG-I-like receptor signaling pathway ; Osteoclast differentiation ; Shigellosis ; Apoptosis ; Pancreatic cancer ; NOD-like receptor signaling pathway ; Prostate cancer ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Chronic myeloid leukemia ; Neurotrophin signaling pathway","SP1, JUN, KAT2B, STAT1, TAF1, PARP1, MAP2K6, BCL3, MAP3K8, NFKBIB, NFKBIE, CXCL8, UBC, HDAC2, MAP3K7, IKBKB",16,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"324","RERE",419,"Novel","473",NA,"HDAC2",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"325","RET",85,"Novel","5979","Endocytosis","PDLIM7, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"326","RIPK1",44,"Novel","8737","Toll-like receptor signaling pathway ; Hepatitis C ; RIG-I-like receptor signaling pathway ; Apoptosis","IKBKB, MAP3K7, CFLAR, TNFRSF1A, TICAM1, CYLD, UBC, RPS27A",8,NA,0,"TNFRSF1A",1,"",0,NA,0,"TNFRSF1A",1,"",0,1
"327","RPL19",51,"Novel","6143",NA,"NIFK, EFTUD2, RPS27A, GNB2L1, UBC, RPS2",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"328","RPS2",49,"Novel","6187",NA,"RPL19, NIFK, EFTUD2, EIF1, RPS27A, GNB2L1, UBB, UBC",8,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"329","RPS27A",43,"Novel","6233",NA,"RIPK1, GNB2L1, RPS2, RPL19, STAT1, ACACB, PDGFRB, EIF1, CSF1R, OTUD5, VCP, PARK2, UBC, PCNA, EGFR",15,"PDGFRB, EGFR",2,"PDGFRB, EGFR, CSF1R",3,"",0,"PDGFRB, EGFR",2,"PDGFRB, EGFR, CSF1R",3,"",0,5
"330","RRAGA",350,"Novel","10670",NA,"ACACB",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"331","RREB1",425,"Novel","6239",NA,"HDAC2",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"332","RRP1",273,"Novel","8568",NA,"UBC, NIFK, CSNK2A2",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"333","RRP9",52,"Novel","9136",NA,"NIFK, UBC, THOC1",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"334","RUNX1",191,"Novel","861","Chronic myeloid leukemia","ELF4, SUV39H1, UBC, HDAC2, YAP1, JUN",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"335","SAP30BP",167,"Novel","29115",NA,"DYNC1H1, THOC1, UBC, RBM39",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"336","SATB1",294,"Novel","6304",NA,"UBE2I",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"337","SEC61A1",250,"Novel","29927","Phagosome","UBC, DAD1",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"338","SERPINB1",274,"Novel","1992","Amoebiasis","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"339","SETMAR",426,"Novel","6419","Lysine degradation","TOP2A",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"340","SF3B1",72,"Novel","23451","Spliceosome","XAB2, SF3B2, SNRPD3, EFTUD2, SRSF1, SF3B6, PHF5A, HNRNPM, CCDC97, PRPF8, CDC5L, UBC, MFAP1, SNW1, NIFK, PLRG1",16,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"341","SF3B2",74,"Novel","10992","Spliceosome","SNRPD3, SF3B6, PHF5A, THOC1, PLRG1, CDC5L, SF3B1, XAB2, MFAP1, PRPF8, UBC, NDUFA1",12,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"342","SF3B6",121,"Novel","51639",NA,"PHF5A, CCDC97, SF3B2, SF3B1, UBC, MFAP1",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"343","SFN",33,"Novel","2810","Cell cycle","HDAC4, BRAF, CDC25B, MDM4, EGFR, UBC",6,"EGFR, BRAF",2,"EGFR",1,"",0,"EGFR, BRAF",2,"EGFR",1,"",0,3
"344","SFPQ",280,"Novel","6421",NA,"UBC, SIN3A, CDC5L",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"345","SH3GLB1",166,"Novel","51100","Endocytosis","PGAM2, SH3GLB2, UBC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"346","SH3GLB2",405,"Novel","56904","Endocytosis","UBC, SH3GLB1",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"347","SHC2",177,"Novel","25759","Chemokine signaling pathway ; Focal adhesion ; Bacterial invasion of epithelial cells ; Chronic myeloid leukemia ; Neurotrophin signaling pathway ; Natural killer cell mediated cytotoxicity ; VEGF signaling pathway","PTPN22, PDGFRB",2,"PDGFRB",1,"PDGFRB",1,"",0,"PDGFRB",1,"PDGFRB",1,"",0,2
"348","SIM1",414,"Novel","6492",NA,"ARNT",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"349","SIN3A",38,"Novel","25942",NA,"MTA2, MORF4L1, PHF12, COPS2, ZBTB16, ING1, SFPQ, HDAC4, PSMC2, PSMD12, UBC, HDAC2, PSMC1",13,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"350","SIN3B",295,"Novel","23309",NA,"PHF12, COPS2, PSMC2, UBC, HDAC2, PSMC1, MORF4L1, PSMD12",8,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"351","SLC2A1",399,"Novel","6513","Renal cell carcinoma","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"352","SMAD1",10,"Novel","4086",NA,"PSMB4, SMAD4, YAP1, SMAD6, STUB1, UBC",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"353","SMAD4",129,"Novel","4089","Pancreatic cancer ; Cell cycle ; Chronic myeloid leukemia","THOC2, SMAD6, SP1, SMAD1, STUB1, UBE2I, COPS5, UBC",8,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"354","SMAD6",326,"Novel","4091","Endocytosis","BMPR1B, UBC, SMAD4, SMAD1, MAP3K7",5,NA,0,"BMPR1B",1,"",0,NA,0,"BMPR1B",1,"",0,1
"355","SNRPC",218,"Novel","6631","Spliceosome","LUC7L, UBC, RBM10, SNRPD3",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"356","SNRPD3",75,"Novel","6634","Spliceosome","LUC7L, LSM4, EFTUD2, SNRPC, LSM6, PLRG1, CDC5L, SF3B2, PRPF8, MFAP1, UBC, SF3B1",12,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"357","SNW1",71,"Novel","22938","Spliceosome","SF3B1, XAB2, EFTUD2, RAD21, CCDC94, UBC, MFAP1, PRPF8, CDC5L, RBPJ, PLRG1",11,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"358","SNX9",178,"Novel","51429",NA,"DNM1, UBC, CLTC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"359","SP1",64,"Novel","6667",NA,"JUN, SMAD4, EPAS1, KLF4, EGR1, HDAC4, RELA, PSMC5, HDAC2, UBC",10,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"360","SPAG4",389,"Novel","6676",NA,"ACACB",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"361","SPATA25",367,"Novel","128497",NA,"BCL2L1",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"362","SPI1",283,"Novel","6688","Osteoclast differentiation","JUN",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"363","SRPK1",162,"Novel","6732",NA,"PRPF38A, SRSF3, SRSF2, SRSF1, UBC",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"364","SRPK2",161,"Novel","6733",NA,"PRPF38A, RBM39, SRSF1, SRSF2, ACIN1, SRSF3",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"365","SRRM1",230,"Novel","10250","RNA transport","CDC5L",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"366","SRSF1",119,"Novel","6426","Spliceosome","SRSF2, SRPK2, SRPK1, CLK1, NXF1, UBC, SF3B1, CDC5L",8,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"367","SRSF2",147,"Novel","6427","Spliceosome","SRPK2, SRPK1, SRSF3, TRA2B, UBC, SRSF1, PTMA",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"368","SRSF3",116,"Novel","6428","Spliceosome","TRA2B, SRSF2, SRPK2, SRPK1, PRPF38A, UBC",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"369","STAT1",124,"Novel","6772","Toll-like receptor signaling pathway ; Toxoplasmosis ; Chemokine signaling pathway ; Leishmaniasis ; Hepatitis C ; Osteoclast differentiation ; Pancreatic cancer ; Jak-STAT signaling pathway","PDGFRB, PDGFRA, IRF9, PTPN2, EGFR, UBC, RPS27A, UBE2I, GNB2L1, RELA, EIF2AK2",11,"PDGFRB, PDGFRA, EGFR",3,"PDGFRB, PDGFRA, EGFR",3,"",0,"PDGFRB, PDGFRA, EGFR",3,"PDGFRB, PDGFRA, EGFR",3,"",0,6
"370","STMN1",374,"Novel","3925","MAPK signaling pathway","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"371","STUB1",1,"Novel","10273",NA,"VCP, UBB, SMAD1, PSMA3, EGFR, PARK2, SMAD4, UBE2V2, UBC",9,"EGFR",1,"EGFR",1,"",0,"EGFR",1,"EGFR",1,"",0,2
"372","STX18",249,"Novel","53407","Phagosome","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"373","SUMO3",29,"Novel","6612","RNA transport","PCNA, UBE2I, PARP1, RANGAP1, TOP2A, USPL1, RANBP2, UBC",8,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"374","SUN1",388,"Novel","23353",NA,"ACACB, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"375","SUV39H1",89,"Novel","6839","Lysine degradation","RUNX1, EXOSC10, UBC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"376","SUV39H2",423,"Novel","79723","Lysine degradation","EXOSC10",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"377","SUZ12",276,"Novel","23512",NA,"HDAC2",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"378","SVIL",134,"Novel","6840",NA,"VCL",1,"VCL",1,NA,0,"",0,"VCL",1,NA,0,"",0,1
"379","SYK",95,"Novel","6850","Osteoclast differentiation ; Fc gamma R-mediated phagocytosis ; Fc epsilon RI signaling pathway ; Natural killer cell mediated cytotoxicity","TLR4, HCLS1, LAT, UBC",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"380","TACC3",390,"Novel","10460","RNA transport","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"381","TAF1",139,"Novel","6872",NA,"ASF1B, ASF1A, TBPL2, RELA, TAF12, JUN, UBC",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"382","TAF12",101,"Novel","6883",NA,"TAF1, TBPL2, KAT2B, JUN",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"383","TBPL2",327,"Novel","387332",NA,"TAF1, PCNA, TAF12",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"384","TCIRG1",223,"Novel","10312","Phagosome ; Rheumatoid arthritis ; Epithelial cell signaling in Helicobacter pylori infection","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"385","THOC1",50,"Novel","9984","Spliceosome ; RNA transport","RRP9, SF3B2, USP13, THOC7, THOC2, SAP30BP, IK, RABGEF1",8,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"386","THOC2",137,"Novel","57187","Spliceosome ; RNA transport","MCM3AP, ZMYM3, SMAD4, THOC1, THOC7, POLDIP3, UBC",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"387","THOC7",131,"Novel","80145","RNA transport","THOC2, UBC, USP13, THOC1",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"388","THOP1",393,"Novel","7064","African trypanosomiasis","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"389","TICAM1",291,"Novel","148022","Chagas disease (American trypanosomiasis) ; Toll-like receptor signaling pathway ; Hepatitis C","RIPK1, UBC, TLR4",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"390","TIRAP",183,"Novel","114609","Toll-like receptor signaling pathway","TLR2, MYD88, UBC, TLR4, MAP3K7",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"391","TLR2",347,"Novel","7097","Chagas disease (American trypanosomiasis) ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leishmaniasis ; Amoebiasis ; Phagosome ; Rheumatoid arthritis ; Malaria","CXCR4, CD14, TIRAP, EGFR, MYD88",5,"EGFR, CD14",2,"CXCR4, EGFR",2,"",0,"EGFR, CD14",2,"EGFR, CXCR4",2,"",0,4
"392","TLR4",142,"Novel","7099","Chagas disease (American trypanosomiasis) ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leishmaniasis ; Amoebiasis ; Phagosome ; Rheumatoid arthritis ; Malaria ; Pathogenic Escherichia coli infection","MYD88, TIRAP, TICAM1, LY96, UBC, MAP3K7, SYK",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"393","TNFRSF1A",259,"Cytokine-cytokine receptor interaction","7132","Cytokine-cytokine receptor interaction ; Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toxoplasmosis ; Hepatitis C ; Osteoclast differentiation ; Apoptosis ; Amyotrophic lateral sclerosis (ALS)","RIPK1, UBC, MAP3K7, PSMD2, IKBKB",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
