"GeneSymbol","KEGGpresence","EntrezID","Replicate1","Zscore","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"MCOLN3","Absent",55283,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MCPH1","Absent",79648,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MCRS1","Absent",10445,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MCTS1","Absent",28985,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MDFI","Absent",4188,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MDFIC","Absent",29969,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MDGA2","Absent",161357,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MDH1","Present",4190,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MDH1B","Absent",130752,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MDH2","Present",4191,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MDK","Absent",4192,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MDM1","Absent",56890,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MDM2","Present",4193,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MDM4","Present",4194,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MDN1","Present",23195,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"MDP1","Absent",145553,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ME1","Present",4199,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ME2","Present",4200,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ME3","Present",10873,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MEA1","Absent",4201,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEAF6","Absent",64769,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MECOM","Present",2122,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MECP2","Absent",4204,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MECR","Present",51102,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED1","Absent",5469,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED10","Absent",84246,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED11","Absent",400569,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED12","Absent",9968,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED14","Absent",9282,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED15","Absent",51586,1,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MED16","Absent",10025,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED17","Absent",9440,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED18","Absent",54797,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED20","Absent",9477,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED21","Absent",9412,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED22","Absent",6837,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED23","Absent",9439,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED24","Absent",9862,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED25","Absent",81857,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED26","Absent",9441,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED27","Absent",9442,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED28","Absent",80306,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED29","Absent",55588,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED30","Absent",90390,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED31","Absent",51003,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED4","Absent",29079,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MED6","Absent",10001,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED7","Absent",9443,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED8","Absent",112950,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MED9","Absent",55090,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEDAG","Absent",84935,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEF2A","Absent",4205,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MEF2B","Absent",100271849,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"MEF2C","Present",4208,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"MEF2D","Absent",4209,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MEFV","Present",4210,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MEGF11","Absent",84465,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEGF6","Absent",1953,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEGF9","Absent",1955,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEI1","Absent",150365,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEI4","Absent",101928601,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEIG1","Absent",644890,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEIS1","Absent",4211,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MEIS2","Absent",4212,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEIS3","Absent",56917,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MELK","Absent",9833,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEMO1","Absent",51072,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEN1","Absent",4221,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEOX1","Absent",4222,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEOX2","Absent",4223,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEP1A","Present",4224,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MEP1B","Present",4225,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MEPCE","Absent",56257,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEPE","Absent",56955,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MERTK","Absent",10461,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MESDC1","Absent",59274,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MESDC2","Absent",23184,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MESP1","Absent",55897,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MESP2","Absent",145873,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEST","Absent",4232,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MET","Present",4233,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"METAP1","Absent",23173,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METAP1D","Absent",254042,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METAP2","Absent",10988,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METRNL","Absent",284207,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL1","Absent",4234,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL10","Absent",399818,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL13","Absent",51603,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL14","Absent",57721,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL15","Absent",196074,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL16","Absent",79066,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL18","Absent",92342,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL20","Absent",254013,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL21A","Absent",151194,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL22","Absent",79091,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL23","Absent",124512,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL24","Absent",728464,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL25","Absent",84190,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL2A","Absent",339175,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL3","Absent",56339,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL4","Absent",64863,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL6","Present",131965,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL7A","Absent",25840,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL7B","Absent",196410,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL8","Absent",79828,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"METTL9","Absent",51108,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEX3B","Absent",84206,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MEX3D","Absent",399664,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFAP1","Absent",4236,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFAP2","Absent",4237,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFAP3","Absent",4238,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFAP3L","Absent",9848,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MFAP4","Absent",4239,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFAP5","Absent",8076,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFF","Absent",56947,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFGE8","Absent",4240,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFI2","Absent",4241,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFN1","Absent",55669,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MFN2","Absent",9927,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MFNG","Present",4242,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MFSD1","Absent",64747,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFSD10","Absent",10227,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFSD11","Absent",79157,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFSD3","Absent",113655,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFSD4","Absent",148808,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFSD5","Absent",84975,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFSD6","Absent",54842,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFSD6L","Absent",162387,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFSD7","Absent",84179,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MFSD8","Present",256471,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MFSD9","Absent",84804,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MGA","Absent",23269,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MGARP","Absent",84709,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MGAT1","Present",4245,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGAT2","Present",4247,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGAT3","Present",4248,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGAT4A","Present",11320,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGAT4B","Present",11282,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGAT4C","Present",25834,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGAT4D","Absent",152586,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGAT5","Present",4249,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGAT5B","Present",146664,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGEA5","Absent",10724,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGLL","Present",11343,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGME1","Absent",92667,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MGMT","Absent",4255,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MGP","Absent",4256,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MGRN1","Present",23295,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGST1","Present",4257,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGST2","Present",4258,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MGST3","Present",4259,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MIA","Absent",8190,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIA2","Absent",117153,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIA3","Absent",375056,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIB1","Absent",57534,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIB2","Absent",142678,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MICAL1","Absent",64780,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MICAL2","Absent",9645,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MICAL3","Absent",57553,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MICALL2","Absent",79778,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MICB","Present",4277,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MICU1","Absent",10367,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MICU2","Absent",221154,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MID1","Present",4281,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MID1IP1","Absent",58526,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MID2","Absent",11043,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIDN","Absent",90007,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIEF1","Absent",54471,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIEN1","Absent",84299,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIER2","Absent",54531,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIER3","Absent",166968,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIF","Present",4282,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MIF4GD","Absent",57409,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIIP","Absent",60672,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MINA","Absent",84864,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MINK1","Absent",50488,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MINOS1-NBL1","Absent",100532736,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MINPP1","Present",9562,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MIOS","Absent",54468,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MIOX","Present",55586,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MIP","Absent",4284,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIPEP","Absent",4285,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIS12","Absent",79003,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MIS18BP1","Absent",55320,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MISP","Absent",126353,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MITF","Present",4286,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MIXL1","Absent",83881,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MKKS","Absent",8195,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MKL1","Absent",57591,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MKL2","Absent",57496,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MKLN1","Absent",4289,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MKNK1","Present",8569,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MKNK2","Present",2872,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MKRN1","Absent",23608,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MKRN2","Absent",23609,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MKRN3","Absent",7681,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MKX","Absent",283078,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLC1","Absent",23209,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLEC","Absent",9761,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLF1","Absent",4291,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLF2","Absent",8079,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLH1","Present",4292,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MLLT1","Absent",4298,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLLT10","Absent",8028,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLLT11","Absent",10962,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLLT3","Absent",4300,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLLT6","Absent",4302,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLNR","Present",2862,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MLPH","Absent",79083,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MLST8","Present",64223,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MLX","Absent",6945,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MLXIP","Absent",22877,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MLXIPL","Absent",51085,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MLYCD","Present",23417,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMAA","Absent",166785,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMAB","Present",326625,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMACHC","Present",25974,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMADHC","Absent",27249,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMD","Absent",23531,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMD2","Absent",221938,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MME","Present",4311,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMEL1","Absent",79258,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMGT1","Absent",93380,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP1","Present",4312,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMP10","Absent",4319,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP11","Absent",4320,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"MMP12","Absent",4321,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP13","Absent",4322,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMP14","Present",4323,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMP15","Absent",4324,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP16","Absent",4325,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP17","Absent",4326,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP19","Absent",4327,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP2","Present",4313,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMP20","Absent",9313,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP21","Absent",118856,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP23B","Absent",8510,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP24","Absent",10893,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP25","Absent",64386,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP28","Absent",79148,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP3","Present",4314,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMP7","Present",4316,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMP8","Absent",4317,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMP9","Present",4318,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MMRN2","Absent",79812,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMS19","Absent",64210,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MMS22L","Absent",253714,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MNAT1","Present",4331,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"MND1","Absent",84057,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"MNS1","Absent",55329,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
